"","Team","X","Opponent","Result","Date"
"1","Air Force","","Non-Major","W (37-21)",2016-09-03
"2","Air Force","","Georgia State","W (48-14)",2016-09-10
"3","Air Force","@","Utah State","W (27-20)",2016-09-24
"4","Air Force","","Navy","W (28-14)",2016-10-01
"5","Air Force","@","Wyoming","L (26-35)",2016-10-08
"6","Air Force","N","New Mexico","L (40-45)",2016-10-15
"7","Air Force","","Hawaii","L (27-34)",2016-10-22
"8","Air Force","@","Fresno State","W (31-21)",2016-10-28
"9","Air Force","@","Army","W (31-12)",2016-11-05
"10","Air Force","","Colorado State","W (49-46)",2016-11-12
"11","Air Force","@","San Jose State","W (41-38)",2016-11-19
"12","Air Force","","Boise State","W (27-20)",2016-11-25
"13","Air Force","N","South Alabama","W (45-21)",2016-12-30
"14","Akron","","Non-Major","W (47-24)",2016-09-03
"15","Akron","@","Wisconsin","L (10-54)",2016-09-10
"16","Akron","@","Marshall","W (65-38)",2016-09-17
"17","Akron","","Appalachian State","L (38-45)",2016-09-24
"18","Akron","@","Kent State","W (31-27)",2016-10-01
"19","Akron","","Miami (OH)","W (35-13)",2016-10-08
"20","Akron","","Western Michigan","L (0-41)",2016-10-15
"21","Akron","@","Ball State","W (35-25)",2016-10-22
"22","Akron","@","Buffalo","L (20-41)",2016-10-27
"23","Akron","","Toledo","L (17-48)",2016-11-02
"24","Akron","","Bowling Green State","L (28-38)",2016-11-09
"25","Akron","@","Ohio","L (3-9)",2016-11-22
"26","Alabama","N","Southern California","W (52-6)",2016-09-03
"27","Alabama","","Western Kentucky","W (38-10)",2016-09-10
"28","Alabama","@","Mississippi","W (48-43)",2016-09-17
"29","Alabama","","Kent State","W (48-0)",2016-09-24
"30","Alabama","","Kentucky","W (34-6)",2016-10-01
"31","Alabama","@","Arkansas","W (49-30)",2016-10-08
"32","Alabama","@","Tennessee","W (49-10)",2016-10-15
"33","Alabama","","Texas A&M","W (33-14)",2016-10-22
"34","Alabama","@","Louisiana State","W (10-0)",2016-11-05
"35","Alabama","","Mississippi State","W (51-3)",2016-11-12
"36","Alabama","","Non-Major","W (31-3)",2016-11-19
"37","Alabama","","Auburn","W (30-12)",2016-11-26
"38","Alabama","N","Florida","W (54-16)",2016-12-03
"39","Alabama","N","Washington","W (24-7)",2016-12-31
"40","Alabama","N","Clemson","L (31-35)",2017-01-09
"41","Appalachian State","@","Tennessee","L (13-20)",2016-09-01
"42","Appalachian State","","Old Dominion","W (31-7)",2016-09-10
"43","Appalachian State","","Miami (FL)","L (10-45)",2016-09-17
"45","Appalachian State","","Georgia State","W (17-3)",2016-10-01
"46","Appalachian State","@","Louisiana","W (24-0)",2016-10-12
"47","Appalachian State","","Idaho","W (37-19)",2016-10-22
"48","Appalachian State","@","Georgia Southern","W (34-10)",2016-10-27
"49","Appalachian State","","Texas State","W (35-10)",2016-11-05
"50","Appalachian State","@","Troy","L (24-28)",2016-11-12
"51","Appalachian State","","Louisiana-Monroe","W (42-17)",2016-11-19
"52","Appalachian State","@","New Mexico State","W (37-7)",2016-11-26
"53","Appalachian State","N","Toledo","W (31-28)",2016-12-17
"54","Arizona","N","Brigham Young","L (16-18)",2016-09-03
"55","Arizona","","Non-Major","W (31-21)",2016-09-10
"56","Arizona","","Hawaii","W (47-28)",2016-09-17
"57","Arizona","","Washington","L (28-35)",2016-09-24
"58","Arizona","@","UCLA","L (24-45)",2016-10-01
"59","Arizona","@","Utah","L (23-36)",2016-10-08
"60","Arizona","","Southern California","L (14-48)",2016-10-15
"61","Arizona","","Stanford","L (10-34)",2016-10-29
"62","Arizona","@","Washington State","L (7-69)",2016-11-05
"63","Arizona","","Colorado","L (24-49)",2016-11-12
"64","Arizona","@","Oregon State","L (17-42)",2016-11-19
"65","Arizona","","Arizona State","W (56-35)",2016-11-25
"66","Arizona State","","Non-Major","W (44-13)",2016-09-03
"67","Arizona State","","Texas Tech","W (68-55)",2016-09-10
"68","Arizona State","@","Texas-San Antonio","W (32-28)",2016-09-16
"69","Arizona State","","California","W (51-41)",2016-09-24
"70","Arizona State","@","Southern California","L (20-41)",2016-10-01
"71","Arizona State","","UCLA","W (23-20)",2016-10-08
"72","Arizona State","@","Colorado","L (16-40)",2016-10-15
"73","Arizona State","","Washington State","L (32-37)",2016-10-22
"74","Arizona State","@","Oregon","L (35-54)",2016-10-29
"75","Arizona State","","Utah","L (26-49)",2016-11-10
"76","Arizona State","@","Washington","L (18-44)",2016-11-19
"78","Arkansas","","Louisiana Tech","W (21-20)",2016-09-03
"79","Arkansas","@","Texas Christian","W (41-38)",2016-09-10
"80","Arkansas","","Texas State","W (42-3)",2016-09-17
"81","Arkansas","N","Texas A&M","L (24-45)",2016-09-24
"82","Arkansas","","Non-Major","W (52-10)",2016-10-01
"84","Arkansas","","Mississippi","W (34-30)",2016-10-15
"85","Arkansas","@","Auburn","L (3-56)",2016-10-22
"86","Arkansas","","Florida","W (31-10)",2016-11-05
"87","Arkansas","","Louisiana State","L (10-38)",2016-11-12
"88","Arkansas","@","Mississippi State","W (58-42)",2016-11-19
"89","Arkansas","@","Missouri","L (24-28)",2016-11-25
"90","Arkansas","N","Virginia Tech","L (24-35)",2016-12-29
"91","Arkansas State","","Toledo","L (10-31)",2016-09-02
"92","Arkansas State","@","Auburn","L (14-51)",2016-09-10
"93","Arkansas State","@","Utah State","L (20-34)",2016-09-16
"94","Arkansas State","","Non-Major","L (23-28)",2016-09-24
"95","Arkansas State","","Georgia Southern","W (27-26)",2016-10-05
"96","Arkansas State","","South Alabama","W (17-7)",2016-10-15
"97","Arkansas State","","Louisiana-Monroe","W (51-10)",2016-10-29
"98","Arkansas State","@","Georgia State","W (31-16)",2016-11-03
"99","Arkansas State","","New Mexico State","W (41-22)",2016-11-12
"100","Arkansas State","@","Troy","W (35-3)",2016-11-17
"101","Arkansas State","@","Louisiana","L (19-24)",2016-11-26
"102","Arkansas State","@","Texas State","W (36-14)",2016-12-03
"103","Arkansas State","N","Central Florida","W (31-13)",2016-12-17
"104","Army","@","Temple","W (28-13)",2016-09-02
"105","Army","","Rice","W (31-14)",2016-09-10
"106","Army","@","Texas-El Paso","W (66-14)",2016-09-17
"107","Army","@","Buffalo","L (20-23)",2016-09-24
"108","Army","@","Duke","L (6-13)",2016-10-08
"109","Army","","Non-Major","W (62-7)",2016-10-15
"110","Army","","North Texas","L (18-35)",2016-10-22
"111","Army","@","Wake Forest","W (21-13)",2016-10-29
"113","Army","N","Notre Dame","L (6-44)",2016-11-12
"114","Army","","Non-Major","W (60-3)",2016-11-19
"115","Army","N","Navy","W (21-17)",2016-12-10
"116","Army","N","North Texas","W (38-31)",2016-12-27
"117","Auburn","","Clemson","L (13-19)",2016-09-03
"119","Auburn","","Texas A&M","L (16-29)",2016-09-17
"120","Auburn","","Louisiana State","W (18-13)",2016-09-24
"121","Auburn","","Louisiana-Monroe","W (58-7)",2016-10-01
"122","Auburn","@","Mississippi State","W (38-14)",2016-10-08
"124","Auburn","@","Mississippi","W (40-29)",2016-10-29
"125","Auburn","","Vanderbilt","W (23-16)",2016-11-05
"126","Auburn","@","Georgia","L (7-13)",2016-11-12
"127","Auburn","","Non-Major","W (55-0)",2016-11-19
"129","Auburn","N","Oklahoma","L (19-35)",2017-01-02
"130","Ball State","@","Georgia State","W (31-21)",2016-09-02
"131","Ball State","@","Indiana","L (20-30)",2016-09-10
"132","Ball State","","Non-Major","W (41-14)",2016-09-17
"133","Ball State","@","Florida Atlantic","W (31-27)",2016-09-24
"134","Ball State","","Northern Illinois","L (24-31)",2016-10-01
"135","Ball State","@","Central Michigan","L (21-24)",2016-10-08
"136","Ball State","@","Buffalo","W (31-21)",2016-10-15
"138","Ball State","","Western Michigan","L (20-52)",2016-11-01
"139","Ball State","","Eastern Michigan","L (41-48)",2016-11-08
"140","Ball State","@","Toledo","L (19-37)",2016-11-16
"141","Ball State","@","Miami (OH)","L (20-21)",2016-11-22
"142","Baylor","","Non-Major","W (55-7)",2016-09-02
"143","Baylor","","Southern Methodist","W (40-13)",2016-09-10
"144","Baylor","@","Rice","W (38-10)",2016-09-16
"145","Baylor","","Oklahoma State","W (35-24)",2016-09-24
"146","Baylor","@","Iowa State","W (45-42)",2016-10-01
"147","Baylor","","Kansas","W (49-7)",2016-10-15
"148","Baylor","@","Texas","L (34-35)",2016-10-29
"149","Baylor","","Texas Christian","L (22-62)",2016-11-05
"150","Baylor","@","Oklahoma","L (24-45)",2016-11-12
"151","Baylor","","Kansas State","L (21-42)",2016-11-19
"152","Baylor","N","Texas Tech","L (35-54)",2016-11-25
"153","Baylor","@","West Virginia","L (21-24)",2016-12-03
"154","Baylor","N","Boise State","W (31-12)",2016-12-27
"155","Boise State","@","Louisiana","W (45-10)",2016-09-03
"156","Boise State","","Washington State","W (31-28)",2016-09-10
"157","Boise State","@","Oregon State","W (38-24)",2016-09-24
"158","Boise State","","Utah State","W (21-10)",2016-10-01
"159","Boise State","@","New Mexico","W (49-21)",2016-10-07
"160","Boise State","","Colorado State","W (28-23)",2016-10-15
"161","Boise State","","Brigham Young","W (28-27)",2016-10-20
"162","Boise State","@","Wyoming","L (28-30)",2016-10-29
"163","Boise State","","San Jose State","W (45-31)",2016-11-04
"164","Boise State","@","Hawaii","W (52-16)",2016-11-12
"165","Boise State","","Nevada-Las Vegas","W (42-25)",2016-11-18
"168","Boston College","N","Georgia Tech","L (14-17)",2016-09-03
"169","Boston College","@","Massachusetts","W (26-7)",2016-09-10
"170","Boston College","@","Virginia Tech","L (0-49)",2016-09-17
"171","Boston College","","Non-Major","W (42-10)",2016-09-24
"172","Boston College","","Buffalo","W (35-3)",2016-10-01
"173","Boston College","","Clemson","L (10-56)",2016-10-07
"174","Boston College","","Syracuse","L (20-28)",2016-10-22
"175","Boston College","@","North Carolina State","W (21-14)",2016-10-29
"176","Boston College","","Louisville","L (7-52)",2016-11-05
"177","Boston College","@","Florida State","L (7-45)",2016-11-11
"178","Boston College","","Connecticut","W (30-0)",2016-11-19
"179","Boston College","@","Wake Forest","W (17-14)",2016-11-26
"180","Boston College","N","Maryland","W (36-30)",2016-12-26
"181","Bowling Green State","@","Ohio State","L (10-77)",2016-09-03
"182","Bowling Green State","","Non-Major","W (27-26)",2016-09-10
"183","Bowling Green State","","Middle Tennessee State","L (21-41)",2016-09-17
"184","Bowling Green State","@","Memphis","L (3-77)",2016-09-24
"185","Bowling Green State","","Eastern Michigan","L (25-28)",2016-10-01
"186","Bowling Green State","@","Ohio","L (24-30)",2016-10-08
"187","Bowling Green State","@","Toledo","L (35-42)",2016-10-15
"188","Bowling Green State","","Miami (OH)","L (26-40)",2016-10-22
"189","Bowling Green State","@","Northern Illinois","L (20-45)",2016-11-01
"191","Bowling Green State","","Kent State","W (42-7)",2016-11-15
"192","Bowling Green State","","Buffalo","W (27-19)",2016-11-25
"194","Brigham Young","@","Utah","L (19-20)",2016-09-10
"195","Brigham Young","","UCLA","L (14-17)",2016-09-17
"196","Brigham Young","N","West Virginia","L (32-35)",2016-09-24
"197","Brigham Young","","Toledo","W (55-53)",2016-09-30
"198","Brigham Young","@","Michigan State","W (31-14)",2016-10-08
"199","Brigham Young","","Mississippi State","W (28-21)",2016-10-14
"201","Brigham Young","@","Cincinnati","W (20-3)",2016-11-05
"202","Brigham Young","","Non-Major","W (37-7)",2016-11-12
"203","Brigham Young","","Massachusetts","W (51-9)",2016-11-19
"204","Brigham Young","","Utah State","W (28-10)",2016-11-26
"205","Brigham Young","N","Wyoming","W (24-21)",2016-12-21
"206","Buffalo","","Non-Major","L (16-22)",2016-09-02
"207","Buffalo","@","Nevada","L (14-38)",2016-09-17
"210","Buffalo","","Kent State","L (20-44)",2016-10-08
"212","Buffalo","@","Northern Illinois","L (7-44)",2016-10-22
"214","Buffalo","@","Ohio","L (10-34)",2016-11-03
"215","Buffalo","","Miami (OH)","L (24-35)",2016-11-12
"216","Buffalo","@","Western Michigan","L (0-38)",2016-11-19
