"","Team","X","Opponent","Result","Date"
"1","Air Force","","Non-Major","W (38-13)",2013-08-31
"2","Air Force","","Utah State","L (20-52)",2013-09-07
"3","Air Force","@","Boise State","L (20-42)",2013-09-13
"4","Air Force","","Wyoming","L (23-56)",2013-09-21
"5","Air Force","@","Nevada","L (42-45)",2013-09-28
"6","Air Force","@","Navy","L (10-28)",2013-10-05
"7","Air Force","","San Diego State","L (20-27)",2013-10-10
"8","Air Force","","Notre Dame","L (10-45)",2013-10-26
"9","Air Force","","Army","W (42-28)",2013-11-02
"10","Air Force","@","New Mexico","L (37-45)",2013-11-08
"11","Air Force","","Nevada-Las Vegas","L (21-41)",2013-11-21
"12","Air Force","@","Colorado State","L (13-58)",2013-11-30
"13","Akron","@","Central Florida","L (7-38)",2013-08-29
"14","Akron","","Non-Major","W (35-33)",2013-09-07
"15","Akron","@","Michigan","L (24-28)",2013-09-14
"16","Akron","","Louisiana","L (30-35)",2013-09-21
"17","Akron","@","Bowling Green State","L (14-31)",2013-09-28
"18","Akron","","Ohio","L (3-43)",2013-10-05
"19","Akron","@","Northern Illinois","L (20-27)",2013-10-12
"20","Akron","@","Miami (OH)","W (24-17)",2013-10-19
"21","Akron","","Ball State","L (24-42)",2013-10-26
"22","Akron","","Kent State","W (16-7)",2013-11-02
"23","Akron","N","Massachusetts","W (14-13)",2013-11-16
"24","Akron","","Toledo","W (31-29)",2013-11-29
"25","Alabama","N","Virginia Tech","W (35-10)",2013-08-31
"26","Alabama","@","Texas A&M","W (49-42)",2013-09-14
"27","Alabama","","Colorado State","W (31-6)",2013-09-21
"28","Alabama","","Mississippi","W (25-0)",2013-09-28
"29","Alabama","","Georgia State","W (45-3)",2013-10-05
"30","Alabama","@","Kentucky","W (48-7)",2013-10-12
"31","Alabama","","Arkansas","W (52-0)",2013-10-19
"32","Alabama","","Tennessee","W (45-10)",2013-10-26
"33","Alabama","","Louisiana State","W (38-17)",2013-11-09
"34","Alabama","@","Mississippi State","W (20-7)",2013-11-16
"35","Alabama","","Non-Major","W (49-0)",2013-11-23
"36","Alabama","@","Auburn","L (28-34)",2013-11-30
"37","Alabama","N","Oklahoma","L (31-45)",2014-01-02
"38","Arizona","","Non-Major","W (35-0)",2013-08-30
"39","Arizona","@","Nevada-Las Vegas","W (58-13)",2013-09-07
"40","Arizona","","Texas-San Antonio","W (38-13)",2013-09-14
"41","Arizona","@","Washington","L (13-31)",2013-09-28
"42","Arizona","@","Southern California","L (31-38)",2013-10-10
"43","Arizona","","Utah","W (35-24)",2013-10-19
"44","Arizona","@","Colorado","W (44-20)",2013-10-26
"45","Arizona","@","California","W (33-28)",2013-11-02
"46","Arizona","","UCLA","L (26-31)",2013-11-09
"47","Arizona","","Washington State","L (17-24)",2013-11-16
"48","Arizona","","Oregon","W (42-16)",2013-11-23
"49","Arizona","@","Arizona State","L (21-58)",2013-11-30
"50","Arizona","N","Boston College","W (42-19)",2013-12-31
"51","Arizona State","","Non-Major","W (55-0)",2013-09-05
"52","Arizona State","","Wisconsin","W (32-30)",2013-09-14
"53","Arizona State","@","Stanford","L (28-42)",2013-09-21
"54","Arizona State","","Southern California","W (62-41)",2013-09-28
"55","Arizona State","N","Notre Dame","L (34-37)",2013-10-05
"56","Arizona State","","Colorado","W (54-13)",2013-10-12
"57","Arizona State","","Washington","W (53-24)",2013-10-19
"58","Arizona State","@","Washington State","W (55-21)",2013-10-31
"59","Arizona State","@","Utah","W (20-19)",2013-11-09
"60","Arizona State","","Oregon State","W (30-17)",2013-11-16
"61","Arizona State","@","UCLA","W (38-33)",2013-11-23
"63","Arizona State","","Stanford","L (14-38)",2013-12-07
"64","Arizona State","N","Texas Tech","L (23-37)",2013-12-30
"65","Arkansas","","Louisiana","W (34-14)",2013-08-31
"66","Arkansas","","Non-Major","W (31-21)",2013-09-07
"67","Arkansas","","Southern Mississippi","W (24-3)",2013-09-14
"68","Arkansas","@","Rutgers","L (24-28)",2013-09-21
"69","Arkansas","","Texas A&M","L (33-45)",2013-09-28
"70","Arkansas","@","Florida","L (10-30)",2013-10-05
"71","Arkansas","","South Carolina","L (7-52)",2013-10-12
"73","Arkansas","","Auburn","L (17-35)",2013-11-02
"74","Arkansas","@","Mississippi","L (24-34)",2013-11-09
"75","Arkansas","","Mississippi State","L (17-24)",2013-11-23
"76","Arkansas","@","Louisiana State","L (27-31)",2013-11-29
"77","Arkansas State","","Non-Major","W (62-11)",2013-08-31
"78","Arkansas State","@","Auburn","L (9-38)",2013-09-07
"79","Arkansas State","","Troy","W (41-34)",2013-09-12
"80","Arkansas State","@","Memphis","L (7-31)",2013-09-21
"81","Arkansas State","@","Missouri","L (19-41)",2013-09-28
"82","Arkansas State","","Idaho","W (48-24)",2013-10-12
"83","Arkansas State","","Louisiana","L (7-23)",2013-10-22
"84","Arkansas State","@","South Alabama","W (17-16)",2013-11-02
"85","Arkansas State","@","Louisiana-Monroe","W (42-14)",2013-11-09
"86","Arkansas State","","Texas State","W (38-21)",2013-11-16
"87","Arkansas State","","Georgia State","W (35-33)",2013-11-23
"88","Arkansas State","@","Western Kentucky","L (31-34)",2013-11-30
"89","Arkansas State","N","Ball State","W (23-20)",2014-01-05
"90","Army","","Non-Major","W (28-12)",2013-08-30
"91","Army","@","Ball State","L (14-40)",2013-09-07
"92","Army","","Stanford","L (20-34)",2013-09-14
"93","Army","","Wake Forest","L (11-25)",2013-09-21
"94","Army","N","Louisiana Tech","W (35-16)",2013-09-28
"95","Army","@","Boston College","L (27-48)",2013-10-05
"96","Army","","Eastern Michigan","W (50-25)",2013-10-12
"97","Army","@","Temple","L (14-33)",2013-10-19
"99","Army","","Western Kentucky","L (17-21)",2013-11-09
"100","Army","@","Hawaii","L (42-49)",2013-11-30
"101","Army","N","Navy","L (7-34)",2013-12-14
"102","Auburn","","Washington State","W (31-24)",2013-08-31
"104","Auburn","","Mississippi State","W (24-20)",2013-09-14
"105","Auburn","@","Louisiana State","L (21-35)",2013-09-21
"106","Auburn","","Mississippi","W (30-22)",2013-10-05
"107","Auburn","","Non-Major","W (62-3)",2013-10-12
"108","Auburn","@","Texas A&M","W (45-41)",2013-10-19
"109","Auburn","","Florida Atlantic","W (45-10)",2013-10-26
"111","Auburn","@","Tennessee","W (55-23)",2013-11-09
"112","Auburn","","Georgia","W (43-38)",2013-11-16
"114","Auburn","N","Missouri","W (59-42)",2013-12-07
"115","Auburn","N","Florida State","L (31-34)",2014-01-06
"116","Ball State","","Non-Major","W (51-28)",2013-08-29
"118","Ball State","@","North Texas","L (27-34)",2013-09-14
"119","Ball State","@","Eastern Michigan","W (51-20)",2013-09-21
"120","Ball State","","Toledo","W (31-24)",2013-09-28
"121","Ball State","@","Virginia","W (48-27)",2013-10-05
"122","Ball State","","Kent State","W (27-24)",2013-10-12
"123","Ball State","@","Western Michigan","W (38-17)",2013-10-19
"125","Ball State","","Central Michigan","W (44-24)",2013-11-06
"126","Ball State","@","Northern Illinois","L (27-48)",2013-11-13
"127","Ball State","","Miami (OH)","W (55-14)",2013-11-29
"129","Baylor","","Non-Major","W (69-3)",2013-08-31
"130","Baylor","","Buffalo","W (70-13)",2013-09-07
"131","Baylor","","Louisiana-Monroe","W (70-7)",2013-09-21
"132","Baylor","","West Virginia","W (73-42)",2013-10-05
"133","Baylor","@","Kansas State","W (35-25)",2013-10-12
"134","Baylor","","Iowa State","W (71-7)",2013-10-19
"135","Baylor","@","Kansas","W (59-14)",2013-10-26
"136","Baylor","","Oklahoma","W (41-12)",2013-11-07
"137","Baylor","N","Texas Tech","W (63-34)",2013-11-16
"138","Baylor","@","Oklahoma State","L (17-49)",2013-11-23
"139","Baylor","@","Texas Christian","W (41-38)",2013-11-30
"140","Baylor","","Texas","W (30-10)",2013-12-07
"141","Baylor","N","Central Florida","L (42-52)",2014-01-01
"142","Boise State","@","Washington","L (6-38)",2013-08-31
"143","Boise State","","Non-Major","W (63-14)",2013-09-07
"145","Boise State","@","Fresno State","L (40-41)",2013-09-20
"146","Boise State","","Southern Mississippi","W (60-7)",2013-09-28
"147","Boise State","@","Utah State","W (34-23)",2013-10-12
"148","Boise State","","Nevada","W (34-17)",2013-10-19
"149","Boise State","@","Brigham Young","L (20-37)",2013-10-25
"150","Boise State","@","Colorado State","W (42-30)",2013-11-02
"151","Boise State","","Wyoming","W (48-7)",2013-11-16
"152","Boise State","@","San Diego State","L (31-34)",2013-11-23
"153","Boise State","","New Mexico","W (45-17)",2013-11-30
"154","Boise State","N","Oregon State","L (23-38)",2013-12-24
"155","Boston College","","Non-Major","W (24-14)",2013-08-31
"156","Boston College","","Wake Forest","W (24-10)",2013-09-06
"157","Boston College","@","Southern California","L (7-35)",2013-09-14
"158","Boston College","","Florida State","L (34-48)",2013-09-28
"160","Boston College","@","Clemson","L (14-24)",2013-10-12
"161","Boston College","@","North Carolina","L (10-34)",2013-10-26
"162","Boston College","","Virginia Tech","W (34-27)",2013-11-02
"163","Boston College","@","New Mexico State","W (48-34)",2013-11-09
"164","Boston College","","North Carolina State","W (38-21)",2013-11-16
"165","Boston College","@","Maryland","W (29-26)",2013-11-23
"166","Boston College","@","Syracuse","L (31-34)",2013-11-30
"168","Bowling Green State","","Tulsa","W (34-7)",2013-08-29
"169","Bowling Green State","@","Kent State","W (41-22)",2013-09-07
"170","Bowling Green State","@","Indiana","L (10-42)",2013-09-14
"171","Bowling Green State","","Non-Major","W (48-7)",2013-09-21
"173","Bowling Green State","","Massachusetts","W (28-7)",2013-10-05
"174","Bowling Green State","@","Mississippi State","L (20-21)",2013-10-12
"175","Bowling Green State","","Toledo","L (25-28)",2013-10-26
"176","Bowling Green State","@","Miami (OH)","W (45-3)",2013-11-05
"177","Bowling Green State","","Ohio","W (49-0)",2013-11-12
"178","Bowling Green State","@","Eastern Michigan","W (58-7)",2013-11-23
"179","Bowling Green State","N","Buffalo","W (24-7)",2013-11-29
"180","Bowling Green State","N","Northern Illinois","W (47-27)",2013-12-06
"181","Bowling Green State","N","Pittsburgh","L (27-30)",2013-12-26
"182","Brigham Young","@","Virginia","L (16-19)",2013-08-31
"183","Brigham Young","","Texas","W (40-21)",2013-09-07
"184","Brigham Young","","Utah","L (13-20)",2013-09-21
"185","Brigham Young","","Middle Tennessee State","W (37-10)",2013-09-27
"186","Brigham Young","@","Utah State","W (31-14)",2013-10-04
"187","Brigham Young","","Georgia Tech","W (38-20)",2013-10-12
"188","Brigham Young","N","Houston","W (47-46)",2013-10-19
"190","Brigham Young","@","Wisconsin","L (17-27)",2013-11-09
"191","Brigham Young","@","Notre Dame","L (13-23)",2013-11-23
"192","Brigham Young","@","Nevada","W (28-23)",2013-11-30
"193","Brigham Young","N","Washington","L (16-31)",2013-12-27
"194","Buffalo","@","Ohio State","L (20-40)",2013-08-31
"196","Buffalo","","Non-Major","W (26-23)",2013-09-14
"197","Buffalo","","Connecticut","W (41-12)",2013-09-28
"198","Buffalo","","Eastern Michigan","W (42-14)",2013-10-05
"199","Buffalo","@","Western Michigan","W (33-0)",2013-10-12
"200","Buffalo","","Massachusetts","W (32-3)",2013-10-19
"201","Buffalo","@","Kent State","W (41-21)",2013-10-26
"202","Buffalo","","Ohio","W (30-3)",2013-11-05
"203","Buffalo","@","Toledo","L (41-51)",2013-11-12
"204","Buffalo","@","Miami (OH)","W (44-7)",2013-11-19
"206","Buffalo","N","San Diego State","L (24-49)",2013-12-21
"207","California","","Northwestern","L (30-44)",2013-08-31
"208","California","","Non-Major","W (37-30)",2013-09-07
"209","California","","Ohio State","L (34-52)",2013-09-14
"210","California","@","Oregon","L (16-55)",2013-09-28
"211","California","","Washington State","L (22-44)",2013-10-05
"212","California","@","UCLA","L (10-37)",2013-10-12
"213","California","","Oregon State","L (17-49)",2013-10-19
"214","California","@","Washington","L (17-41)",2013-10-26
"216","California","","Southern California","L (28-62)",2013-11-09
"217","California","@","Colorado","L (24-41)",2013-11-16
"218","California","@","Stanford","L (13-63)",2013-11-23
"219","Central Michigan","@","Michigan","L (9-59)",2013-08-31
"220","Central Michigan","","Non-Major","W (24-21)",2013-09-07
"221","Central Michigan","@","Nevada-Las Vegas","L (21-31)",2013-09-14
"222","Central Michigan","","Toledo","L (17-38)",2013-09-21
"223","Central Michigan","@","North Carolina State","L (14-48)",2013-09-28
"224","Central Michigan","@","Miami (OH)","W (21-9)",2013-10-05
"225","Central Michigan","@","Ohio","W (26-23)",2013-10-12
"226","Central Michigan","","Northern Illinois","L (17-38)",2013-10-19
"228","Central Michigan","@","Western Michigan","W (27-22)",2013-11-16
"229","Central Michigan","","Massachusetts","W (37-0)",2013-11-23
"230","Central Michigan","","Eastern Michigan","W (42-10)",2013-11-29
"231","Cincinnati","","Purdue","W (42-7)",2013-08-31
"232","Cincinnati","@","Illinois","L (17-45)",2013-09-07
"233","Cincinnati","","Non-Major","W (66-9)",2013-09-14
"234","Cincinnati","@","Miami (OH)","W (14-0)",2013-09-21
"235","Cincinnati","@","South Florida","L (20-26)",2013-10-05
"236","Cincinnati","","Temple","W (38-20)",2013-10-11
"237","Cincinnati","","Connecticut","W (41-16)",2013-10-19
"238","Cincinnati","@","Memphis","W (34-21)",2013-10-30
"239","Cincinnati","","Southern Methodist","W (28-25)",2013-11-09
"240","Cincinnati","@","Rutgers","W (52-17)",2013-11-16
"241","Cincinnati","N","Houston","W (24-17)",2013-11-23
"242","Cincinnati","","Louisville","L (24-31)",2013-12-05
"243","Cincinnati","N","North Carolina","L (17-39)",2013-12-28
"244","Clemson","","Georgia","W (38-35)",2013-08-31
"245","Clemson","","Non-Major","W (52-13)",2013-09-07
"246","Clemson","@","North Carolina State","W (26-14)",2013-09-19
"247","Clemson","","Wake Forest","W (56-7)",2013-09-28
"248","Clemson","@","Syracuse","W (49-14)",2013-10-05
"250","Clemson","","Florida State","L (14-51)",2013-10-19
"251","Clemson","@","Maryland","W (40-27)",2013-10-26
"252","Clemson","@","Virginia","W (59-10)",2013-11-02
"253","Clemson","","Georgia Tech","W (55-31)",2013-11-14
"254","Clemson","","Non-Major","W (52-6)",2013-11-23
"255","Clemson","@","South Carolina","L (17-31)",2013-11-30
"256","Clemson","N","Ohio State","W (40-35)",2014-01-03
"257","Colorado","N","Colorado State","W (41-27)",2013-09-01
"258","Colorado","","Non-Major","W (38-24)",2013-09-07
"259","Colorado","@","Oregon State","L (17-44)",2013-09-28
"260","Colorado","","Oregon","L (16-57)",2013-10-05
"263","Colorado","@","UCLA","L (23-45)",2013-11-02
"264","Colorado","@","Washington","L (7-59)",2013-11-09
"266","Colorado","","Southern California","L (29-47)",2013-11-23
"267","Colorado","@","Utah","L (17-24)",2013-11-30
"269","Colorado State","@","Tulsa","L (27-30)",2013-09-07
"270","Colorado State","","Non-Major","W (34-17)",2013-09-14
"272","Colorado State","","Texas-El Paso","W (59-42)",2013-09-28
"273","Colorado State","","San Jose State","L (27-34)",2013-10-12
"274","Colorado State","@","Wyoming","W (52-22)",2013-10-19
"275","Colorado State","@","Hawaii","W (35-28)",2013-10-26
"277","Colorado State","","Nevada","W (38-17)",2013-11-09
"278","Colorado State","@","New Mexico","W (66-42)",2013-11-16
"279","Colorado State","@","Utah State","L (0-13)",2013-11-23
"281","Colorado State","N","Washington State","W (48-45)",2013-12-21
"282","Connecticut","","Non-Major","L (18-33)",2013-08-29
"283","Connecticut","","Maryland","L (21-32)",2013-09-14
"284","Connecticut","","Michigan","L (21-24)",2013-09-21
"286","Connecticut","","South Florida","L (10-13)",2013-10-12
"288","Connecticut","@","Central Florida","L (17-62)",2013-10-26
"289","Connecticut","","Louisville","L (10-31)",2013-11-08
