"","Team","X","Opponent","Result","Date"
"154","Bowling Green State","","Ohio","L (21-23)",2000-11-11
"155","Bowling Green State","@","Toledo","L (17-51)",2000-11-22
"156","Brigham Young","@","Florida State","L (3-29)",2000-08-26
"157","Brigham Young","@","Virginia","W (38-35)",2000-09-02
"159","Brigham Young","","Mississippi State","L (28-44)",2000-09-14
"160","Brigham Young","","Nevada-Las Vegas","W (10-7)",2000-09-23
"161","Brigham Young","@","Syracuse","L (14-42)",2000-09-30
"162","Brigham Young","","Utah State","W (38-14)",2000-10-06
"163","Brigham Young","","San Diego State","L (15-16)",2000-10-21
"164","Brigham Young","","Wyoming","W (19-7)",2000-10-26
"165","Brigham Young","@","Colorado State","L (21-45)",2000-11-02
"166","Brigham Young","","New Mexico","W (37-13)",2000-11-18
"167","Brigham Young","@","Utah","W (34-27)",2000-11-24
"168","Buffalo","@","Syracuse","L (7-63)",2000-09-02
"169","Buffalo","@","Rutgers","L (0-59)",2000-09-09
"170","Buffalo","","Connecticut","L (21-24)",2000-09-16
"172","Buffalo","@","Marshall","L (14-47)",2000-09-30
"173","Buffalo","@","Ohio","L (20-42)",2000-10-07
"175","Buffalo","@","Northern Illinois","L (10-73)",2000-10-28
"176","Buffalo","","Kent State","W (20-17)",2000-11-04
"178","Buffalo","","Miami (OH)","L (16-17)",2000-11-18
"179","California","","Utah","W (24-21)",2000-09-09
"180","California","@","Illinois","L (15-17)",2000-09-16
"181","California","@","Fresno State","L (3-17)",2000-09-23
"182","California","","Washington State","L (17-21)",2000-09-30
"184","California","","UCLA","W (46-38)",2000-10-14
"185","California","@","Washington","L (24-36)",2000-10-21
"186","California","@","Southern California","W (28-16)",2000-10-28
"187","California","","Oregon State","L (32-38)",2000-11-04
"188","California","@","Oregon","L (17-25)",2000-11-11
"189","California","","Stanford","L (30-36)",2000-11-18
"190","Central Michigan","@","Purdue","L (0-48)",2000-09-02
"192","Central Michigan","@","Wyoming","L (10-31)",2000-09-16
"194","Central Michigan","@","Toledo","L (0-41)",2000-09-30
"195","Central Michigan","","Kent State","L (21-24)",2000-10-07
"196","Central Michigan","@","Ohio","L (3-52)",2000-10-21
"198","Central Michigan","@","Eastern Michigan","L (15-31)",2000-11-04
"199","Central Michigan","","Western Michigan","W (21-17)",2000-11-11
"200","Central Michigan","@","Northern Illinois","L (6-40)",2000-11-18
"202","Cincinnati","","Syracuse","W (12-10)",2000-09-09
"203","Cincinnati","@","Wisconsin","L (25-28)",2000-09-16
"204","Cincinnati","@","Indiana","L (6-42)",2000-09-23
"205","Cincinnati","@","Tulane","L (19-24)",2000-09-30
"206","Cincinnati","","Houston","W (48-31)",2000-10-07
"207","Cincinnati","@","Louisville","L (24-38)",2000-10-14
"208","Cincinnati","","Miami (OH)","W (45-15)",2000-10-28
"209","Cincinnati","","Alabama-Birmingham","W (33-21)",2000-11-04
"210","Cincinnati","@","Memphis","W (13-10)",2000-11-11
"211","Cincinnati","","Southern Mississippi","W (27-24)",2000-11-18
"212","Clemson","","Non-Major","W (38-0)",2000-09-02
"213","Clemson","","Missouri","W (62-9)",2000-09-09
"214","Clemson","","Wake Forest","W (55-7)",2000-09-16
"215","Clemson","@","Virginia","W (31-10)",2000-09-23
"216","Clemson","@","Duke","W (52-22)",2000-09-30
"217","Clemson","","North Carolina State","W (34-27)",2000-10-07
"218","Clemson","","Maryland","W (35-14)",2000-10-14
"219","Clemson","@","North Carolina","W (38-24)",2000-10-21
"220","Clemson","","Georgia Tech","L (28-31)",2000-10-28
"221","Clemson","@","Florida State","L (7-54)",2000-11-04
"222","Clemson","","South Carolina","W (16-14)",2000-11-18
"223","Colorado","N","Colorado State","L (24-28)",2000-09-02
"224","Colorado","@","Southern California","L (14-17)",2000-09-09
"225","Colorado","","Washington","L (14-17)",2000-09-16
"226","Colorado","","Kansas State","L (21-44)",2000-09-30
"227","Colorado","@","Texas A&M","W (26-19)",2000-10-07
"228","Colorado","","Texas","L (14-28)",2000-10-14
"229","Colorado","@","Kansas","L (15-23)",2000-10-21
"230","Colorado","","Oklahoma State","W (37-21)",2000-10-28
"231","Colorado","@","Missouri","W (28-18)",2000-11-04
"232","Colorado","","Iowa State","L (27-35)",2000-11-11
"233","Colorado","@","Nebraska","L (32-34)",2000-11-24
"235","Colorado State","","Non-Major","W (41-7)",2000-09-09
"237","Colorado State","@","Nevada","W (45-14)",2000-09-30
"238","Colorado State","","New Mexico","W (17-14)",2000-10-07
"239","Colorado State","","Nevada-Las Vegas","W (20-19)",2000-10-14
"240","Colorado State","@","Utah","W (24-17)",2000-10-21
"241","Colorado State","@","San Diego State","W (34-22)",2000-10-28
"244","Colorado State","","Wyoming","W (37-13)",2000-11-16
"245","Connecticut","@","Eastern Michigan","L (25-32)",2000-09-02
"246","Connecticut","","Non-Major","W (37-7)",2000-09-09
"248","Connecticut","","Non-Major","L (27-35)",2000-09-23
"249","Connecticut","@","Louisville","L (22-41)",2000-09-30
"252","Connecticut","","South Florida","L (13-21)",2000-10-28
"253","Connecticut","","Middle Tennessee State","L (10-66)",2000-11-04
"254","Connecticut","","Non-Major","L (21-26)",2000-11-11
"256","Duke","","East Carolina","L (0-38)",2000-09-02
"257","Duke","@","Northwestern","L (5-38)",2000-09-09
"258","Duke","","Virginia","L (10-26)",2000-09-16
"259","Duke","@","Vanderbilt","L (7-26)",2000-09-23
"261","Duke","@","Florida State","L (14-63)",2000-10-14
"262","Duke","@","Georgia Tech","L (10-45)",2000-10-21
"263","Duke","","Maryland","L (9-20)",2000-10-28
"264","Duke","@","Wake Forest","L (26-28)",2000-11-04
"265","Duke","@","North Carolina State","L (31-35)",2000-11-11
"266","Duke","","North Carolina","L (21-59)",2000-11-18
"268","East Carolina","","Virginia Tech","L (28-45)",2000-09-07
"269","East Carolina","","Tulane","W (37-17)",2000-09-16
"270","East Carolina","","Syracuse","W (34-17)",2000-09-23
"271","East Carolina","@","Memphis","L (10-17)",2000-10-07
"273","East Carolina","@","Louisville","W (28-25)",2000-10-19
"274","East Carolina","","Alabama-Birmingham","L (13-16)",2000-10-28
"275","East Carolina","","Houston","W (62-20)",2000-11-11
"276","East Carolina","@","West Virginia","L (24-42)",2000-11-18
"277","East Carolina","@","Southern Mississippi","W (14-9)",2000-11-24
"279","Eastern Michigan","","Miami (OH)","L (17-34)",2000-09-09
"280","Eastern Michigan","@","South Carolina","L (6-41)",2000-09-16
"281","Eastern Michigan","@","Temple","L (40-49)",2000-09-23
"282","Eastern Michigan","","Central Florida","L (10-31)",2000-09-30
"283","Eastern Michigan","","Toledo","L (14-42)",2000-10-07
"287","Eastern Michigan","","Northern Illinois","W (39-32)",2000-11-11
"288","Eastern Michigan","@","Western Michigan","L (0-28)",2000-11-18
"290","Florida","","Middle Tennessee State","W (55-0)",2000-09-09
"291","Florida","@","Tennessee","W (27-23)",2000-09-16
"292","Florida","","Kentucky","W (59-31)",2000-09-23
"293","Florida","@","Mississippi State","L (35-47)",2000-09-30
"294","Florida","","Louisiana State","W (41-9)",2000-10-07
"296","Florida","N","Georgia","W (34-23)",2000-10-28
"297","Florida","@","Vanderbilt","W (43-20)",2000-11-04
"298","Florida","","South Carolina","W (41-21)",2000-11-11
"299","Florida","@","Florida State","L (7-30)",2000-11-18
"302","Florida State","@","Georgia Tech","W (26-21)",2000-09-09
"303","Florida State","","North Carolina","W (63-14)",2000-09-16
"304","Florida State","","Louisville","W (31-0)",2000-09-23
"305","Florida State","@","Maryland","W (59-7)",2000-09-28
"306","Florida State","@","Miami (FL)","L (24-27)",2000-10-07
"308","Florida State","","Virginia","W (37-3)",2000-10-21
"309","Florida State","@","North Carolina State","W (58-14)",2000-10-28
"311","Florida State","@","Wake Forest","W (35-6)",2000-11-11
"313","Fresno State","@","Ohio State","L (10-43)",2000-09-02
"314","Fresno State","@","UCLA","L (21-24)",2000-09-09
"316","Fresno State","@","Rice","W (27-24)",2000-10-05
"317","Fresno State","","Nevada","W (58-21)",2000-10-14
"318","Fresno State","@","Texas-El Paso","L (13-23)",2000-10-21
"319","Fresno State","","Tulsa","W (34-12)",2000-10-28
"320","Fresno State","","Hawaii","W (45-27)",2000-11-04
"321","Fresno State","@","Texas Christian","L (7-24)",2000-11-11
"322","Fresno State","","Southern Methodist","W (14-7)",2000-11-18
"323","Fresno State","@","San Jose State","W (37-6)",2000-11-25
"324","Georgia","","Non-Major","W (29-7)",2000-09-02
"325","Georgia","@","South Carolina","L (10-21)",2000-09-09
"326","Georgia","","New Mexico State","W (37-0)",2000-09-23
"328","Georgia","","Tennessee","W (21-10)",2000-10-07
"329","Georgia","","Vanderbilt","W (29-19)",2000-10-14
"330","Georgia","@","Kentucky","W (34-30)",2000-10-21
"333","Georgia","","Mississippi","W (32-14)",2000-11-18
"334","Georgia","","Georgia Tech","L (15-27)",2000-11-25
"335","Georgia Tech","","Central Florida","W (21-17)",2000-09-02
"337","Georgia Tech","","Navy","W (40-13)",2000-09-16
"338","Georgia Tech","@","North Carolina State","L (23-30)",2000-09-21
"339","Georgia Tech","@","North Carolina","W (42-28)",2000-09-30
"340","Georgia Tech","","Wake Forest","W (52-20)",2000-10-14
"343","Georgia Tech","","Virginia","W (35-0)",2000-11-09
"344","Georgia Tech","@","Maryland","W (35-22)",2000-11-18
"346","Hawaii","","Non-Major","L (20-45)",2000-09-09
"347","Hawaii","@","Texas-El Paso","L (7-39)",2000-09-23
"348","Hawaii","","Tulsa","L (14-24)",2000-09-30
"349","Hawaii","@","Texas Christian","L (21-41)",2000-10-07
"350","Hawaii","","Southern Methodist","W (30-15)",2000-10-14
"351","Hawaii","@","Rice","L (13-38)",2000-10-21
"352","Hawaii","","San Jose State","L (48-57)",2000-10-28
"354","Hawaii","","Nevada","W (37-17)",2000-11-11
"355","Hawaii","","Louisiana Tech","W (27-10)",2000-11-18
"356","Hawaii","","Wisconsin","L (18-34)",2000-11-25
"357","Hawaii","","Nevada-Las Vegas","L (32-34)",2000-12-02
"358","Houston","@","Rice","L (27-30)",2000-09-02
"359","Houston","@","Louisiana State","L (13-28)",2000-09-09
"361","Houston","@","Texas","L (0-48)",2000-09-23
"362","Houston","","Southern Methodist","W (17-15)",2000-09-30
"364","Houston","@","Memphis","W (33-30)",2000-10-21
"365","Houston","","Southern Mississippi","L (3-6)",2000-10-28
"366","Houston","@","Tulane","L (23-41)",2000-11-04
"368","Houston","","Louisville","L (13-32)",2000-11-18
"369","Idaho","@","Washington","L (20-44)",2000-09-02
"370","Idaho","","Non-Major","L (38-45)",2000-09-09
"371","Idaho","@","Oregon","L (13-42)",2000-09-16
"372","Idaho","@","Washington State","W (38-34)",2000-09-23
"373","Idaho","","Non-Major","W (56-7)",2000-09-30
"374","Idaho","@","West Virginia","L (16-28)",2000-10-07
"376","Idaho","@","Utah State","L (14-31)",2000-10-21
"377","Idaho","@","North Texas","W (16-14)",2000-11-04
"378","Idaho","","New Mexico State","W (44-41)",2000-11-11
"380","Illinois","","Middle Tennessee State","W (35-6)",2000-09-02
"381","Illinois","@","San Diego State","W (49-13)",2000-09-09
"383","Illinois","","Michigan","L (31-35)",2000-09-23
"384","Illinois","@","Minnesota","L (10-44)",2000-09-30
"385","Illinois","","Iowa","W (31-0)",2000-10-14
"386","Illinois","@","Penn State","L (25-39)",2000-10-21
"387","Illinois","@","Michigan State","L (10-14)",2000-10-28
"388","Illinois","","Indiana","W (42-35)",2000-11-04
"389","Illinois","","Ohio State","L (21-24)",2000-11-11
"390","Illinois","@","Northwestern","L (23-61)",2000-11-18
"391","Indiana","","North Carolina State","L (38-41)",2000-09-09
"392","Indiana","@","Kentucky","L (34-41)",2000-09-16
"394","Indiana","","Iowa","W (45-33)",2000-09-30
"395","Indiana","@","Northwestern","L (33-52)",2000-10-07
"396","Indiana","@","Michigan","L (0-58)",2000-10-14
"397","Indiana","","Minnesota","W (51-43)",2000-10-21
"398","Indiana","","Penn State","L (24-27)",2000-10-28
"400","Indiana","","Wisconsin","L (22-43)",2000-11-11
"401","Indiana","@","Purdue","L (13-41)",2000-11-18
"402","Iowa","@","Kansas State","L (7-27)",2000-08-26
"403","Iowa","","Western Michigan","L (21-27)",2000-09-09
"404","Iowa","","Iowa State","L (14-24)",2000-09-16
"405","Iowa","@","Nebraska","L (13-42)",2000-09-23
"407","Iowa","","Michigan State","W (21-16)",2000-10-07
"409","Iowa","","Ohio State","L (10-38)",2000-10-21
"410","Iowa","","Wisconsin","L (7-13)",2000-10-28
"411","Iowa","@","Penn State","W (26-23)",2000-11-04
"412","Iowa","","Northwestern","W (27-17)",2000-11-11
"413","Iowa","@","Minnesota","L (24-27)",2000-11-18
"414","Iowa State","","Ohio","W (25-15)",2000-09-02
"415","Iowa State","","Nevada-Las Vegas","W (37-22)",2000-09-09
"418","Iowa State","","Nebraska","L (27-49)",2000-10-07
"419","Iowa State","@","Oklahoma State","W (33-26)",2000-10-14
"420","Iowa State","","Texas A&M","L (7-30)",2000-10-21
"421","Iowa State","","Missouri","W (39-20)",2000-10-28
"422","Iowa State","@","Kansas State","L (10-56)",2000-11-04
"424","Iowa State","","Kansas","W (38-17)",2000-11-18
"425","Kansas","@","Southern Methodist","L (17-31)",2000-09-02
"426","Kansas","","Alabama-Birmingham","W (23-20)",2000-09-16
"427","Kansas","","Non-Major","W (42-0)",2000-09-23
"428","Kansas","@","Oklahoma","L (16-34)",2000-09-30
"429","Kansas","","Kansas State","L (13-52)",2000-10-07
"430","Kansas","@","Missouri","W (38-17)",2000-10-14
"432","Kansas","","Texas Tech","L (39-45)",2000-10-28
"433","Kansas","@","Nebraska","L (17-56)",2000-11-04
"434","Kansas","","Texas","L (16-51)",2000-11-11
"437","Kansas State","","Louisiana Tech","W (54-10)",2000-09-02
"439","Kansas State","","North Texas","W (55-10)",2000-09-23
"442","Kansas State","","Oklahoma","L (31-41)",2000-10-14
"443","Kansas State","","Texas Tech","W (28-23)",2000-10-21
"444","Kansas State","@","Texas A&M","L (10-26)",2000-10-28
"446","Kansas State","","Nebraska","W (29-28)",2000-11-11
"447","Kansas State","@","Missouri","W (28-24)",2000-11-18
"448","Kansas State","N","Oklahoma","L (24-27)",2000-12-02
"449","Kent State","@","Pittsburgh","L (7-30)",2000-09-02
"450","Kent State","@","Purdue","L (10-45)",2000-09-09
"451","Kent State","","Non-Major","L (20-26)",2000-09-16
"452","Kent State","@","Miami (OH)","L (14-45)",2000-09-23
"455","Kent State","","Ohio","L (7-44)",2000-10-14
"456","Kent State","@","Marshall","L (12-34)",2000-10-21
"457","Kent State","","Western Michigan","L (0-42)",2000-10-28
"460","Kentucky","@","Louisville","L (34-40)",2000-09-02
"461","Kentucky","","South Florida","W (27-9)",2000-09-09
"464","Kentucky","@","Mississippi","L (17-35)",2000-09-30
"465","Kentucky","","South Carolina","L (17-20)",2000-10-07
"466","Kentucky","@","Louisiana State","L (0-34)",2000-10-14
"468","Kentucky","","Mississippi State","L (17-35)",2000-11-04
"469","Kentucky","","Vanderbilt","L (20-24)",2000-11-11
"470","Kentucky","@","Tennessee","L (20-59)",2000-11-18
"471","Louisiana","","Non-Major","L (14-21)",2000-09-02
"472","Louisiana","@","Texas","L (10-52)",2000-09-09
"473","Louisiana","@","Texas Tech","L (0-26)",2000-09-16
"474","Louisiana","","Non-Major","L (21-23)",2000-09-23
"475","Louisiana","@","Alabama-Birmingham","L (2-47)",2000-09-30
"476","Louisiana","","Tulane","L (37-38)",2000-10-07
"477","Louisiana","@","Louisiana Tech","L (14-48)",2000-10-14
"478","Louisiana","","North Texas","L (0-13)",2000-10-28
"479","Louisiana","@","Louisiana-Monroe","W (21-18)",2000-11-04
"480","Louisiana","","Non-Major","L (14-28)",2000-11-11
"481","Louisiana","@","Middle Tennessee State","L (38-41)",2000-11-18
"482","Louisiana-Monroe","@","Minnesota","L (10-47)",2000-09-02
"483","Louisiana-Monroe","@","Memphis","L (0-28)",2000-09-09
"484","Louisiana-Monroe","","Non-Major","W (27-21)",2000-09-16
"485","Louisiana-Monroe","@","Tennessee","L (3-70)",2000-09-23
"486","Louisiana-Monroe","","Non-Major","L (7-27)",2000-09-30
"488","Louisiana-Monroe","@","Middle Tennessee State","L (0-28)",2000-10-14
"489","Louisiana-Monroe","@","Central Florida","L (0-55)",2000-10-21
"491","Louisiana-Monroe","","Louisiana Tech","L (19-42)",2000-11-11
"492","Louisiana-Monroe","","Non-Major","L (6-24)",2000-11-18
"493","Louisiana Tech","","Non-Major","W (63-10)",2000-08-26
"495","Louisiana Tech","@","Penn State","L (7-67)",2000-09-09
"496","Louisiana Tech","","Non-Major","L (31-34)",2000-09-16
"497","Louisiana Tech","@","Tulsa","L (10-22)",2000-09-23
"498","Louisiana Tech","@","Middle Tennessee State","L (21-49)",2000-10-07
"501","Louisiana Tech","@","Miami (FL)","L (31-42)",2000-10-28
"502","Louisiana Tech","","Central Florida","L (16-20)",2000-11-04
"506","Louisville","","Non-Major","W (52-0)",2000-09-09
"509","Louisville","@","Alabama-Birmingham","W (38-17)",2000-10-07
"512","Louisville","","Tulane","W (35-32)",2000-10-28
"513","Louisville","@","Southern Mississippi","W (49-28)",2000-11-04
"516","Louisiana State","","Non-Major","W (58-0)",2000-09-02
"519","Louisiana State","","Alabama-Birmingham","L (10-13)",2000-09-23
"520","Louisiana State","","Tennessee","W (38-31)",2000-09-30
"523","Louisiana State","","Mississippi State","W (45-38)",2000-10-21
"525","Louisiana State","@","Mississippi","W (20-9)",2000-11-11
"527","Marshall","","Non-Major","W (63-7)",2000-08-31
"528","Marshall","@","Michigan State","L (24-34)",2000-09-09
"529","Marshall","@","North Carolina","L (15-20)",2000-09-23
"531","Marshall","","Western Michigan","L (10-30)",2000-10-05
"532","Marshall","@","Toledo","L (0-42)",2000-10-14
"536","Marshall","","Miami (OH)","W (51-31)",2000-11-11
"537","Marshall","@","Ohio","L (28-38)",2000-11-18
"538","Marshall","","Western Michigan","W (19-14)",2000-12-02
"539","Maryland","","Temple","W (17-10)",2000-09-09
"540","Maryland","@","West Virginia","L (17-30)",2000-09-16
"541","Maryland","","Middle Tennessee State","W (45-27)",2000-09-23
"543","Maryland","@","Virginia","L (23-31)",2000-10-07
"545","Maryland","","Wake Forest","W (37-7)",2000-10-21
"547","Maryland","","North Carolina State","W (35-28)",2000-11-04
"548","Maryland","@","North Carolina","L (10-13)",2000-11-11
"550","Memphis","","Mississippi State","L (3-17)",2000-09-02
"554","Memphis","@","Southern Mississippi","L (3-24)",2000-09-30
"556","Memphis","@","Alabama-Birmingham","L (9-13)",2000-10-14
"558","Memphis","","Tennessee","L (17-19)",2000-11-04
"560","Memphis","@","Tulane","L (14-37)",2000-11-18
"561","Miami (FL)","","Non-Major","W (61-14)",2000-08-31
"562","Miami (FL)","@","Washington","L (29-34)",2000-09-09
"563","Miami (FL)","@","West Virginia","W (47-10)",2000-09-23
"564","Miami (FL)","@","Rutgers","W (64-6)",2000-09-30
"566","Miami (FL)","@","Temple","W (45-17)",2000-10-21
"568","Miami (FL)","","Virginia Tech","W (41-21)",2000-11-04
"569","Miami (FL)","","Pittsburgh","W (35-7)",2000-11-11
"570","Miami (FL)","@","Syracuse","W (26-0)",2000-11-18
"572","Miami (OH)","@","Vanderbilt","W (33-30)",2000-09-02
