"","Team","X","Opponent","Result","Date"
"36","Alabama","","Louisiana-Monroe","L (14-21)",2007-11-17
"37","Alabama","@","Auburn","L (10-17)",2007-11-24
"38","Alabama","N","Colorado","W (30-24)",2007-12-30
"39","Arizona","@","Brigham Young","L (7-20)",2007-09-01
"40","Arizona","","Non-Major","W (45-24)",2007-09-08
"41","Arizona","","New Mexico","L (27-29)",2007-09-15
"42","Arizona","@","California","L (27-45)",2007-09-22
"43","Arizona","","Washington State","W (48-20)",2007-09-29
"44","Arizona","@","Oregon State","L (16-31)",2007-10-06
"45","Arizona","@","Southern California","L (13-20)",2007-10-13
"46","Arizona","","Stanford","L (20-21)",2007-10-20
"47","Arizona","@","Washington","W (48-41)",2007-10-27
"48","Arizona","","UCLA","W (34-27)",2007-11-03
"49","Arizona","","Oregon","W (34-24)",2007-11-15
"50","Arizona","@","Arizona State","L (17-20)",2007-12-01
"51","Arizona State","","San Jose State","W (45-3)",2007-09-01
"52","Arizona State","","Colorado","W (33-14)",2007-09-08
"53","Arizona State","","San Diego State","W (34-13)",2007-09-15
"54","Arizona State","","Oregon State","W (44-32)",2007-09-22
"55","Arizona State","@","Stanford","W (41-3)",2007-09-29
"56","Arizona State","@","Washington State","W (23-20)",2007-10-06
"57","Arizona State","","Washington","W (44-20)",2007-10-13
"58","Arizona State","","California","W (31-20)",2007-10-27
"59","Arizona State","@","Oregon","L (23-35)",2007-11-03
"60","Arizona State","@","UCLA","W (24-20)",2007-11-10
"61","Arizona State","","Southern California","L (24-44)",2007-11-22
"63","Arizona State","N","Texas","L (34-52)",2007-12-27
"64","Arkansas","","Troy","W (46-26)",2007-09-01
"66","Arkansas","","Kentucky","L (29-42)",2007-09-22
"67","Arkansas","","North Texas","W (66-7)",2007-09-29
"68","Arkansas","","Non-Major","W (34-15)",2007-10-06
"69","Arkansas","","Auburn","L (7-9)",2007-10-13
"70","Arkansas","@","Mississippi","W (44-8)",2007-10-20
"71","Arkansas","","Florida International","W (58-10)",2007-10-27
"72","Arkansas","","South Carolina","W (48-36)",2007-11-03
"73","Arkansas","@","Tennessee","L (13-34)",2007-11-10
"74","Arkansas","","Mississippi State","W (45-31)",2007-11-17
"75","Arkansas","@","Louisiana State","W (50-48)",2007-11-23
"76","Arkansas","N","Missouri","L (7-38)",2008-01-01
"77","Arkansas State","@","Texas","L (13-21)",2007-09-01
"78","Arkansas State","","Southern Methodist","W (45-28)",2007-09-15
"79","Arkansas State","@","Tennessee","L (27-48)",2007-09-22
"80","Arkansas State","","Memphis","W (35-31)",2007-09-27
"81","Arkansas State","@","Louisiana-Monroe","L (13-30)",2007-10-06
"82","Arkansas State","","Louisiana","W (52-21)",2007-10-13
"83","Arkansas State","@","Middle Tennessee State","L (7-24)",2007-10-20
"84","Arkansas State","","Troy","L (0-27)",2007-10-27
"85","Arkansas State","","Florida International","W (27-24)",2007-11-03
"86","Arkansas State","@","Florida Atlantic","L (31-34)",2007-11-10
"87","Arkansas State","","North Texas","W (31-27)",2007-11-15
"88","Arkansas State","@","Southern Mississippi","L (10-16)",2007-11-24
"90","Army","","Non-Major","W (14-7)",2007-09-08
"91","Army","@","Wake Forest","L (10-21)",2007-09-15
"92","Army","@","Boston College","L (17-37)",2007-09-22
"93","Army","","Temple","W (37-21)",2007-09-29
"94","Army","","Tulane","W (20-17)",2007-10-06
"95","Army","@","Central Michigan","L (23-47)",2007-10-13
"96","Army","@","Georgia Tech","L (10-34)",2007-10-20
"98","Army","","Rutgers","L (6-41)",2007-11-09
"99","Army","","Tulsa","L (39-49)",2007-11-17
"100","Army","@","Navy","L (3-38)",2007-12-01
"101","Auburn","","Kansas State","W (23-13)",2007-09-01
"102","Auburn","","South Florida","L (23-26)",2007-09-08
"103","Auburn","","Mississippi State","L (14-19)",2007-09-15
"104","Auburn","","New Mexico State","W (55-20)",2007-09-22
"105","Auburn","@","Florida","W (20-17)",2007-09-29
"106","Auburn","","Vanderbilt","W (35-7)",2007-10-06
"108","Auburn","@","Louisiana State","L (24-30)",2007-10-20
"109","Auburn","","Mississippi","W (17-3)",2007-10-27
"110","Auburn","","Non-Major","W (35-3)",2007-11-03
"111","Auburn","@","Georgia","L (20-45)",2007-11-10
"113","Auburn","N","Clemson","W (23-20)",2007-12-31
"114","Ball State","","Miami (OH)","L (13-14)",2007-08-30
"115","Ball State","@","Eastern Michigan","W (38-16)",2007-09-08
"116","Ball State","@","Navy","W (34-31)",2007-09-15
"117","Ball State","@","Nebraska","L (40-41)",2007-09-22
"118","Ball State","","Buffalo","W (49-14)",2007-09-29
"119","Ball State","","Central Michigan","L (38-58)",2007-10-06
"120","Ball State","","Western Kentucky","W (35-12)",2007-10-13
"121","Ball State","@","Western Michigan","W (27-23)",2007-10-20
"122","Ball State","@","Illinois","L (17-28)",2007-10-27
"123","Ball State","@","Indiana","L (20-38)",2007-11-03
"124","Ball State","","Toledo","W (41-20)",2007-11-13
"125","Ball State","@","Northern Illinois","W (27-21)",2007-11-24
"126","Ball State","N","Rutgers","L (30-52)",2008-01-05
"127","Baylor","@","Texas Christian","L (0-27)",2007-09-01
"128","Baylor","","Rice","W (42-17)",2007-09-08
"129","Baylor","","Non-Major","W (34-27)",2007-09-15
"130","Baylor","@","Buffalo","W (34-21)",2007-09-22
"131","Baylor","@","Texas A&M","L (10-34)",2007-09-29
"132","Baylor","","Colorado","L (23-43)",2007-10-06
"133","Baylor","@","Kansas","L (10-58)",2007-10-13
"134","Baylor","","Texas","L (10-31)",2007-10-20
"135","Baylor","@","Kansas State","L (13-51)",2007-10-27
"136","Baylor","","Texas Tech","L (7-38)",2007-11-03
"137","Baylor","@","Oklahoma","L (21-52)",2007-11-10
"138","Baylor","","Oklahoma State","L (14-45)",2007-11-17
"139","Boise State","","Non-Major","W (56-7)",2007-08-30
"140","Boise State","@","Washington","L (10-24)",2007-09-08
"141","Boise State","","Wyoming","W (24-14)",2007-09-15
"142","Boise State","","Southern Mississippi","W (38-16)",2007-09-27
"143","Boise State","","New Mexico State","W (58-0)",2007-10-07
"144","Boise State","","Nevada","W (69-67)",2007-10-14
"145","Boise State","@","Louisiana Tech","W (45-31)",2007-10-20
"146","Boise State","@","Fresno State","W (34-21)",2007-10-26
"147","Boise State","","San Jose State","W (42-7)",2007-11-03
"148","Boise State","@","Utah State","W (52-0)",2007-11-10
"149","Boise State","","Idaho","W (58-14)",2007-11-17
"150","Boise State","@","Hawaii","L (27-39)",2007-11-23
"151","Boise State","N","East Carolina","L (38-41)",2007-12-23
"152","Boston College","","Wake Forest","W (38-28)",2007-09-01
"153","Boston College","","North Carolina State","W (37-17)",2007-09-08
"154","Boston College","@","Georgia Tech","W (24-10)",2007-09-15
"156","Boston College","","Non-Major","W (24-14)",2007-09-29
"157","Boston College","","Bowling Green State","W (55-24)",2007-10-06
"158","Boston College","@","Notre Dame","W (27-14)",2007-10-13
"159","Boston College","@","Virginia Tech","W (14-10)",2007-10-25
"160","Boston College","","Florida State","L (17-27)",2007-11-03
"161","Boston College","@","Maryland","L (35-42)",2007-11-10
"162","Boston College","@","Clemson","W (20-17)",2007-11-17
"163","Boston College","","Miami (FL)","W (28-14)",2007-11-24
"164","Boston College","N","Virginia Tech","L (16-30)",2007-12-01
"165","Boston College","N","Michigan State","W (24-21)",2007-12-28
"166","Bowling Green State","@","Minnesota","W (32-31)",2007-09-01
"167","Bowling Green State","@","Michigan State","L (17-28)",2007-09-08
"168","Bowling Green State","","Temple","W (48-35)",2007-09-22
"169","Bowling Green State","","Western Kentucky","W (41-21)",2007-09-29
"171","Bowling Green State","@","Miami (OH)","L (14-47)",2007-10-13
"172","Bowling Green State","@","Kent State","W (31-20)",2007-10-20
"173","Bowling Green State","","Ohio","L (27-38)",2007-10-27
"175","Bowling Green State","@","Eastern Michigan","W (39-32)",2007-11-09
"176","Bowling Green State","@","Buffalo","W (31-17)",2007-11-17
"177","Bowling Green State","","Toledo","W (37-10)",2007-11-23
"178","Bowling Green State","N","Tulsa","L (7-63)",2008-01-06
"180","Brigham Young","@","UCLA","L (17-27)",2007-09-08
"181","Brigham Young","@","Tulsa","L (47-55)",2007-09-15
"183","Brigham Young","@","New Mexico","W (31-24)",2007-09-29
"184","Brigham Young","@","Nevada-Las Vegas","W (24-14)",2007-10-13
"185","Brigham Young","","Non-Major","W (42-7)",2007-10-20
"186","Brigham Young","","Colorado State","W (35-16)",2007-11-03
"187","Brigham Young","","Texas Christian","W (27-22)",2007-11-08
"188","Brigham Young","@","Wyoming","W (35-10)",2007-11-17
"189","Brigham Young","","Utah","W (17-10)",2007-11-24
"190","Brigham Young","@","San Diego State","W (48-27)",2007-12-01
"191","Brigham Young","N","UCLA","W (17-16)",2007-12-22
"192","Buffalo","@","Rutgers","L (3-38)",2007-08-30
"193","Buffalo","@","Temple","W (42-7)",2007-09-08
"194","Buffalo","@","Penn State","L (24-45)",2007-09-15
"197","Buffalo","","Ohio","W (31-10)",2007-10-06
"198","Buffalo","","Toledo","W (43-33)",2007-10-13
"199","Buffalo","@","Syracuse","L (12-20)",2007-10-20
"201","Buffalo","@","Miami (OH)","L (28-31)",2007-11-03
"203","Buffalo","@","Kent State","W (30-23)",2007-11-24
"204","California","","Tennessee","W (45-31)",2007-09-01
"205","California","@","Colorado State","W (34-28)",2007-09-08
"206","California","","Louisiana Tech","W (42-12)",2007-09-15
"208","California","@","Oregon","W (31-24)",2007-09-29
"209","California","","Oregon State","L (28-31)",2007-10-13
"210","California","@","UCLA","L (21-30)",2007-10-20
"212","California","","Washington State","W (20-17)",2007-11-03
"213","California","","Southern California","L (17-24)",2007-11-10
"214","California","@","Washington","L (23-37)",2007-11-17
"215","California","@","Stanford","L (13-20)",2007-12-01
"217","Central Michigan","@","Kansas","L (7-52)",2007-09-01
"218","Central Michigan","","Toledo","W (52-31)",2007-09-08
"219","Central Michigan","@","Purdue","L (22-45)",2007-09-15
"220","Central Michigan","","Non-Major","L (14-44)",2007-09-22
"221","Central Michigan","","Northern Illinois","W (35-10)",2007-09-29
"224","Central Michigan","@","Clemson","L (14-70)",2007-10-20
"225","Central Michigan","@","Kent State","W (41-32)",2007-10-27
"226","Central Michigan","@","Western Michigan","W (34-31)",2007-11-06
"227","Central Michigan","","Eastern Michigan","L (45-48)",2007-11-16
"229","Central Michigan","N","Miami (OH)","W (35-10)",2007-12-01
"230","Central Michigan","N","Purdue","L (48-51)",2007-12-26
"231","Cincinnati","","Non-Major","W (59-3)",2007-08-30
"232","Cincinnati","","Oregon State","W (34-3)",2007-09-06
"233","Cincinnati","@","Miami (OH)","W (47-10)",2007-09-15
"234","Cincinnati","","Marshall","W (40-14)",2007-09-22
"235","Cincinnati","@","San Diego State","W (52-23)",2007-09-29
"236","Cincinnati","@","Rutgers","W (28-23)",2007-10-06
"237","Cincinnati","","Louisville","L (24-28)",2007-10-13
"238","Cincinnati","@","Pittsburgh","L (17-24)",2007-10-20
"239","Cincinnati","@","South Florida","W (38-33)",2007-11-03
"240","Cincinnati","","Connecticut","W (27-3)",2007-11-10
"241","Cincinnati","","West Virginia","L (23-28)",2007-11-17
"242","Cincinnati","@","Syracuse","W (52-31)",2007-11-24
"243","Cincinnati","N","Southern Mississippi","W (31-21)",2007-12-22
"244","Clemson","","Florida State","W (24-18)",2007-09-03
"245","Clemson","","Louisiana-Monroe","W (49-26)",2007-09-08
"246","Clemson","","Non-Major","W (38-10)",2007-09-15
"247","Clemson","@","North Carolina State","W (42-20)",2007-09-22
"248","Clemson","@","Georgia Tech","L (3-13)",2007-09-29
"249","Clemson","","Virginia Tech","L (23-41)",2007-10-06
"251","Clemson","@","Maryland","W (30-17)",2007-10-27
"252","Clemson","@","Duke","W (47-10)",2007-11-03
"253","Clemson","","Wake Forest","W (44-10)",2007-11-10
"255","Clemson","@","South Carolina","W (23-21)",2007-11-24
"257","Colorado","N","Colorado State","W (31-28)",2007-09-01
"259","Colorado","","Florida State","L (6-16)",2007-09-15
"260","Colorado","","Miami (OH)","W (42-0)",2007-09-22
"261","Colorado","","Oklahoma","W (27-24)",2007-09-29
"263","Colorado","@","Kansas State","L (20-47)",2007-10-13
"264","Colorado","","Kansas","L (14-19)",2007-10-20
"265","Colorado","@","Texas Tech","W (31-26)",2007-10-27
"266","Colorado","","Missouri","L (10-55)",2007-11-03
"267","Colorado","@","Iowa State","L (28-31)",2007-11-10
"268","Colorado","","Nebraska","W (65-51)",2007-11-23
"272","Colorado State","@","Houston","L (27-38)",2007-09-22
"273","Colorado State","@","Texas Christian","L (12-24)",2007-09-29
"274","Colorado State","","San Diego State","L (20-24)",2007-10-06
"276","Colorado State","@","Nevada-Las Vegas","W (48-23)",2007-10-20
"277","Colorado State","","Utah","L (3-27)",2007-10-27
"279","Colorado State","@","New Mexico","L (23-26)",2007-11-10
"280","Colorado State","","Non-Major","W (42-34)",2007-11-17
"281","Colorado State","","Wyoming","W (36-28)",2007-11-23
"282","Connecticut","@","Duke","W (45-14)",2007-09-01
"283","Connecticut","","Non-Major","W (38-0)",2007-09-08
"284","Connecticut","","Temple","W (22-17)",2007-09-15
"285","Connecticut","@","Pittsburgh","W (34-14)",2007-09-22
"287","Connecticut","@","Virginia","L (16-17)",2007-10-13
"288","Connecticut","","Louisville","W (21-17)",2007-10-19
"289","Connecticut","","South Florida","W (22-15)",2007-10-27
"290","Connecticut","","Rutgers","W (38-19)",2007-11-03
"292","Connecticut","","Syracuse","W (30-7)",2007-11-17
"293","Connecticut","@","West Virginia","L (21-66)",2007-11-24
"294","Connecticut","N","Wake Forest","L (10-24)",2007-12-29
"296","Duke","@","Virginia","L (13-24)",2007-09-08
"297","Duke","@","Northwestern","W (20-14)",2007-09-15
"298","Duke","@","Navy","L (43-46)",2007-09-22
"299","Duke","@","Miami (FL)","L (14-24)",2007-09-29
"300","Duke","","Wake Forest","L (36-41)",2007-10-06
"301","Duke","","Virginia Tech","L (14-43)",2007-10-13
"302","Duke","@","Florida State","L (6-25)",2007-10-27
"304","Duke","","Georgia Tech","L (24-41)",2007-11-10
"305","Duke","@","Notre Dame","L (7-28)",2007-11-17
"306","Duke","@","North Carolina","L (14-20)",2007-11-24
"307","East Carolina","@","Virginia Tech","L (7-17)",2007-09-01
"308","East Carolina","","North Carolina","W (34-31)",2007-09-08
"309","East Carolina","","Southern Mississippi","L (21-28)",2007-09-15
"310","East Carolina","@","West Virginia","L (7-48)",2007-09-22
"311","East Carolina","@","Houston","W (37-35)",2007-09-29
"312","East Carolina","","Central Florida","W (52-38)",2007-10-06
"313","East Carolina","@","Texas-El Paso","W (45-42)",2007-10-13
"314","East Carolina","","North Carolina State","L (20-34)",2007-10-20
"315","East Carolina","","Alabama-Birmingham","W (41-6)",2007-10-27
"316","East Carolina","@","Memphis","W (56-40)",2007-11-03
"317","East Carolina","@","Marshall","L (7-26)",2007-11-10
"318","East Carolina","","Tulane","W (35-12)",2007-11-24
"320","Eastern Michigan","@","Pittsburgh","L (3-27)",2007-09-01
"322","Eastern Michigan","@","Northern Illinois","W (21-19)",2007-09-15
"323","Eastern Michigan","","Non-Major","W (38-15)",2007-09-22
"324","Eastern Michigan","@","Vanderbilt","L (7-30)",2007-09-29
"325","Eastern Michigan","@","Michigan","L (22-33)",2007-10-06
"326","Eastern Michigan","@","Ohio","L (42-48)",2007-10-13
"327","Eastern Michigan","","Northwestern","L (14-26)",2007-10-19
"328","Eastern Michigan","","Western Michigan","W (19-2)",2007-10-27
"329","Eastern Michigan","@","Toledo","L (28-52)",2007-11-03
"332","Florida Atlantic","","Middle Tennessee State","W (27-14)",2007-09-01
"333","Florida Atlantic","@","Oklahoma State","L (6-42)",2007-09-08
"334","Florida Atlantic","","Minnesota","W (42-39)",2007-09-15
"335","Florida Atlantic","@","North Texas","W (30-20)",2007-09-22
"336","Florida Atlantic","@","Kentucky","L (17-45)",2007-09-29
"337","Florida Atlantic","","South Florida","L (23-35)",2007-10-06
"338","Florida Atlantic","@","Louisiana","W (39-32)",2007-10-20
"339","Florida Atlantic","","Louisiana-Monroe","L (30-33)",2007-10-27
"341","Florida Atlantic","@","Florida","L (20-59)",2007-11-17
"342","Florida Atlantic","@","Florida International","W (55-23)",2007-11-24
"343","Florida Atlantic","@","Troy","W (38-32)",2007-12-01
"344","Florida Atlantic","N","Memphis","W (44-27)",2007-12-21
"345","Florida","","Western Kentucky","W (49-3)",2007-09-01
"346","Florida","","Troy","W (59-31)",2007-09-08
"347","Florida","","Tennessee","W (59-20)",2007-09-15
"348","Florida","@","Mississippi","W (30-24)",2007-09-22
"350","Florida","@","Louisiana State","L (24-28)",2007-10-06
"351","Florida","@","Kentucky","W (45-37)",2007-10-20
"352","Florida","N","Georgia","L (30-42)",2007-10-27
"353","Florida","","Vanderbilt","W (49-22)",2007-11-03
"354","Florida","@","South Carolina","W (51-31)",2007-11-10
"356","Florida","","Florida State","W (45-12)",2007-11-24
"357","Florida","N","Michigan","L (35-41)",2008-01-01
"358","Florida International","@","Penn State","L (0-59)",2007-09-01
"359","Florida International","","Maryland","L (10-26)",2007-09-08
"360","Florida International","@","Miami (FL)","L (9-23)",2007-09-15
"361","Florida International","@","Kansas","L (3-55)",2007-09-22
"362","Florida International","@","Middle Tennessee State","L (6-47)",2007-09-29
"363","Florida International","","Troy","L (16-34)",2007-10-06
"364","Florida International","@","Louisiana-Monroe","L (14-28)",2007-10-20
"367","Florida International","@","Louisiana","L (28-38)",2007-11-17
"369","Florida International","","North Texas","W (38-19)",2007-12-01
"371","Florida State","","Alabama-Birmingham","W (34-24)",2007-09-08
"374","Florida State","","North Carolina State","W (27-10)",2007-10-06
"375","Florida State","@","Wake Forest","L (21-24)",2007-10-11
"376","Florida State","","Miami (FL)","L (29-37)",2007-10-20
"379","Florida State","@","Virginia Tech","L (21-40)",2007-11-10
"380","Florida State","","Maryland","W (24-16)",2007-11-17
"382","Florida State","N","Kentucky","L (28-35)",2007-12-31
"383","Fresno State","","Non-Major","W (24-3)",2007-09-01
"384","Fresno State","@","Texas A&M","L (45-47)",2007-09-08
"385","Fresno State","@","Oregon","L (21-52)",2007-09-15
"386","Fresno State","","Louisiana Tech","W (17-6)",2007-09-29
"387","Fresno State","@","Nevada","W (49-41)",2007-10-06
"388","Fresno State","@","Idaho","W (37-24)",2007-10-13
"389","Fresno State","","San Jose State","W (30-0)",2007-10-20
"391","Fresno State","","Utah State","W (38-27)",2007-11-03
"392","Fresno State","@","Hawaii","L (30-37)",2007-11-10
"393","Fresno State","","Kansas State","W (45-29)",2007-11-24
"394","Fresno State","@","New Mexico State","W (30-23)",2007-11-30
"395","Fresno State","N","Georgia Tech","W (40-28)",2007-12-31
"396","Georgia","","Oklahoma State","W (35-14)",2007-09-01
"397","Georgia","","South Carolina","L (12-16)",2007-09-08
"398","Georgia","","Non-Major","W (45-16)",2007-09-15
"400","Georgia","","Mississippi","W (45-17)",2007-09-29
"401","Georgia","@","Tennessee","L (14-35)",2007-10-06
"402","Georgia","@","Vanderbilt","W (20-17)",2007-10-13
"404","Georgia","","Troy","W (44-34)",2007-11-03
"406","Georgia","","Kentucky","W (24-13)",2007-11-17
"407","Georgia","@","Georgia Tech","W (31-17)",2007-11-24
"408","Georgia","N","Hawaii","W (41-10)",2008-01-01
"409","Georgia Tech","@","Notre Dame","W (33-3)",2007-09-01
"410","Georgia Tech","","Non-Major","W (69-14)",2007-09-08
"412","Georgia Tech","@","Virginia","L (23-28)",2007-09-22
"414","Georgia Tech","@","Maryland","L (26-28)",2007-10-06
"415","Georgia Tech","@","Miami (FL)","W (17-14)",2007-10-13
"417","Georgia Tech","","Virginia Tech","L (3-27)",2007-11-01
"419","Georgia Tech","","North Carolina","W (27-25)",2007-11-17
"422","Hawaii","","Non-Major","W (63-6)",2007-09-01
"423","Hawaii","@","Louisiana Tech","W (45-44)",2007-09-08
"424","Hawaii","@","Nevada-Las Vegas","W (49-14)",2007-09-15
"425","Hawaii","","Non-Major","W (66-10)",2007-09-22
"426","Hawaii","@","Idaho","W (48-20)",2007-09-29
"427","Hawaii","","Utah State","W (52-37)",2007-10-06
"428","Hawaii","@","San Jose State","W (42-35)",2007-10-12
"429","Hawaii","","New Mexico State","W (50-13)",2007-10-27
"431","Hawaii","@","Nevada","W (28-26)",2007-11-16
"433","Hawaii","","Washington","W (35-28)",2007-12-01
"435","Houston","@","Oregon","L (27-48)",2007-09-01
"436","Houston","@","Tulane","W (34-10)",2007-09-15
"440","Houston","","Rice","W (56-48)",2007-10-13
"441","Houston","@","Alabama-Birmingham","W (49-10)",2007-10-20
"442","Houston","@","Texas-El Paso","W (34-31)",2007-10-27
"443","Houston","","Southern Methodist","W (38-28)",2007-11-04
"444","Houston","@","Tulsa","L (7-56)",2007-11-10
"445","Houston","","Marshall","W (35-28)",2007-11-17
"446","Houston","","Non-Major","W (59-6)",2007-11-24
"447","Houston","","Texas Christian","L (13-20)",2007-12-28
"448","Idaho","@","Southern California","L (10-38)",2007-09-01
"449","Idaho","","Non-Major","W (20-13)",2007-09-08
"450","Idaho","@","Washington State","L (28-45)",2007-09-15
"451","Idaho","","Northern Illinois","L (35-42)",2007-09-22
"453","Idaho","@","San Jose State","L (20-28)",2007-10-06
"455","Idaho","@","New Mexico State","L (31-45)",2007-10-20
"456","Idaho","@","Nevada","L (21-37)",2007-10-27
"457","Idaho","","Louisiana Tech","L (16-28)",2007-11-03
"459","Idaho","","Utah State","L (19-24)",2007-11-24
"460","Illinois","N","Missouri","L (34-40)",2007-09-01
"461","Illinois","","Non-Major","W (21-0)",2007-09-08
"462","Illinois","@","Syracuse","W (41-20)",2007-09-15
"463","Illinois","@","Indiana","W (27-14)",2007-09-22
"464","Illinois","","Penn State","W (27-20)",2007-09-29
"465","Illinois","","Wisconsin","W (31-26)",2007-10-06
"466","Illinois","@","Iowa","L (6-10)",2007-10-13
"467","Illinois","","Michigan","L (17-27)",2007-10-20
"469","Illinois","@","Minnesota","W (44-17)",2007-11-03
"470","Illinois","@","Ohio State","W (28-21)",2007-11-10
"471","Illinois","","Northwestern","W (41-22)",2007-11-17
"472","Illinois","N","Southern California","L (17-49)",2008-01-01
"473","Indiana","","Non-Major","W (55-7)",2007-09-01
"474","Indiana","@","Western Michigan","W (37-27)",2007-09-08
"477","Indiana","@","Iowa","W (38-20)",2007-09-29
"478","Indiana","","Minnesota","W (40-20)",2007-10-06
"479","Indiana","@","Michigan State","L (27-52)",2007-10-13
"480","Indiana","","Penn State","L (31-36)",2007-10-20
"481","Indiana","@","Wisconsin","L (3-33)",2007-10-27
"483","Indiana","@","Northwestern","L (28-31)",2007-11-10
"484","Indiana","","Purdue","W (27-24)",2007-11-17
"485","Indiana","N","Oklahoma State","L (33-49)",2007-12-31
"486","Iowa","@","Northern Illinois","W (16-3)",2007-09-01
"487","Iowa","","Syracuse","W (35-0)",2007-09-08
"488","Iowa","@","Iowa State","L (13-15)",2007-09-15
"489","Iowa","@","Wisconsin","L (13-17)",2007-09-22
"491","Iowa","@","Penn State","L (7-27)",2007-10-06
"493","Iowa","@","Purdue","L (6-31)",2007-10-20
"494","Iowa","","Michigan State","W (34-27)",2007-10-27
"495","Iowa","@","Northwestern","W (28-17)",2007-11-03
"496","Iowa","","Minnesota","W (21-16)",2007-11-10
"497","Iowa","","Western Michigan","L (19-28)",2007-11-17
"498","Iowa State","","Kent State","L (14-23)",2007-08-30
"499","Iowa State","","Non-Major","L (13-24)",2007-09-08
"501","Iowa State","@","Toledo","L (35-36)",2007-09-22
"502","Iowa State","@","Nebraska","L (17-35)",2007-09-29
"503","Iowa State","@","Texas Tech","L (17-42)",2007-10-06
"504","Iowa State","","Texas","L (3-56)",2007-10-13
"505","Iowa State","","Oklahoma","L (7-17)",2007-10-20
"506","Iowa State","@","Missouri","L (28-42)",2007-10-27
"507","Iowa State","","Kansas State","W (31-20)",2007-11-03
"509","Iowa State","@","Kansas","L (7-45)",2007-11-17
"511","Kansas","","Non-Major","W (62-0)",2007-09-08
"512","Kansas","","Toledo","W (45-13)",2007-09-15
"514","Kansas","@","Kansas State","W (30-24)",2007-10-06
"517","Kansas","@","Texas A&M","W (19-11)",2007-10-27
"518","Kansas","","Nebraska","W (76-39)",2007-11-03
"519","Kansas","@","Oklahoma State","W (43-28)",2007-11-10
"521","Kansas","N","Missouri","L (28-36)",2007-11-24
"522","Kansas","N","Virginia Tech","W (24-21)",2008-01-03
"524","Kansas State","","San Jose State","W (34-14)",2007-09-08
"525","Kansas State","","Non-Major","W (61-10)",2007-09-15
"526","Kansas State","@","Texas","W (41-21)",2007-09-29
"529","Kansas State","@","Oklahoma State","L (39-41)",2007-10-20
"532","Kansas State","@","Nebraska","L (31-73)",2007-11-10
"533","Kansas State","","Missouri","L (32-49)",2007-11-17
"536","Kent State","@","Kentucky","L (20-56)",2007-09-08
"537","Kent State","","Non-Major","W (38-7)",2007-09-15
"539","Kent State","@","Ohio","W (33-25)",2007-09-29
"540","Kent State","","Miami (OH)","L (13-20)",2007-10-06
"541","Kent State","@","Ohio State","L (3-48)",2007-10-13
"544","Kent State","@","Northern Illinois","L (20-27)",2007-11-10
"545","Kent State","@","Temple","L (14-24)",2007-11-17
"547","Kentucky","","Non-Major","W (50-10)",2007-09-01
"549","Kentucky","","Louisville","W (40-34)",2007-09-15
"552","Kentucky","@","South Carolina","L (23-38)",2007-10-04
"553","Kentucky","","Louisiana State","W (43-37)",2007-10-13
"555","Kentucky","","Mississippi State","L (14-31)",2007-10-27
"556","Kentucky","@","Vanderbilt","W (27-20)",2007-11-10
"558","Kentucky","","Tennessee","L (50-52)",2007-11-24
"560","Louisiana","@","South Carolina","L (14-28)",2007-09-01
"561","Louisiana","","Ohio","L (23-31)",2007-09-08
"562","Louisiana","","Non-Major","L (17-38)",2007-09-15
