"","Team","X","Opponent","Result","Date"
"74","Arkansas State","","Florida International","W (66-24)",2005-09-24
"75","Arkansas State","@","Louisiana-Monroe","L (27-31)",2005-10-01
"76","Arkansas State","","Louisiana","W (39-36)",2005-10-13
"77","Arkansas State","","Florida Atlantic","W (3-0)",2005-10-22
"78","Arkansas State","@","Middle Tennessee State","L (7-45)",2005-11-05
"79","Arkansas State","","Troy","W (9-3)",2005-11-12
"80","Arkansas State","@","Army","L (10-38)",2005-11-19
"81","Arkansas State","@","North Texas","W (31-24)",2005-11-26
"82","Arkansas State","N","Southern Mississippi","L (19-31)",2005-12-20
"83","Army","@","Boston College","L (7-44)",2005-09-10
"84","Army","","Baylor","L (10-20)",2005-09-17
"85","Army","","Iowa State","L (21-28)",2005-09-23
"86","Army","","Connecticut","L (13-47)",2005-10-01
"87","Army","","Central Michigan","L (10-14)",2005-10-08
"88","Army","@","Texas Christian","L (17-38)",2005-10-15
"91","Army","","Non-Major","W (34-27)",2005-11-12
"93","Army","N","Navy","L (23-42)",2005-12-03
"94","Auburn","","Georgia Tech","L (14-23)",2005-09-03
"95","Auburn","","Mississippi State","W (28-0)",2005-09-10
"96","Auburn","","Ball State","W (63-3)",2005-09-17
"97","Auburn","","Non-Major","W (37-14)",2005-09-24
"98","Auburn","","South Carolina","W (48-7)",2005-10-01
"100","Auburn","@","Louisiana State","L (17-20)",2005-10-22
"101","Auburn","","Mississippi","W (27-3)",2005-10-29
"102","Auburn","@","Kentucky","W (49-27)",2005-11-05
"103","Auburn","@","Georgia","W (31-30)",2005-11-12
"105","Auburn","N","Wisconsin","L (10-24)",2006-01-02
"106","Ball State","@","Iowa","L (0-56)",2005-09-03
"107","Ball State","","Bowling Green State","L (31-40)",2005-09-10
"109","Ball State","@","Boston College","L (0-38)",2005-10-01
"110","Ball State","@","Western Michigan","W (60-57)",2005-10-08
"111","Ball State","","Toledo","L (14-34)",2005-10-15
"112","Ball State","@","Ohio","L (21-38)",2005-10-22
"113","Ball State","@","Northern Illinois","W (31-17)",2005-10-29
"115","Ball State","@","Eastern Michigan","W (26-25)",2005-11-12
"116","Ball State","","Central Michigan","L (24-31)",2005-11-19
"117","Baylor","@","Southern Methodist","W (28-23)",2005-09-03
"118","Baylor","","Non-Major","W (48-14)",2005-09-10
"120","Baylor","@","Texas A&M","L (13-16)",2005-10-01
"121","Baylor","@","Iowa State","W (23-13)",2005-10-08
"122","Baylor","","Nebraska","L (14-23)",2005-10-15
"123","Baylor","@","Oklahoma","L (30-37)",2005-10-22
"124","Baylor","","Texas Tech","L (0-28)",2005-10-29
"125","Baylor","","Texas","L (0-62)",2005-11-05
"126","Baylor","@","Missouri","L (16-31)",2005-11-12
"127","Baylor","","Oklahoma State","W (44-34)",2005-11-19
"128","Boise State","@","Georgia","L (13-48)",2005-09-03
"129","Boise State","@","Oregon State","L (27-30)",2005-09-10
"130","Boise State","","Bowling Green State","W (48-20)",2005-09-21
"131","Boise State","@","Hawaii","W (44-41)",2005-10-01
"132","Boise State","","Non-Major","W (21-14)",2005-10-08
"133","Boise State","","San Jose State","W (38-21)",2005-10-15
"134","Boise State","@","Utah State","W (45-21)",2005-10-22
"135","Boise State","","Nevada","W (49-14)",2005-10-29
"136","Boise State","","New Mexico State","W (56-6)",2005-11-05
"137","Boise State","@","Fresno State","L (7-27)",2005-11-10
"138","Boise State","","Idaho","W (70-35)",2005-11-19
"139","Boise State","@","Louisiana Tech","W (30-13)",2005-11-26
"140","Boise State","","Boston College","L (21-27)",2005-12-28
"141","Boston College","@","Brigham Young","W (20-3)",2005-09-03
"143","Boston College","","Florida State","L (17-28)",2005-09-17
"144","Boston College","@","Clemson","W (16-13)",2005-09-24
"146","Boston College","","Virginia","W (28-17)",2005-10-08
"147","Boston College","","Wake Forest","W (35-30)",2005-10-15
"148","Boston College","@","Virginia Tech","L (10-30)",2005-10-27
"149","Boston College","@","North Carolina","L (14-16)",2005-11-05
"150","Boston College","","North Carolina State","W (30-10)",2005-11-12
"151","Boston College","@","Maryland","W (31-16)",2005-11-19
"153","Bowling Green State","@","Wisconsin","L (42-56)",2005-09-03
"156","Bowling Green State","","Temple","W (70-7)",2005-10-01
"157","Bowling Green State","","Ohio","W (38-14)",2005-10-08
"158","Bowling Green State","@","Buffalo","W (27-7)",2005-10-15
"159","Bowling Green State","","Western Michigan","L (14-45)",2005-10-22
"161","Bowling Green State","@","Kent State","W (24-14)",2005-11-05
"162","Bowling Green State","@","Miami (OH)","W (42-14)",2005-11-15
"163","Bowling Green State","","Toledo","L (41-44)",2005-11-22
"165","Brigham Young","","Non-Major","W (45-10)",2005-09-10
"166","Brigham Young","","Texas Christian","L (50-51)",2005-09-24
"167","Brigham Young","@","San Diego State","L (10-31)",2005-10-01
"168","Brigham Young","@","New Mexico","W (27-24)",2005-10-08
"169","Brigham Young","","Colorado State","W (24-14)",2005-10-15
"170","Brigham Young","@","Notre Dame","L (23-49)",2005-10-22
"172","Brigham Young","@","Nevada-Las Vegas","W (55-14)",2005-11-05
"173","Brigham Young","@","Wyoming","W (35-21)",2005-11-12
"174","Brigham Young","","Utah","L (34-41)",2005-11-19
"175","Brigham Young","N","California","L (28-35)",2005-12-22
"176","Buffalo","@","Connecticut","L (0-38)",2005-09-01
"177","Buffalo","@","Syracuse","L (0-31)",2005-09-10
"178","Buffalo","","Rutgers","L (3-17)",2005-09-17
"179","Buffalo","@","Western Michigan","L (21-31)",2005-10-01
"182","Buffalo","@","Toledo","L (15-38)",2005-10-22
"183","Buffalo","","Ohio","L (20-34)",2005-10-29
"184","Buffalo","@","Miami (OH)","L (13-54)",2005-11-05
"185","Buffalo","@","Kent State","W (10-6)",2005-11-12
"186","Buffalo","","Eastern Michigan","L (14-38)",2005-11-19
"187","California","","Non-Major","W (41-3)",2005-09-03
"188","California","@","Washington","W (56-17)",2005-09-10
"189","California","","Illinois","W (35-20)",2005-09-17
"190","California","@","New Mexico State","W (41-13)",2005-09-23
"192","California","@","UCLA","L (40-47)",2005-10-08
"193","California","","Oregon State","L (20-23)",2005-10-15
"194","California","","Washington State","W (42-38)",2005-10-22
"195","California","@","Oregon","L (20-27)",2005-11-05
"196","California","","Southern California","L (10-35)",2005-11-12
"197","California","@","Stanford","W (27-3)",2005-11-19
"199","Central Michigan","","Indiana","L (13-20)",2005-09-02
"200","Central Michigan","@","Miami (OH)","W (38-37)",2005-09-10
"201","Central Michigan","@","Penn State","L (3-40)",2005-09-17
"202","Central Michigan","","Eastern Michigan","L (20-23)",2005-09-24
"205","Central Michigan","","Ohio","W (37-10)",2005-10-15
"206","Central Michigan","","Toledo","W (21-17)",2005-10-29
"207","Central Michigan","","Northern Illinois","L (28-31)",2005-11-05
"208","Central Michigan","@","Western Michigan","L (24-31)",2005-11-12
"210","Cincinnati","","Eastern Michigan","W (28-26)",2005-09-01
"211","Cincinnati","@","Penn State","L (24-42)",2005-09-10
"212","Cincinnati","","Non-Major","W (7-3)",2005-09-17
"213","Cincinnati","@","Miami (OH)","L (16-44)",2005-09-28
"214","Cincinnati","@","Pittsburgh","L (20-38)",2005-10-08
"215","Cincinnati","","Connecticut","W (28-17)",2005-10-15
"216","Cincinnati","","Louisville","L (22-46)",2005-10-22
"217","Cincinnati","@","Syracuse","W (22-16)",2005-10-29
"218","Cincinnati","","West Virginia","L (0-38)",2005-11-09
"219","Cincinnati","@","South Florida","L (16-31)",2005-11-19
"220","Cincinnati","@","Rutgers","L (9-44)",2005-11-26
"221","Clemson","","Texas A&M","W (25-24)",2005-09-03
"222","Clemson","@","Maryland","W (28-24)",2005-09-10
"223","Clemson","","Miami (FL)","L (30-36)",2005-09-17
"225","Clemson","@","Wake Forest","L (27-31)",2005-10-01
"226","Clemson","@","North Carolina State","W (31-10)",2005-10-13
"227","Clemson","","Temple","W (37-7)",2005-10-22
"228","Clemson","@","Georgia Tech","L (9-10)",2005-10-29
"229","Clemson","","Duke","W (49-20)",2005-11-05
"230","Clemson","","Florida State","W (35-14)",2005-11-12
"231","Clemson","@","South Carolina","W (13-9)",2005-11-19
"232","Clemson","N","Colorado","W (19-10)",2005-12-27
"233","Colorado","","Colorado State","W (31-28)",2005-09-03
"234","Colorado","","New Mexico State","W (39-0)",2005-09-10
"235","Colorado","@","Miami (FL)","L (3-23)",2005-09-24
"236","Colorado","@","Oklahoma State","W (34-0)",2005-10-01
"237","Colorado","","Texas A&M","W (41-20)",2005-10-08
"238","Colorado","@","Texas","L (17-42)",2005-10-15
"239","Colorado","","Kansas","W (44-13)",2005-10-22
"240","Colorado","@","Kansas State","W (23-20)",2005-10-29
"241","Colorado","","Missouri","W (41-12)",2005-11-05
"242","Colorado","@","Iowa State","L (16-30)",2005-11-12
"243","Colorado","","Nebraska","L (3-30)",2005-11-25
"244","Colorado","N","Texas","L (3-70)",2005-12-03
"247","Colorado State","@","Minnesota","L (24-56)",2005-09-10
"248","Colorado State","","Nevada","W (42-21)",2005-09-24
"250","Colorado State","","Utah","W (21-17)",2005-10-08
"252","Colorado State","","Wyoming","W (39-31)",2005-10-22
"253","Colorado State","@","New Mexico","W (35-25)",2005-10-28
"254","Colorado State","@","Texas Christian","L (6-33)",2005-11-05
"255","Colorado State","","San Diego State","L (10-30)",2005-11-12
"256","Colorado State","@","Nevada-Las Vegas","W (31-27)",2005-11-19
"257","Colorado State","N","Navy","L (30-51)",2005-12-22
"259","Connecticut","","Non-Major","W (59-0)",2005-09-10
"260","Connecticut","@","Georgia Tech","L (13-28)",2005-09-17
"262","Connecticut","","Syracuse","W (26-7)",2005-10-07
"264","Connecticut","","Rutgers","L (24-26)",2005-10-22
"265","Connecticut","@","West Virginia","L (13-45)",2005-11-02
"266","Connecticut","@","Pittsburgh","L (0-24)",2005-11-12
"267","Connecticut","","South Florida","W (15-10)",2005-11-26
"268","Connecticut","","Louisville","L (20-30)",2005-12-03
"269","Duke","@","East Carolina","L (21-24)",2005-09-03
"270","Duke","","Virginia Tech","L (0-45)",2005-09-10
"271","Duke","","Non-Major","W (40-14)",2005-09-17
"272","Duke","@","Virginia","L (7-38)",2005-09-24
"273","Duke","","Navy","L (21-28)",2005-10-01
"274","Duke","@","Miami (FL)","L (7-52)",2005-10-08
"275","Duke","","Georgia Tech","L (10-35)",2005-10-15
"276","Duke","","Florida State","L (24-55)",2005-10-22
"277","Duke","","Wake Forest","L (6-44)",2005-10-29
"279","Duke","@","North Carolina","L (21-24)",2005-11-19
"281","East Carolina","@","Wake Forest","L (34-44)",2005-09-17
"282","East Carolina","@","West Virginia","L (15-20)",2005-09-24
"283","East Carolina","","Southern Mississippi","L (7-33)",2005-10-01
"284","East Carolina","","Rice","W (41-28)",2005-10-08
"285","East Carolina","@","Southern Methodist","W (24-17)",2005-10-15
"286","East Carolina","@","Memphis","L (24-27)",2005-10-22
"287","East Carolina","","Central Florida","L (20-30)",2005-10-29
"288","East Carolina","@","Tulsa","L (13-45)",2005-11-12
"289","East Carolina","@","Marshall","W (34-29)",2005-11-19
"290","East Carolina","","Alabama-Birmingham","W (31-23)",2005-11-26
"292","Eastern Michigan","","Louisiana","W (31-10)",2005-09-10
"293","Eastern Michigan","@","Michigan","L (0-55)",2005-09-17
"295","Eastern Michigan","","Kent State","W (27-20)",2005-10-01
"296","Eastern Michigan","@","Toledo","L (3-30)",2005-10-08
"297","Eastern Michigan","@","Northern Illinois","L (8-24)",2005-10-15
"298","Eastern Michigan","","Miami (OH)","L (23-24)",2005-10-22
"299","Eastern Michigan","","Western Michigan","L (36-44)",2005-11-05
"302","Florida Atlantic","@","Kansas","L (19-30)",2005-09-03
"303","Florida Atlantic","","Oklahoma State","L (3-23)",2005-09-08
"304","Florida Atlantic","@","Minnesota","L (7-46)",2005-09-17
"305","Florida Atlantic","","Louisiana-Monroe","L (21-28)",2005-09-22
"306","Florida Atlantic","@","Louisville","L (10-61)",2005-10-01
"307","Florida Atlantic","@","Louisiana","W (28-10)",2005-10-06
"308","Florida Atlantic","","Middle Tennessee State","L (14-35)",2005-10-15
"310","Florida Atlantic","@","Troy","L (14-28)",2005-11-05
"311","Florida Atlantic","","North Texas","W (26-23)",2005-11-12
"312","Florida Atlantic","@","Florida International","L (6-52)",2005-11-26
"313","Florida","","Wyoming","W (32-14)",2005-09-03
"314","Florida","","Louisiana Tech","W (41-3)",2005-09-10
"315","Florida","","Tennessee","W (16-7)",2005-09-17
"316","Florida","@","Kentucky","W (49-28)",2005-09-24
"318","Florida","","Mississippi State","W (35-9)",2005-10-08
"319","Florida","@","Louisiana State","L (17-21)",2005-10-15
"320","Florida","N","Georgia","W (14-10)",2005-10-29
"321","Florida","","Vanderbilt","W (49-42)",2005-11-05
"322","Florida","@","South Carolina","L (22-30)",2005-11-12
"323","Florida","","Florida State","W (34-7)",2005-11-26
"324","Florida","N","Iowa","W (31-24)",2006-01-02
"325","Florida International","@","Kansas State","L (21-35)",2005-09-03
"326","Florida International","@","Texas Tech","L (3-56)",2005-09-10
"328","Florida International","","Non-Major","W (23-6)",2005-10-01
"329","Florida International","","North Texas","L (10-13)",2005-10-15
"330","Florida International","@","Troy","L (13-18)",2005-10-20
"331","Florida International","@","Louisiana-Monroe","W (31-29)",2005-11-05
"332","Florida International","@","Louisiana","L (7-28)",2005-11-12
"333","Florida International","","Non-Major","W (38-35)",2005-11-19
"335","Florida International","","Middle Tennessee State","W (35-31)",2005-12-03
"336","Florida State","","Miami (FL)","W (10-7)",2005-09-05
"337","Florida State","","Non-Major","W (62-10)",2005-09-10
"339","Florida State","","Syracuse","W (38-14)",2005-10-01
"340","Florida State","","Wake Forest","W (41-24)",2005-10-08
"341","Florida State","@","Virginia","L (21-26)",2005-10-15
"343","Florida State","","Maryland","W (35-27)",2005-10-29
"344","Florida State","","North Carolina State","L (15-20)",2005-11-05
"347","Florida State","N","Virginia Tech","W (27-22)",2005-12-03
"348","Florida State","N","Penn State","L (23-26)",2006-01-03
"349","Fresno State","","Non-Major","W (55-17)",2005-09-10
"350","Fresno State","@","Oregon","L (34-37)",2005-09-17
"351","Fresno State","","Toledo","W (44-14)",2005-09-27
"352","Fresno State","@","New Mexico State","W (37-7)",2005-10-08
"353","Fresno State","","Utah State","W (53-21)",2005-10-15
"354","Fresno State","@","Idaho","W (40-10)",2005-10-22
"355","Fresno State","@","Hawaii","W (27-13)",2005-10-29
"356","Fresno State","","San Jose State","W (45-7)",2005-11-05
"358","Fresno State","@","Southern California","L (42-50)",2005-11-19
"359","Fresno State","@","Nevada","L (35-38)",2005-11-26
"360","Fresno State","","Louisiana Tech","L (28-40)",2005-12-02
"361","Fresno State","N","Tulsa","L (24-31)",2005-12-31
"363","Georgia","","South Carolina","W (17-15)",2005-09-10
"364","Georgia","","Louisiana-Monroe","W (44-7)",2005-09-17
"365","Georgia","@","Mississippi State","W (23-10)",2005-09-24
"366","Georgia","@","Tennessee","W (27-14)",2005-10-08
"367","Georgia","@","Vanderbilt","W (34-17)",2005-10-15
"371","Georgia","","Kentucky","W (45-13)",2005-11-19
"372","Georgia","@","Georgia Tech","W (14-7)",2005-11-26
"373","Georgia","N","Louisiana State","W (34-14)",2005-12-03
"374","Georgia","N","West Virginia","L (35-38)",2006-01-02
"376","Georgia Tech","","North Carolina","W (27-21)",2005-09-10
"378","Georgia Tech","@","Virginia Tech","L (7-51)",2005-09-24
"379","Georgia Tech","","North Carolina State","L (14-17)",2005-10-06
"382","Georgia Tech","","Wake Forest","W (30-17)",2005-11-05
"383","Georgia Tech","@","Virginia","L (17-27)",2005-11-12
"384","Georgia Tech","@","Miami (FL)","W (14-10)",2005-11-19
"386","Georgia Tech","N","Utah","L (10-38)",2005-12-29
"387","Hawaii","","Southern California","L (17-63)",2005-09-03
"388","Hawaii","@","Michigan State","L (14-42)",2005-09-10
"389","Hawaii","@","Idaho","W (24-0)",2005-09-24
"391","Hawaii","@","Louisiana Tech","L (14-46)",2005-10-08
"392","Hawaii","","New Mexico State","W (49-28)",2005-10-15
"393","Hawaii","@","San Jose State","W (45-38)",2005-10-22
"395","Hawaii","@","Nevada","L (28-38)",2005-11-05
"396","Hawaii","","Utah State","W (50-23)",2005-11-12
"397","Hawaii","","Wisconsin","L (24-41)",2005-11-25
"398","Hawaii","","San Diego State","W (49-38)",2005-12-03
"399","Houston","","Oregon","L (24-38)",2005-09-01
"400","Houston","","Non-Major","W (31-10)",2005-09-10
"401","Houston","@","Texas-El Paso","L (41-44)",2005-09-16
"402","Houston","@","Tulsa","W (30-23)",2005-10-01
"403","Houston","N","Tulane","W (35-14)",2005-10-08
"404","Houston","","Memphis","L (20-35)",2005-10-15
"405","Houston","@","Mississippi State","W (28-16)",2005-10-22
"406","Houston","@","Central Florida","L (29-31)",2005-11-05
"407","Houston","","Southern Mississippi","W (27-24)",2005-11-13
"408","Houston","","Southern Methodist","L (24-29)",2005-11-19
"409","Houston","","Rice","W (35-18)",2005-11-26
"410","Houston","N","Kansas","L (13-42)",2005-12-23
"411","Idaho","@","Washington State","L (26-38)",2005-09-01
"412","Idaho","@","Nevada-Las Vegas","L (31-34)",2005-09-10
"413","Idaho","@","Washington","L (6-34)",2005-09-17
"415","Idaho","","Utah State","W (27-13)",2005-10-01
"416","Idaho","@","Nevada","L (14-62)",2005-10-08
"418","Idaho","@","New Mexico State","W (38-37)",2005-10-29
"419","Idaho","","Louisiana Tech","L (38-41)",2005-11-12
"421","Idaho","@","San Jose State","L (18-26)",2005-11-26
"422","Illinois","","Rutgers","W (33-30)",2005-09-03
"423","Illinois","","San Jose State","W (40-19)",2005-09-10
"425","Illinois","","Michigan State","L (14-61)",2005-09-24
"426","Illinois","@","Iowa","L (7-35)",2005-10-01
"427","Illinois","@","Indiana","L (13-36)",2005-10-08
"428","Illinois","","Penn State","L (10-63)",2005-10-22
"429","Illinois","","Wisconsin","L (24-41)",2005-10-29
"430","Illinois","@","Ohio State","L (2-40)",2005-11-05
"431","Illinois","@","Purdue","L (3-37)",2005-11-12
"432","Illinois","","Northwestern","L (21-38)",2005-11-19
"434","Indiana","","Non-Major","W (35-31)",2005-09-10
"435","Indiana","","Kentucky","W (38-14)",2005-09-17
"436","Indiana","@","Wisconsin","L (24-41)",2005-10-01
"438","Indiana","@","Iowa","L (21-38)",2005-10-15
"439","Indiana","","Ohio State","L (10-41)",2005-10-22
"440","Indiana","@","Michigan State","L (15-46)",2005-10-29
"441","Indiana","","Minnesota","L (21-42)",2005-11-05
"442","Indiana","@","Michigan","L (14-41)",2005-11-12
"443","Indiana","","Purdue","L (14-41)",2005-11-19
"445","Iowa","@","Iowa State","L (3-23)",2005-09-10
"446","Iowa","","Non-Major","W (45-21)",2005-09-17
"447","Iowa","@","Ohio State","L (6-31)",2005-09-24
"449","Iowa","@","Purdue","W (34-17)",2005-10-08
"451","Iowa","","Michigan","L (20-23)",2005-10-22
"452","Iowa","@","Northwestern","L (27-28)",2005-11-05
"453","Iowa","@","Wisconsin","W (20-10)",2005-11-12
"454","Iowa","","Minnesota","W (52-28)",2005-11-19
"456","Iowa State","","Non-Major","W (32-21)",2005-09-03
"459","Iowa State","@","Nebraska","L (20-27)",2005-10-01
"461","Iowa State","@","Missouri","L (24-27)",2005-10-15
"462","Iowa State","","Oklahoma State","W (37-10)",2005-10-22
"463","Iowa State","@","Texas A&M","W (42-14)",2005-10-29
"464","Iowa State","","Kansas State","W (45-17)",2005-11-05
"466","Iowa State","@","Kansas","L (21-24)",2005-11-26
"467","Iowa State","N","Texas Christian","L (24-27)",2005-12-31
"469","Kansas","","Non-Major","W (36-8)",2005-09-10
"470","Kansas","","Louisiana Tech","W (34-14)",2005-09-17
"471","Kansas","@","Texas Tech","L (17-30)",2005-10-01
"472","Kansas","@","Kansas State","L (3-12)",2005-10-08
"473","Kansas","","Oklahoma","L (3-19)",2005-10-15
"475","Kansas","","Missouri","W (13-3)",2005-10-29
"476","Kansas","","Nebraska","W (40-15)",2005-11-05
"477","Kansas","@","Texas","L (14-66)",2005-11-12
"481","Kansas State","@","Marshall","W (21-19)",2005-09-10
"482","Kansas State","","North Texas","W (54-7)",2005-09-24
"483","Kansas State","@","Oklahoma","L (21-43)",2005-10-01
"485","Kansas State","@","Texas Tech","L (20-59)",2005-10-15
"486","Kansas State","","Texas A&M","L (28-30)",2005-10-22
"489","Kansas State","@","Nebraska","L (25-27)",2005-11-12
"490","Kansas State","","Missouri","W (36-28)",2005-11-19
"491","Kent State","@","Michigan State","L (14-49)",2005-09-03
"492","Kent State","","Non-Major","W (33-12)",2005-09-10
"493","Kent State","","Miami (OH)","L (10-27)",2005-09-17
"494","Kent State","@","Ohio","L (32-35)",2005-09-24
"496","Kent State","@","Navy","L (31-34)",2005-10-15
"497","Kent State","","Northern Illinois","L (3-34)",2005-10-22
"498","Kent State","@","Western Michigan","L (14-44)",2005-10-29
"502","Kentucky","","Louisville","L (24-31)",2005-09-04
"503","Kentucky","","Non-Major","W (41-29)",2005-09-10
"506","Kentucky","@","South Carolina","L (16-44)",2005-10-08
"507","Kentucky","@","Mississippi","L (7-13)",2005-10-22
"508","Kentucky","","Mississippi State","W (13-7)",2005-10-29
"510","Kentucky","@","Vanderbilt","W (48-43)",2005-11-12
"512","Kentucky","","Tennessee","L (8-27)",2005-11-26
"513","Louisiana","@","Texas","L (3-60)",2005-09-03
"515","Louisiana","","Non-Major","W (49-28)",2005-09-17
"516","Louisiana","","Central Florida","L (21-24)",2005-10-01
"519","Louisiana","@","Middle Tennessee State","W (13-10)",2005-10-22
"520","Louisiana","","Troy","W (31-28)",2005-10-29
"521","Louisiana","@","North Texas","W (31-28)",2005-11-05
"523","Louisiana","@","Louisiana-Monroe","W (54-21)",2005-11-26
"524","Louisiana-Monroe","","Non-Major","L (23-27)",2005-09-01
"525","Louisiana-Monroe","@","Wyoming","L (0-38)",2005-09-10
"530","Louisiana-Monroe","","Troy","W (27-3)",2005-10-15
"532","Louisiana-Monroe","@","Middle Tennessee State","W (34-31)",2005-11-12
"533","Louisiana-Monroe","@","North Texas","W (24-19)",2005-11-19
"537","Louisiana Tech","","New Mexico State","W (34-14)",2005-10-01
"539","Louisiana Tech","@","Nevada","L (27-37)",2005-10-15
"540","Louisiana Tech","","North Texas","W (40-14)",2005-10-22
"541","Louisiana Tech","","San Jose State","W (31-14)",2005-10-29
"542","Louisiana Tech","@","Utah State","W (27-17)",2005-11-05
"547","Louisville","","Oregon State","W (63-27)",2005-09-17
"548","Louisville","@","South Florida","L (14-45)",2005-09-24
"550","Louisville","","North Carolina","W (69-14)",2005-10-08
"551","Louisville","@","West Virginia","L (44-46)",2005-10-15
"553","Louisville","","Pittsburgh","W (42-20)",2005-11-03
"554","Louisville","","Rutgers","W (56-5)",2005-11-11
"555","Louisville","","Syracuse","W (41-17)",2005-11-26
"557","Louisville","N","Virginia Tech","L (24-35)",2006-01-02
"559","Louisiana State","","Tennessee","L (27-30)",2005-09-26
"560","Louisiana State","@","Mississippi State","W (37-7)",2005-10-01
"561","Louisiana State","@","Vanderbilt","W (34-6)",2005-10-08
"564","Louisiana State","","North Texas","W (56-3)",2005-10-29
"565","Louisiana State","","Non-Major","W (24-0)",2005-11-05
"567","Louisiana State","@","Mississippi","W (40-7)",2005-11-19
"570","Louisiana State","N","Miami (FL)","W (40-3)",2005-12-30
"571","Marshall","","Non-Major","W (36-24)",2005-09-01
"573","Marshall","@","Central Florida","L (13-23)",2005-09-24
"574","Marshall","","Southern Methodist","W (16-13)",2005-10-01
"575","Marshall","@","Virginia Tech","L (14-41)",2005-10-08
"576","Marshall","","Alabama-Birmingham","W (20-19)",2005-10-15
