"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","baylor","2001-09-08","","Arkansas State","W (24-3)",14,31,45.2,192,1,45,175,3.9,1,76,367,4.8,10,6,2,18,6,40,1,1,2
"3","baylor","2001-09-22","","New Mexico","W (16-13)",26,47,55.3,223,1,37,72,1.9,0,84,295,3.5,12,5,1,18,5,42,1,2,3
"4","baylor","2001-09-29","@","Iowa State","L (0-41)",27,40,67.5,177,0,27,13,0.5,0,67,190,2.8,9,6,3,18,6,37,1,2,3
"5","baylor","2001-10-06","@","Texas A&M","L (10-16)",19,38,50,147,0,34,85,2.5,1,72,232,3.2,8,5,2,15,5,27,1,2,3
"6","baylor","2001-10-13","","Nebraska","L (7-48)",15,43,34.9,158,0,33,29,0.9,0,76,187,2.5,8,4,2,14,4,43,1,3,4
"7","baylor","2001-10-20","@","Oklahoma","L (17-33)",11,30,36.7,138,1,35,106,3,0,65,244,3.8,3,8,1,12,11,85,0,1,1
"8","baylor","2001-10-27","","Texas Tech","L (19-63)",19,40,47.5,200,2,38,79,2.1,1,78,279,3.6,7,8,1,16,5,38,1,4,5
"9","baylor","2001-11-03","","Texas","L (10-49)",24,44,54.5,187,0,36,8,0.2,1,80,195,2.4,9,5,2,16,7,53,1,1,2
"10","baylor","2001-11-10","@","Missouri","L (24-41)",29,46,63,281,3,34,121,3.6,0,80,402,5,17,8,1,26,7,49,1,1,2
"11","baylor","2001-11-17","","Oklahoma State","L (22-38)",27,43,62.8,315,2,50,202,4,1,93,517,5.6,16,15,0,31,9,109,0,4,4
"12","baylor","2001-11-24","","Southern Illinois","W (56-12)",23,35,65.7,344,3,40,163,4.1,3,75,507,6.8,17,6,1,24,8,71,0,1,1
