"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","ohio-state","2001-09-08","","Akron","W (28-14)",17,29,58.6,289,2,56,236,4.2,2,85,525,6.2,15,12,0,27,3,30,2,1,3
"3","ohio-state","2001-09-22","@","UCLA","L (6-13)",5,23,21.7,45,0,35,121,3.5,0,58,166,2.9,1,7,1,9,6,59,0,2,2
"4","ohio-state","2001-09-29","@","Indiana","W (27-14)",15,21,71.4,194,0,53,197,3.7,3,74,391,5.3,10,13,1,24,7,47,0,0,0
"5","ohio-state","2001-10-06","","Northwestern","W (38-20)",4,10,40,109,0,53,287,5.4,4,63,396,6.3,3,14,0,17,8,86,0,1,1
"6","ohio-state","2001-10-13","","Wisconsin","L (17-20)",10,21,47.6,132,0,50,121,2.4,2,71,253,3.6,8,9,0,17,2,20,0,1,1
"7","ohio-state","2001-10-20","","San Diego State","W (27-12)",15,32,46.9,198,0,40,136,3.4,4,72,334,4.6,10,7,2,19,5,35,0,1,1
"8","ohio-state","2001-10-27","@","Penn State","L (27-29)",8,21,38.1,209,1,40,203,5.1,1,61,412,6.8,5,10,0,15,6,50,1,1,2
"9","ohio-state","2001-11-03","@","Minnesota","W (31-28)",12,17,70.6,203,2,47,265,5.6,2,64,468,7.3,12,13,0,25,4,43,1,0,1
"10","ohio-state","2001-11-10","","Purdue","W (35-9)",14,20,70,263,3,49,166,3.4,1,69,429,6.2,11,8,1,20,8,55,4,0,4
"11","ohio-state","2001-11-17","","Illinois","L (22-34)",15,37,40.5,206,2,40,224,5.6,1,77,430,5.6,11,8,1,20,4,20,0,2,2
"12","ohio-state","2001-11-24","@","Michigan","W (26-20)",11,18,61.1,118,0,50,137,2.7,3,68,255,3.8,4,6,1,11,9,66,0,1,1
