"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","california","2001-09-01","","Illinois","L (17-44)",21,34,61.8,217,0,41,164,4,2,75,381,5.1,11,11,0,22,7,54,3,2,5
"3","california","2001-09-08","","Brigham Young","L (16-44)",23,38,60.5,291,2,36,120,3.3,0,74,411,5.6,16,7,3,26,9,105,2,1,3
"4","california","2001-09-22","@","Washington State","L (20-51)",20,49,40.8,296,2,27,71,2.6,0,76,367,4.8,9,9,0,18,12,118,2,2,4
"5","california","2001-09-29","","Washington","L (28-31)",22,38,57.9,280,4,32,90,2.8,0,70,370,5.3,16,5,2,23,7,60,2,0,2
"6","california","2001-10-13","","Oregon","L (7-48)",25,52,48.1,244,1,20,78,3.9,0,72,322,4.5,14,2,1,17,6,45,2,3,5
"7","california","2001-10-20","@","UCLA","L (17-56)",19,46,41.3,201,1,33,127,3.8,1,79,328,4.2,10,7,4,21,9,86,0,1,1
"8","california","2001-10-27","@","Oregon State","L (10-19)",12,32,37.5,120,0,50,225,4.5,1,82,345,4.2,6,11,2,19,10,97,2,1,3
"9","california","2001-11-03","","Arizona","L (24-38)",14,39,35.9,239,2,46,115,2.5,1,85,354,4.2,7,13,5,25,11,112,1,1,2
"10","california","2001-11-10","","Southern California","L (14-55)",13,26,50,155,1,34,68,2,1,60,223,3.7,6,4,2,12,10,89,1,3,4
"11","california","2001-11-17","@","Stanford","L (28-35)",19,46,41.3,278,1,26,82,3.2,1,72,360,5,12,3,2,17,7,51,2,2,4
"12","california","2001-11-23","@","Rutgers","W (20-10)",15,26,57.7,193,1,45,192,4.3,1,71,385,5.4,6,10,1,17,11,90,1,1,2
