"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","central-michigan","2001-08-30","","Eastern Kentucky","W (42-28)",16,29,55.2,195,1,45,124,2.8,4,74,319,4.3,9,4,2,15,7,52,1,0,1
"3","central-michigan","2001-09-08","@","Michigan State","L (21-35)",18,36,50,122,1,40,165,4.1,0,76,287,3.8,5,10,1,16,9,88,1,2,3
"4","central-michigan","2001-09-22","","Toledo","L (28-52)",25,42,59.5,280,3,41,118,2.9,1,83,398,4.8,14,8,0,22,8,51,1,2,3
"5","central-michigan","2001-09-29","@","Buffalo","W (16-8)",14,28,50,139,0,65,285,4.4,1,93,424,4.6,10,13,1,24,11,83,1,0,1
"6","central-michigan","2001-10-13","","Ohio","L (3-34)",17,27,63,101,0,50,215,4.3,0,77,316,4.1,6,14,0,20,8,74,1,1,2
"7","central-michigan","2001-10-20","@","Marshall","L (21-42)",16,34,47.1,222,2,53,261,4.9,1,87,483,5.6,11,16,3,30,5,39,0,1,1
"8","central-michigan","2001-10-27","","Northern Illinois","L (24-33)",22,40,55,264,2,52,229,4.4,1,92,493,5.4,11,12,4,27,5,35,1,1,2
"9","central-michigan","2001-11-03","@","Ball State","L (34-38)",22,51,43.1,279,2,47,254,5.4,2,98,533,5.4,14,12,1,27,8,68,0,2,2
"10","central-michigan","2001-11-10","","Eastern Michigan","W (35-30)",14,23,60.9,185,0,40,266,6.7,5,63,451,7.2,6,10,0,16,3,41,2,1,3
"11","central-michigan","2001-11-17","@","Western Michigan","L (17-20)",16,29,55.2,127,1,50,198,4,1,79,325,4.1,8,10,3,21,7,54,0,2,2
"12","central-michigan","2001-11-24","@","Boise State","L (10-26)",10,25,40,73,0,31,74,2.4,1,56,147,2.6,4,5,0,9,2,18,1,2,3
