"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","cincinnati","2001-09-02","","Purdue","L (14-19)",21,36,58.3,220,2,35,87,2.5,0,71,307,4.3,10,5,3,18,12,97,0,3,3
"3","cincinnati","2001-09-08","@","Army","W (24-21)",32,44,72.7,333,3,43,138,3.2,0,87,471,5.4,18,8,1,27,11,101,1,0,1
"4","cincinnati","2001-09-22","@","Miami (OH)","L (14-21)",22,37,59.5,206,0,25,77,3.1,2,62,283,4.6,10,5,1,16,5,55,0,1,1
"5","cincinnati","2001-10-06","","Tulane","W (46-33)",22,32,68.8,312,4,50,227,4.5,2,82,539,6.6,17,11,0,28,4,27,1,0,1
"6","cincinnati","2001-10-13","@","Alabama-Birmingham","W (31-17)",12,20,60,154,1,36,66,1.8,1,56,220,3.9,3,5,2,10,5,24,0,1,1
"7","cincinnati","2001-10-20","@","Houston","W (29-28)",20,28,71.4,340,1,36,142,3.9,3,64,482,7.5,13,7,6,26,10,87,1,1,2
"8","cincinnati","2001-10-27","","Louisville","L (13-28)",19,46,41.3,295,1,29,78,2.7,0,75,373,5,12,2,2,16,4,35,1,3,4
"9","cincinnati","2001-11-03","","Connecticut","W (45-28)",13,27,48.1,245,1,52,243,4.7,4,79,488,6.2,10,9,1,20,5,55,2,1,3
"10","cincinnati","2001-11-10","","East Carolina","L (26-28)",18,34,52.9,253,0,56,190,3.4,3,90,443,4.9,9,14,3,26,3,36,0,1,1
"11","cincinnati","2001-11-24","@","Memphis","W (36-34)",18,36,50,348,2,54,224,4.1,2,90,572,6.4,15,14,4,33,10,93,0,0,0
"12","cincinnati","2001-12-01","","Louisiana-Monroe","W (42-10)",19,34,55.9,262,4,45,139,3.1,2,79,401,5.1,14,9,4,27,4,48,2,1,3
