"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","georgia-tech","2001-08-26","N","Syracuse","W (13-7)",15,26,57.7,224,0,46,125,2.7,1,72,349,4.8,10,6,3,19,4,32,0,0,0
"3","georgia-tech","2001-09-01","","Citadel","W (35-7)",22,34,64.7,351,2,36,122,3.4,3,70,473,6.8,15,6,0,21,11,101,0,2,2
"4","georgia-tech","2001-09-08","@","Navy","W (70-7)",15,19,78.9,291,3,54,270,5,6,73,561,7.7,10,12,0,22,9,80,0,1,1
"5","georgia-tech","2001-09-29","","Clemson","L (44-47)",17,27,63,216,2,45,196,4.4,3,72,412,5.7,10,12,4,26,6,48,0,1,1
"6","georgia-tech","2001-10-06","@","Duke","W (37-10)",24,40,60,295,2,48,210,4.4,2,88,505,5.7,11,15,1,27,6,55,1,2,3
"7","georgia-tech","2001-10-11","","Maryland","L (17-20)",26,45,57.8,320,2,39,50,1.3,0,84,370,4.4,14,6,0,20,8,75,3,3,6
"8","georgia-tech","2001-10-20","","North Carolina State","W (27-17)",24,39,61.5,256,2,43,124,2.9,0,82,380,4.6,12,9,4,25,8,58,1,0,1
"9","georgia-tech","2001-11-01","","North Carolina","W (28-21)",18,27,66.7,187,1,52,237,4.6,2,79,424,5.4,9,13,4,26,4,26,0,1,1
"10","georgia-tech","2001-11-10","@","Virginia","L (38-39)",39,55,70.9,486,1,33,74,2.2,4,88,560,6.4,22,3,4,29,11,86,0,1,1
"11","georgia-tech","2001-11-17","@","Wake Forest","W (38-33)",20,27,74.1,267,3,47,146,3.1,2,74,413,5.6,7,13,0,20,7,44,1,1,2
"12","georgia-tech","2001-11-24","","Georgia","L (17-31)",19,35,54.3,179,1,28,63,2.3,1,63,242,3.8,8,3,4,15,5,43,1,1,2
"13","georgia-tech","2001-12-01","@","Florida State","L (17-28)",25,39,64.1,275,0,29,51,1.8,2,68,326,4.8,10,7,1,18,6,64,0,1,1
