"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","iowa-state","2001-09-08","","Northern Iowa","W (45-0)",9,18,50,88,0,45,249,5.5,6,63,337,5.3,6,9,1,16,6,65,1,0,1
"3","iowa-state","2001-09-22","@","Ohio","W (31-28)",15,28,53.6,250,0,53,308,5.8,4,81,558,6.9,13,15,1,29,7,55,0,2,2
"4","iowa-state","2001-09-29","","Baylor","W (41-0)",24,29,82.8,330,4,48,179,3.7,1,77,509,6.6,16,10,1,27,6,50,0,1,1
"5","iowa-state","2001-10-06","@","Nebraska","L (14-48)",13,29,44.8,214,1,38,122,3.2,1,67,336,5,8,10,2,20,6,55,0,2,2
"6","iowa-state","2001-10-13","@","Missouri","W (20-14)",13,22,59.1,75,0,44,207,4.7,2,66,282,4.3,5,9,2,16,10,60,0,0,0
"7","iowa-state","2001-10-20","","Oklahoma State","W (28-14)",16,19,84.2,150,0,58,285,4.9,4,77,435,5.6,7,20,3,30,9,74,0,0,0
"8","iowa-state","2001-10-27","@","Texas A&M","L (21-24)",30,48,62.5,348,2,34,97,2.9,1,82,445,5.4,16,9,1,26,4,28,0,1,1
"9","iowa-state","2001-11-03","","Kansas State","L (3-42)",15,29,51.7,151,0,24,23,1,0,53,174,3.3,6,3,2,11,5,43,1,3,4
"10","iowa-state","2001-11-10","","Colorado","L (27-40)",22,36,61.1,279,3,35,132,3.8,1,71,411,5.8,12,9,1,22,4,37,0,1,1
"11","iowa-state","2001-11-17","@","Kansas","W (49-7)",7,18,38.9,112,1,63,320,5.1,5,81,432,5.3,5,16,3,24,3,35,0,1,1
"12","iowa-state","2001-11-24","","Iowa","W (17-14)",20,27,74.1,228,1,39,84,2.2,1,66,312,4.7,12,4,1,17,7,65,0,1,1
