"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","maryland","2001-09-01","","North Carolina","W (23-7)",10,26,38.5,86,2,46,161,3.5,1,72,247,3.4,4,13,0,17,3,20,0,0,0
"3","maryland","2001-09-08","","Eastern Michigan","W (50-3)",16,25,64,196,1,52,280,5.4,6,77,476,6.2,8,18,1,27,5,45,1,0,1
"4","maryland","2001-09-22","@","Wake Forest","W (27-20)",16,23,69.6,222,0,51,297,5.8,3,74,519,7,10,13,1,24,9,99,0,2,2
"5","maryland","2001-09-29","","West Virginia","W (32-20)",13,32,40.6,192,1,52,181,3.5,3,84,373,4.4,9,13,1,23,7,80,0,0,0
"6","maryland","2001-10-06","","Virginia","W (41-21)",22,35,62.9,237,2,55,243,4.4,2,90,480,5.3,8,13,2,23,9,85,1,1,2
"7","maryland","2001-10-11","@","Georgia Tech","W (20-17)",21,41,51.2,210,0,34,92,2.7,1,75,302,4,9,7,3,19,8,53,0,2,2
"8","maryland","2001-10-20","","Duke","W (59-17)",28,36,77.8,335,1,54,362,6.7,7,90,697,7.7,17,17,0,34,9,68,2,1,3
"9","maryland","2001-10-27","@","Florida State","L (31-52)",21,37,56.8,214,0,38,214,5.6,4,75,428,5.7,10,10,0,20,9,77,2,2,4
"10","maryland","2001-11-03","","Troy","W (47-14)",17,29,58.6,232,2,55,277,5,3,84,509,6.1,8,15,2,25,8,74,0,0,0
"11","maryland","2001-11-10","","Clemson","W (37-20)",12,21,57.1,189,2,53,218,4.1,2,74,407,5.5,9,11,3,23,4,30,1,0,1
"12","maryland","2001-11-17","@","North Carolina State","W (23-19)",27,41,65.9,296,2,36,103,2.9,1,77,399,5.2,13,9,0,22,4,30,2,1,3
