"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","boston-college","2001-09-01","","West Virginia","W (34-10)",11,26,42.3,146,1,50,325,6.5,3,76,471,6.2,7,12,1,20,8,105,1,1,2
"3","boston-college","2001-09-08","@","Stanford","L (22-38)",17,41,41.5,202,3,36,130,3.6,0,77,332,4.3,13,5,1,19,5,42,0,2,2
"4","boston-college","2001-09-22","@","Navy","W (38-21)",19,26,73.1,247,4,44,232,5.3,1,70,479,6.8,11,13,0,24,6,60,0,0,0
"5","boston-college","2001-09-29","","Army","W (31-10)",21,28,75,204,2,43,192,4.5,1,71,396,5.6,11,7,3,21,10,90,2,1,3
"6","boston-college","2001-10-06","","Temple","W (23-10)",12,22,54.5,141,2,42,188,4.5,2,64,329,5.1,6,9,1,16,7,72,1,1,2
"7","boston-college","2001-10-13","@","Virginia Tech","L (20-34)",13,26,50,180,2,28,58,2.1,1,54,238,4.4,8,2,2,12,16,120,3,0,3
"8","boston-college","2001-10-20","","Pittsburgh","W (45-7)",14,21,66.7,241,3,54,257,4.8,3,75,498,6.6,11,14,0,25,4,40,1,0,1
"9","boston-college","2001-10-27","","Notre Dame","W (21-17)",7,16,43.8,155,2,31,199,6.4,1,47,354,7.5,5,8,1,14,6,51,1,2,3
"10","boston-college","2001-11-10","","Miami (FL)","L (7-18)",12,29,41.4,162,1,40,131,3.3,0,69,293,4.2,10,5,1,16,3,15,1,2,3
"11","boston-college","2001-11-17","@","Rutgers","W (38-7)",14,29,48.3,176,3,56,362,6.5,2,85,538,6.3,6,17,1,24,1,5,1,2,3
"12","boston-college","2001-11-24","@","Syracuse","L (28-39)",17,28,60.7,217,2,27,216,8,2,55,433,7.9,10,6,0,16,9,71,1,0,1
