"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","air-force","2001-09-01","","Oklahoma","L (3-44)",11,28,39.3,112,0,53,137,2.6,0,81,249,3.1,6,8,1,15,8,55,2,2,4
"3","air-force","2001-09-08","","Tennessee Tech","W (42-0)",12,17,70.6,167,2,48,212,4.4,4,65,379,5.8,8,11,0,19,5,38,1,0,1
"4","air-force","2001-09-29","@","San Diego State","W (45-21)",7,15,46.7,120,0,66,307,4.7,6,81,427,5.3,6,17,2,25,1,10,0,0,0
"5","air-force","2001-10-06","@","Navy","W (24-18)",7,13,53.8,78,0,62,293,4.7,3,75,371,4.9,4,18,1,23,7,70,1,0,1
"6","air-force","2001-10-13","","Wyoming","W (24-13)",11,24,45.8,192,1,60,332,5.5,2,84,524,6.2,8,15,2,25,10,102,1,0,1
"7","air-force","2001-10-20","@","Brigham Young","L (33-63)",12,22,54.5,168,1,52,334,6.4,4,74,502,6.8,6,15,0,21,5,37,0,1,1
"8","air-force","2001-10-27","@","New Mexico","L (33-52)",8,16,50,166,1,30,112,3.7,2,46,278,6,5,3,1,9,4,23,1,2,3
"9","air-force","2001-11-03","","Army","W (34-24)",10,17,58.8,132,0,47,150,3.2,3,64,282,4.4,6,9,1,16,3,37,1,0,1
"10","air-force","2001-11-08","@","Colorado State","L (21-28)",13,22,59.1,122,0,69,359,5.2,3,91,481,5.3,6,24,0,30,3,20,0,0,0
"11","air-force","2001-11-17","","Nevada-Las Vegas","L (10-34)",13,29,44.8,77,0,61,259,4.2,1,90,336,3.7,5,17,0,22,3,25,1,3,4
"12","air-force","2001-11-24","@","Hawaii","L (30-52)",4,20,20,58,0,78,545,7,4,98,603,6.2,3,27,2,32,5,35,2,2,4
"13","air-force","2001-12-01","","Utah","W (38-37)",4,11,36.4,35,1,51,239,4.7,4,62,274,4.4,3,12,0,15,2,11,0,0,0
