"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","texas-christian","2001-08-25","@","Nebraska","L (7-21)",11,22,50,130,1,28,56,2,0,50,186,3.7,2,3,1,6,11,85,1,0,1
"3","texas-christian","2001-09-01","@","North Texas","W (19-5)",10,16,62.5,92,1,46,106,2.3,0,62,198,3.2,5,6,4,15,7,70,1,1,2
"4","texas-christian","2001-09-08","@","Southern Methodist","W (38-10)",13,21,61.9,119,0,47,171,3.6,3,68,290,4.3,6,8,2,16,4,40,1,2,3
"5","texas-christian","2001-09-22","","Northwestern State","L (24-27)",18,32,56.3,263,3,32,77,2.4,0,64,340,5.3,11,5,0,16,15,114,0,0,0
"6","texas-christian","2001-09-29","@","Houston","W (34-17)",12,22,54.5,89,0,50,268,5.4,3,72,357,5,6,10,3,19,6,55,0,2,2
"7","texas-christian","2001-10-13","@","Tulane","L (22-48)",18,36,50,183,0,44,131,3,2,80,314,3.9,12,7,2,21,11,78,2,3,5
"8","texas-christian","2001-10-20","","Army","W (38-20)",21,29,72.4,273,3,50,212,4.2,2,79,485,6.1,12,12,0,24,9,103,0,0,0
"9","texas-christian","2001-10-30","","East Carolina","L (30-37)",31,60,51.7,380,2,37,27,0.7,2,97,407,4.2,23,2,1,26,11,78,0,1,1
"10","texas-christian","2001-11-10","@","Alabama-Birmingham","L (17-38)",22,36,61.1,310,2,34,20,0.6,0,70,330,4.7,13,3,4,20,11,76,2,1,3
"11","texas-christian","2001-11-23","","Louisville","W (37-22)",13,24,54.2,256,3,42,178,4.2,1,66,434,6.6,9,5,5,19,11,125,0,1,1
"12","texas-christian","2001-12-07","@","Southern Mississippi","W (14-12)",15,31,48.4,274,1,42,123,2.9,1,73,397,5.4,10,7,1,18,16,118,0,1,1
