"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","central-florida","2001-09-01","@","Clemson","L (13-21)",29,47,61.7,297,0,22,35,1.6,2,69,332,4.8,14,3,2,19,11,77,1,0,1
"3","central-florida","2001-09-08","@","Syracuse","L (10-21)",13,34,38.2,253,1,30,100,3.3,0,64,353,5.5,10,8,2,20,8,58,1,2,3
"4","central-florida","2001-09-22","@","Tulane","W (36-29)",20,29,69,338,1,44,184,4.2,4,73,522,7.2,16,11,0,27,6,37,2,1,3
"5","central-florida","2001-09-29","@","Virginia Tech","L (14-46)",18,36,50,227,1,26,24,0.9,1,62,251,4,8,4,4,16,7,65,2,3,5
"6","central-florida","2001-10-06","","Alabama-Birmingham","W (24-7)",21,37,56.8,290,1,33,38,1.2,1,70,328,4.7,10,5,2,17,13,89,1,1,2
"7","central-florida","2001-10-13","","Liberty","W (63-0)",21,32,65.6,386,5,38,216,5.7,4,70,602,8.6,12,15,0,27,12,103,0,0,0
"8","central-florida","2001-10-20","","Louisiana-Monroe","W (38-6)",28,39,71.8,335,3,21,50,2.4,1,60,385,6.4,17,4,1,22,10,99,1,1,2
"9","central-florida","2001-10-27","@","Utah State","L (27-30)",23,49,46.9,284,1,33,109,3.3,1,82,393,4.8,14,6,2,22,6,40,2,1,3
"10","central-florida","2001-11-03","","Akron","W (57-17)",18,28,64.3,405,4,33,132,4,4,61,537,8.8,15,6,2,23,14,145,0,0,0
"11","central-florida","2001-11-10","@","Arkansas","L (20-27)",22,44,50,304,1,25,65,2.6,1,69,369,5.3,15,3,3,21,11,96,1,1,2
"12","central-florida","2001-11-24","","Louisiana","W (31-0)",17,32,53.1,272,3,30,153,5.1,1,62,425,6.9,10,10,0,20,12,83,1,2,3
