"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","minnesota","2001-08-30","@","Toledo","L (7-38)",22,35,62.9,187,0,30,103,3.4,1,65,290,4.5,8,7,1,16,5,35,1,0,1
"3","minnesota","2001-09-08","","Louisiana","W (44-14)",15,28,53.6,202,2,61,331,5.4,3,89,533,6,10,18,3,31,4,41,1,1,2
"4","minnesota","2001-09-29","","Purdue","L (28-35)",14,28,50,190,3,43,216,5,1,71,406,5.7,8,10,2,20,6,50,0,3,3
"5","minnesota","2001-10-06","@","Illinois","L (14-25)",20,34,58.8,242,1,38,149,3.9,1,72,391,5.4,12,7,1,20,6,55,0,1,1
"6","minnesota","2001-10-13","@","Northwestern","L (17-23)",10,34,29.4,143,1,50,257,5.1,1,84,400,4.8,6,15,3,24,9,65,0,3,3
"7","minnesota","2001-10-20","","Michigan State","W (28-19)",11,24,45.8,124,1,42,322,7.7,3,66,446,6.8,3,16,1,20,7,43,0,0,0
"8","minnesota","2001-10-27","","Murray State","W (66-10)",16,19,84.2,265,4,48,300,6.3,4,67,565,8.4,8,14,3,25,5,40,0,0,0
"9","minnesota","2001-11-03","","Ohio State","L (28-31)",11,23,47.8,120,0,45,246,5.5,3,68,366,5.4,7,10,3,20,5,35,0,1,1
"10","minnesota","2001-11-10","@","Michigan","L (10-31)",12,25,48,140,1,30,150,5,0,55,290,5.3,7,5,0,12,10,96,0,0,0
"11","minnesota","2001-11-17","@","Iowa","L (24-42)",21,35,60,368,3,35,107,3.1,0,70,475,6.8,14,8,2,24,4,20,0,1,1
"12","minnesota","2001-11-24","","Wisconsin","W (42-31)",18,26,69.2,269,3,43,208,4.8,3,69,477,6.9,10,10,1,21,6,32,0,1,1
