"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","georgia","2001-09-01","","Arkansas State","W (45-17)",26,38,68.4,386,3,39,212,5.4,3,77,598,7.8,17,10,2,29,10,89,1,0,1
"3","georgia","2001-09-08","","South Carolina","L (9-14)",21,35,60,169,0,39,113,2.9,0,74,282,3.8,8,10,1,19,5,25,0,2,2
"4","georgia","2001-09-29","","Arkansas","W (34-23)",20,38,52.6,298,2,43,161,3.7,2,81,459,5.7,13,7,7,27,13,122,0,1,1
"5","georgia","2001-10-06","@","Tennessee","W (26-24)",21,34,61.8,303,2,28,68,2.4,0,62,371,6,12,3,2,17,8,65,0,1,1
"6","georgia","2001-10-13","@","Vanderbilt","W (30-14)",19,26,73.1,305,2,31,139,4.5,2,57,444,7.8,12,6,2,20,12,76,3,0,3
"7","georgia","2001-10-20","","Kentucky","W (43-29)",23,37,62.2,394,3,43,197,4.6,3,80,591,7.4,13,14,3,30,9,68,1,1,2
"8","georgia","2001-10-27","N","Florida","L (10-24)",25,42,59.5,258,0,36,111,3.1,1,78,369,4.7,8,8,4,20,4,20,1,1,2
"9","georgia","2001-11-10","","Auburn","L (17-24)",16,34,47.1,302,2,27,73,2.7,0,61,375,6.1,10,4,2,16,7,60,1,2,3
"10","georgia","2001-11-17","@","Mississippi","W (35-15)",8,14,57.1,93,1,49,268,5.5,3,63,361,5.7,5,16,1,22,7,60,0,2,2
"11","georgia","2001-11-24","@","Georgia Tech","W (31-17)",11,25,44,210,0,52,232,4.5,1,77,442,5.7,7,15,0,22,14,134,1,0,1
"12","georgia","2001-12-01","","Houston","W (35-7)",14,29,48.3,256,4,45,213,4.7,1,74,469,6.3,9,12,2,23,1,62,1,1,2
