"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","north-carolina","2001-08-25","@","Oklahoma","L (27-41)",17,41,41.5,226,2,35,64,1.8,0,76,290,3.8,13,4,3,20,5,34,4,1,5
"3","north-carolina","2001-09-01","@","Maryland","L (7-23)",16,26,61.5,158,0,37,118,3.2,1,63,276,4.4,6,4,0,10,5,30,0,3,3
"4","north-carolina","2001-09-08","@","Texas","L (14-44)",10,30,33.3,116,0,38,95,2.5,2,68,211,3.1,5,8,1,14,14,108,0,3,3
"5","north-carolina","2001-09-22","","Florida State","W (41-9)",14,30,46.7,232,3,41,69,1.7,2,71,301,4.2,10,5,2,17,6,55,0,2,2
"6","north-carolina","2001-09-29","@","North Carolina State","W (17-9)",17,29,58.6,186,2,49,161,3.3,0,78,347,4.4,7,9,5,21,10,76,1,2,3
"7","north-carolina","2001-10-06","","East Carolina","W (24-21)",21,33,63.6,278,3,48,134,2.8,0,81,412,5.1,13,10,2,25,10,78,1,0,1
"8","north-carolina","2001-10-13","","Virginia","W (30-24)",13,21,61.9,243,1,56,234,4.2,1,77,477,6.2,10,11,1,22,7,59,2,1,3
"9","north-carolina","2001-10-20","@","Clemson","W (38-3)",14,18,77.8,206,2,54,219,4.1,3,72,425,5.9,9,11,2,22,8,85,0,0,0
"10","north-carolina","2001-11-01","@","Georgia Tech","L (21-28)",22,37,59.5,286,3,17,13,0.8,0,54,299,5.5,14,1,0,15,8,45,0,1,1
"11","north-carolina","2001-11-10","","Wake Forest","L (31-32)",24,32,75,361,4,34,54,1.6,0,66,415,6.3,16,4,1,21,8,63,3,1,4
"12","north-carolina","2001-11-17","","Duke","W (52-17)",22,39,56.4,368,4,39,192,4.9,3,78,560,7.2,14,9,2,25,8,61,0,0,0
"13","north-carolina","2001-12-01","","Southern Methodist","W (19-10)",15,27,55.6,212,1,32,162,5.1,1,59,374,6.3,8,8,1,17,9,79,1,2,3
