"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","miami-oh","2001-09-01","@","Michigan","L (13-31)",22,44,50,223,2,29,127,4.4,0,73,350,4.8,9,8,1,18,6,55,0,3,3
"3","miami-oh","2001-09-08","@","Iowa","L (19-44)",10,20,50,223,2,38,165,4.3,1,58,388,6.7,7,9,0,16,2,27,1,2,3
"4","miami-oh","2001-09-22","","Cincinnati","W (21-14)",20,25,80,264,2,43,199,4.6,1,68,463,6.8,11,9,3,23,11,80,0,0,0
"5","miami-oh","2001-09-29","@","Ball State","W (28-20)",15,24,62.5,122,1,42,212,5,3,66,334,5.1,5,13,1,19,4,40,1,1,2
"6","miami-oh","2001-10-06","","Buffalo","W (31-14)",23,30,76.7,212,2,42,128,3,1,72,340,4.7,9,12,0,21,8,105,1,1,2
"7","miami-oh","2001-10-13","","Akron","W (30-27)",23,40,57.5,399,3,34,167,4.9,1,74,566,7.6,16,6,1,23,8,75,1,1,2
"8","miami-oh","2001-10-20","@","Ohio","W (36-24)",24,37,64.9,322,5,39,62,1.6,0,76,384,5.1,18,1,5,24,9,75,0,0,0
"9","miami-oh","2001-10-27","","Western Michigan","W (25-11)",18,29,62.1,215,2,42,154,3.7,0,71,369,5.2,11,7,0,18,5,40,1,2,3
"10","miami-oh","2001-11-03","@","Bowling Green State","W (24-21)",15,25,60,305,2,38,109,2.9,1,63,414,6.6,11,5,1,17,9,69,0,1,1
"11","miami-oh","2001-11-10","","Marshall","L (21-27)",16,29,55.2,210,0,31,123,4,3,60,333,5.6,10,7,1,18,7,40,0,0,0
"12","miami-oh","2001-11-17","@","Hawaii","L (51-52)",40,53,75.5,452,3,38,164,4.3,4,91,616,6.8,27,8,0,35,16,121,0,0,0
"13","miami-oh","2001-11-24","@","Kent State","L (20-24)",20,36,55.6,238,1,31,-1,0,0,67,237,3.5,10,3,2,15,5,55,0,2,2
