"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","oklahoma-state","2001-09-01","@","Southern Mississippi","L (9-17)",26,38,68.4,294,0,26,45,1.7,0,64,339,5.3,12,1,3,16,4,21,4,0,4
"3","oklahoma-state","2001-09-08","","Louisiana Tech","W (30-23)",11,22,50,137,0,48,165,3.4,2,70,302,4.3,6,10,2,18,5,36,2,1,3
"4","oklahoma-state","2001-09-22","@","Texas A&M","L (7-21)",15,30,50,135,0,36,64,1.8,1,66,199,3,7,4,0,11,11,95,1,0,1
"5","oklahoma-state","2001-09-29","","Northwestern State","W (24-0)",21,29,72.4,222,2,39,106,2.7,1,68,328,4.8,11,6,2,19,7,65,1,0,1
"6","oklahoma-state","2001-10-06","","Missouri","L (38-41)",28,38,73.7,272,3,50,147,2.9,2,88,419,4.8,12,9,2,23,8,49,2,0,2
"7","oklahoma-state","2001-10-13","","Texas","L (17-45)",11,23,47.8,97,1,30,65,2.2,0,53,162,3.1,4,6,0,10,7,43,2,2,4
"8","oklahoma-state","2001-10-20","@","Iowa State","L (14-28)",24,39,61.5,234,2,18,42,2.3,0,57,276,4.8,11,4,3,18,8,69,0,1,1
"9","oklahoma-state","2001-10-27","","Colorado","L (19-22)",18,34,52.9,248,0,29,98,3.4,1,63,346,5.5,8,6,1,15,3,15,0,1,1
"10","oklahoma-state","2001-11-10","","Texas Tech","L (30-49)",26,41,63.4,252,3,32,93,2.9,1,73,345,4.7,9,8,0,17,10,70,1,1,2
"11","oklahoma-state","2001-11-17","@","Baylor","W (38-22)",14,26,53.8,194,2,33,129,3.9,1,59,323,5.5,8,11,4,23,5,24,0,1,1
"12","oklahoma-state","2001-11-24","@","Oklahoma","W (16-13)",21,47,44.7,258,1,40,76,1.9,0,87,334,3.8,16,6,1,23,9,71,1,3,4
