"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","southern-mississippi","2001-09-01","","Oklahoma State","W (17-9)",22,36,61.1,277,1,40,57,1.4,1,76,334,4.4,14,6,0,20,9,77,0,0,0
"3","southern-mississippi","2001-09-22","@","Louisiana","W (35-10)",21,35,60,272,1,44,104,2.4,3,79,376,4.8,12,7,3,22,8,50,1,1,2
"4","southern-mississippi","2001-09-29","","Alabama-Birmingham","W (3-0)",12,25,48,118,0,39,78,2,0,64,196,3.1,6,5,2,13,7,36,1,0,1
"5","southern-mississippi","2001-10-06","@","Memphis","L (17-22)",21,37,56.8,204,1,34,60,1.8,1,71,264,3.7,8,5,0,13,7,58,1,3,4
"6","southern-mississippi","2001-10-16","@","Louisville","L (14-24)",13,29,44.8,219,2,31,7,0.2,0,60,226,3.8,8,1,1,10,2,10,3,1,4
"7","southern-mississippi","2001-10-27","","Houston","W (58-14)",22,35,62.9,311,5,35,158,4.5,3,70,469,6.7,15,9,0,24,9,74,2,1,3
"8","southern-mississippi","2001-11-03","@","Penn State","L (20-38)",26,47,55.3,252,0,36,151,4.2,3,83,403,4.9,13,12,2,27,4,27,0,1,1
"9","southern-mississippi","2001-11-17","","Tulane","W (59-6)",24,36,66.7,409,3,39,103,2.6,5,75,512,6.8,17,6,0,23,9,57,0,0,0
"10","southern-mississippi","2001-11-23","@","East Carolina","W (28-21)",18,25,72,167,1,48,195,4.1,2,73,362,5,8,11,2,21,9,69,0,0,0
"11","southern-mississippi","2001-11-29","@","Alabama","L (15-28)",23,36,63.9,239,2,37,47,1.3,0,73,286,3.9,10,8,4,22,6,61,2,1,3
"12","southern-mississippi","2001-12-07","","Texas Christian","L (12-14)",20,37,54.1,224,1,30,94,3.1,0,67,318,4.7,9,7,2,18,6,60,0,3,3
