"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","louisiana-state","2001-09-01","","Tulane","W (48-17)",21,31,67.7,262,2,50,232,4.6,4,81,494,6.1,13,12,0,25,5,34,2,0,2
"3","louisiana-state","2001-09-08","","Utah State","W (31-14)",13,24,54.2,229,0,43,275,6.4,4,67,504,7.5,9,10,1,20,7,65,3,0,3
"4","louisiana-state","2001-09-29","@","Tennessee","L (18-26)",21,43,48.8,356,2,20,29,1.5,0,63,385,6.1,14,3,1,18,6,55,1,0,1
"5","louisiana-state","2001-10-06","","Florida","L (15-44)",18,39,46.2,286,0,41,137,3.3,2,80,423,5.3,12,10,1,23,8,83,0,3,3
"6","louisiana-state","2001-10-13","@","Kentucky","W (29-25)",27,38,71.1,383,2,38,132,3.5,1,76,515,6.8,17,5,0,22,9,56,0,2,2
"7","louisiana-state","2001-10-20","@","Mississippi State","W (42-0)",18,29,62.1,280,3,37,138,3.7,3,66,418,6.3,11,5,2,18,7,77,0,0,0
"8","louisiana-state","2001-10-27","","Mississippi","L (24-35)",9,23,39.1,183,1,39,188,4.8,1,62,371,6,7,10,1,18,5,42,2,1,3
"9","louisiana-state","2001-11-03","@","Alabama","W (35-21)",35,44,79.5,528,2,30,83,2.8,3,74,611,8.3,23,4,3,30,5,36,2,1,3
"10","louisiana-state","2001-11-10","","Middle Tennessee State","W (30-14)",26,37,70.3,318,2,32,145,4.5,2,69,463,6.7,16,6,1,23,7,61,0,0,0
"11","louisiana-state","2001-11-23","","Arkansas","W (41-38)",19,33,57.6,359,3,37,159,4.3,3,70,518,7.4,14,5,3,22,7,60,1,4,5
"12","louisiana-state","2001-12-01","","Auburn","W (27-14)",17,35,48.6,243,1,42,188,4.5,2,77,431,5.6,11,8,4,23,6,55,0,1,1
"13","louisiana-state","2001-12-08","N","Tennessee","W (31-20)",14,35,40,151,0,42,134,3.2,3,77,285,3.7,8,10,2,20,5,32,0,0,0
