"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","washington-state","2001-08-30","","Idaho","W (36-7)",19,32,59.4,303,3,49,241,4.9,1,81,544,6.7,12,11,5,28,15,128,1,0,1
"3","washington-state","2001-09-08","@","Boise State","W (41-20)",24,35,68.6,380,4,39,110,2.8,1,74,490,6.6,10,5,4,19,13,104,1,0,1
"4","washington-state","2001-09-22","","California","W (51-20)",23,47,48.9,513,4,36,92,2.6,2,83,605,7.3,18,6,6,30,7,65,0,1,1
"5","washington-state","2001-09-29","@","Arizona","W (48-21)",17,33,51.5,283,2,51,138,2.7,3,84,421,5,12,8,4,24,7,54,1,1,2
"6","washington-state","2001-10-06","","Oregon State","W (34-27)",16,30,53.3,137,3,54,243,4.5,0,84,380,4.5,5,16,7,28,9,80,2,2,4
"7","washington-state","2001-10-13","@","Stanford","W (45-39)",16,31,51.6,240,3,39,114,2.9,1,70,354,5.1,9,9,2,20,3,37,1,1,2
"8","washington-state","2001-10-18","","Montana State","W (53-28)",28,43,65.1,436,4,40,217,5.4,4,83,653,7.9,16,10,6,32,8,75,2,1,3
"9","washington-state","2001-10-27","","Oregon","L (17-24)",18,41,43.9,312,1,29,82,2.8,1,70,394,5.6,12,4,1,17,3,30,0,0,0
"10","washington-state","2001-11-03","","UCLA","W (20-14)",17,37,45.9,190,1,40,86,2.2,0,77,276,3.6,6,5,2,13,3,35,0,3,3
"11","washington-state","2001-11-10","@","Arizona State","W (28-16)",14,29,48.3,289,3,37,97,2.6,0,66,386,5.8,11,6,1,18,10,66,1,2,3
"12","washington-state","2001-11-17","@","Washington","L (14-26)",22,35,62.9,227,2,30,95,3.2,0,65,322,5,9,7,5,21,9,85,3,1,4
