"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","colorado","2001-08-26","","Fresno State","L (22-24)",31,51,60.8,346,2,31,66,2.1,0,82,412,5,16,5,2,23,8,84,3,2,5
"3","colorado","2001-09-01","N","Colorado State","W (41-14)",15,19,78.9,95,0,54,315,5.8,3,73,410,5.6,4,17,0,21,8,79,1,0,1
"4","colorado","2001-09-08","","San Jose State","W (51-15)",19,31,61.3,297,2,55,263,4.8,4,86,560,6.5,11,17,4,32,5,59,0,0,0
"5","colorado","2001-09-22","","Kansas","W (27-16)",12,25,48,186,1,48,338,7,2,73,524,7.2,8,13,2,23,10,110,0,1,1
"6","colorado","2001-10-06","@","Kansas State","W (16-6)",8,16,50,87,1,45,196,4.4,0,61,283,4.6,3,9,4,16,10,79,1,2,3
"7","colorado","2001-10-13","","Texas A&M","W (31-21)",14,28,50,183,1,52,170,3.3,1,80,353,4.4,7,10,2,19,4,31,0,1,1
"8","colorado","2001-10-20","@","Texas","L (7-41)",15,28,53.6,165,0,32,124,3.9,1,60,289,4.8,7,5,0,12,9,57,3,1,4
"9","colorado","2001-10-27","@","Oklahoma State","W (22-19)",20,29,69,295,2,48,170,3.5,1,77,465,6,14,10,0,24,13,112,0,1,1
"10","colorado","2001-11-03","","Missouri","W (38-24)",17,22,77.3,257,2,48,242,5,2,70,499,7.1,10,12,0,22,3,30,2,1,3
"11","colorado","2001-11-10","@","Iowa State","W (40-27)",18,27,66.7,247,2,57,255,4.5,2,84,502,6,14,11,1,26,8,62,1,0,1
"12","colorado","2001-11-23","","Nebraska","W (62-36)",9,16,56.3,202,1,52,380,7.3,8,68,582,8.6,7,15,3,25,9,75,0,0,0
"13","colorado","2001-12-01","N","Texas","W (39-37)",8,19,42.1,111,1,53,223,4.2,3,72,334,4.6,6,11,1,18,10,60,0,2,2
