"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","illinois","2001-09-01","@","California","W (44-17)",18,35,51.4,297,2,34,76,2.2,3,69,373,5.4,10,5,3,18,5,44,0,0,0
"3","illinois","2001-09-08","","Northern Illinois","W (17-12)",17,34,50,241,2,37,102,2.8,0,71,343,4.8,10,6,2,18,4,39,0,0,0
"4","illinois","2001-09-22","","Louisville","W (34-10)",18,39,46.2,301,2,42,203,4.8,1,81,504,6.2,10,10,3,23,4,30,0,2,2
"5","illinois","2001-09-29","@","Michigan","L (20-45)",24,46,52.2,275,1,27,25,0.9,1,73,300,4.1,8,3,1,12,7,69,1,1,2
"6","illinois","2001-10-06","","Minnesota","W (25-14)",16,28,57.1,239,2,48,198,4.1,0,76,437,5.8,11,13,1,25,6,73,0,1,1
"7","illinois","2001-10-13","@","Indiana","W (35-14)",12,17,70.6,116,2,57,276,4.8,3,74,392,5.3,5,15,1,21,7,85,1,1,2
"8","illinois","2001-10-20","","Wisconsin","W (42-35)",24,45,53.3,401,4,48,169,3.5,0,93,570,6.1,21,7,4,32,5,61,1,1,2
"9","illinois","2001-11-03","@","Purdue","W (38-13)",15,34,44.1,299,2,39,121,3.1,1,73,420,5.8,9,7,3,19,11,100,2,4,6
"10","illinois","2001-11-10","","Penn State","W (33-28)",16,33,48.5,195,1,47,184,3.9,3,80,379,4.7,9,10,2,21,3,34,0,2,2
"11","illinois","2001-11-17","@","Ohio State","W (34-22)",18,28,64.3,274,2,41,116,2.8,1,69,390,5.7,12,5,1,18,6,60,1,1,2
"12","illinois","2001-11-22","","Northwestern","W (34-28)",33,43,76.7,387,4,47,183,3.9,0,90,570,6.3,18,12,2,32,4,35,1,1,2
