"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","wisconsin","2001-08-25","","Virginia","W (26-17)",10,24,41.7,191,2,51,228,4.5,1,75,419,5.6,6,11,3,20,5,35,0,1,1
"3","wisconsin","2001-09-01","@","Oregon","L (28-31)",16,32,50,231,2,32,157,4.9,2,64,388,6.1,8,6,2,16,4,50,1,1,2
"4","wisconsin","2001-09-08","","Fresno State","L (20-32)",13,31,41.9,246,1,34,128,3.8,1,65,374,5.8,9,5,3,17,6,41,0,2,2
"5","wisconsin","2001-09-22","@","Penn State","W (18-6)",10,19,52.6,114,1,66,320,4.8,1,85,434,5.1,7,18,1,26,5,40,0,1,1
"6","wisconsin","2001-09-29","","Western Kentucky","W (24-6)",10,23,43.5,141,1,44,193,4.4,2,67,334,5,6,12,0,18,7,44,0,2,2
"7","wisconsin","2001-10-06","","Indiana","L (32-63)",16,25,64,225,2,39,106,2.7,1,64,331,5.2,9,5,2,16,2,13,3,1,4
"8","wisconsin","2001-10-13","@","Ohio State","W (20-17)",12,22,54.5,202,1,35,127,3.6,1,57,329,5.8,12,3,0,15,3,15,0,1,1
"9","wisconsin","2001-10-20","@","Illinois","L (35-42)",14,29,48.3,205,2,27,126,4.7,3,56,331,5.9,10,5,2,17,9,67,0,0,0
"10","wisconsin","2001-10-27","","Michigan State","L (28-42)",20,37,54.1,368,4,46,151,3.3,0,83,519,6.3,15,10,1,26,6,42,0,3,3
"11","wisconsin","2001-11-03","","Iowa","W (34-28)",14,21,66.7,262,1,56,172,3.1,3,77,434,5.6,11,10,3,24,5,35,0,0,0
"12","wisconsin","2001-11-17","","Michigan","L (17-20)",14,29,48.3,133,0,45,159,3.5,2,74,292,3.9,7,9,0,16,7,68,2,0,2
"13","wisconsin","2001-11-24","@","Minnesota","L (31-42)",17,37,45.9,238,0,37,256,6.9,4,74,494,6.7,11,9,3,23,5,50,0,1,1
