"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","idaho","2001-08-30","@","Washington State","L (7-36)",14,30,46.7,72,1,24,74,3.1,0,54,146,2.7,3,4,1,8,11,115,0,0,0
"3","idaho","2001-09-08","@","Arizona","L (29-36)",30,49,61.2,366,4,37,113,3.1,0,86,479,5.6,15,8,6,29,10,91,1,1,2
"4","idaho","2001-09-22","@","Washington","L (3-53)",12,28,42.9,120,0,34,130,3.8,0,62,250,4,4,7,3,14,7,32,0,2,2
"5","idaho","2001-09-29","","Boise State","L (13-45)",29,55,52.7,427,1,31,57,1.8,1,86,484,5.6,20,3,2,25,11,115,0,1,1
"6","idaho","2001-10-06","@","Middle Tennessee State","L (58-70)",49,71,69,637,5,28,123,4.4,3,99,760,7.7,33,4,2,39,5,47,0,2,2
"7","idaho","2001-10-13","@","New Mexico State","L (39-46)",27,44,61.4,288,2,34,167,4.9,3,78,455,5.8,13,11,3,27,14,119,1,5,6
"8","idaho","2001-10-20","","Louisiana","L (37-54)",27,42,64.3,410,2,34,117,3.4,3,76,527,6.9,21,8,0,29,4,32,2,2,4
"9","idaho","2001-10-27","@","Arkansas State","L (31-34)",34,55,61.8,406,3,34,125,3.7,1,89,531,6,17,8,2,27,10,72,2,1,3
"10","idaho","2001-11-03","","Louisiana-Monroe","W (42-38)",31,38,81.6,385,6,31,91,2.9,0,69,476,6.9,19,6,3,28,8,85,2,1,3
"11","idaho","2001-11-17","","North Texas","L (27-50)",33,54,61.1,472,2,31,98,3.2,1,85,570,6.7,18,8,1,27,10,89,4,0,4
"12","idaho","2001-11-24","@","Montana","L (27-33)",23,31,74.2,243,2,57,192,3.4,2,88,435,4.9,10,13,0,23,13,100,2,0,2
