"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","texas-tech","2001-09-08","","New Mexico","W (42-30)",30,49,61.2,364,3,28,62,2.2,0,77,426,5.5,16,5,1,22,4,35,0,2,2
"3","texas-tech","2001-09-22","@","North Texas","W (42-14)",35,46,76.1,286,2,27,121,4.5,2,73,407,5.6,15,7,1,23,7,69,0,0,0
"4","texas-tech","2001-09-29","@","Texas","L (7-42)",40,58,69,260,0,11,37,3.4,1,69,297,4.3,12,3,0,15,6,53,1,0,1
"5","texas-tech","2001-10-06","","Kansas","L (31-34)",25,47,53.2,257,3,33,101,3.1,1,80,358,4.5,13,6,3,22,8,60,0,1,1
"6","texas-tech","2001-10-13","","Kansas State","W (38-19)",32,48,66.7,409,4,20,66,3.3,1,68,475,7,14,7,0,21,10,92,1,3,4
"7","texas-tech","2001-10-20","@","Nebraska","L (31-41)",34,64,53.1,373,1,17,67,3.9,1,81,440,5.4,15,8,3,26,6,51,1,1,2
"8","texas-tech","2001-10-27","@","Baylor","W (63-19)",39,61,63.9,324,3,33,194,5.9,4,94,518,5.5,19,8,2,29,6,43,0,2,2
"9","texas-tech","2001-11-03","","Texas A&M","W (12-0)",39,47,83,311,0,34,44,1.3,1,81,355,4.4,15,6,2,23,7,55,0,0,0
"10","texas-tech","2001-11-10","@","Oklahoma State","W (49-30)",44,56,78.6,440,4,26,106,4.1,2,82,546,6.7,19,6,2,27,9,95,0,0,0
"11","texas-tech","2001-11-17","","Oklahoma","L (13-30)",24,37,64.9,254,1,16,-7,-0.4,0,53,247,4.7,8,1,0,9,11,84,1,2,3
"12","texas-tech","2001-11-24","","Stephen F. Austin","W (58-3)",48,56,85.7,432,6,16,110,6.9,2,72,542,7.5,25,6,1,32,3,37,1,0,1
