"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","kansas-state","2001-09-08","@","Southern California","W (10-6)",7,16,43.8,26,0,57,340,6,1,73,366,5,1,19,0,20,10,81,1,1,2
"3","kansas-state","2001-09-22","","New Mexico State","W (64-0)",11,19,57.9,251,2,53,277,5.2,6,72,528,7.3,10,13,1,24,12,102,0,1,1
"4","kansas-state","2001-09-29","@","Oklahoma","L (37-38)",12,32,37.5,257,1,42,189,4.5,4,74,446,6,6,9,1,16,17,139,1,1,2
"5","kansas-state","2001-10-06","","Colorado","L (6-16)",11,30,36.7,122,0,40,74,1.9,1,70,196,2.8,5,7,3,15,7,68,0,2,2
"6","kansas-state","2001-10-13","@","Texas Tech","L (19-38)",16,40,40,197,1,50,146,2.9,2,90,343,3.8,10,11,3,24,5,26,0,2,2
"7","kansas-state","2001-10-20","","Texas A&M","L (24-31)",12,24,50,100,0,61,258,4.2,3,85,358,4.2,4,18,2,24,8,38,2,1,3
"8","kansas-state","2001-10-27","","Kansas","W (40-6)",5,13,38.5,101,2,62,349,5.6,4,75,450,6,5,16,2,23,7,56,0,2,2
"9","kansas-state","2001-11-03","@","Iowa State","W (42-3)",5,13,38.5,88,1,75,343,4.6,4,88,431,4.9,5,24,1,30,7,69,0,0,0
"10","kansas-state","2001-11-10","@","Nebraska","L (21-31)",4,18,22.2,37,1,44,239,5.4,2,62,276,4.5,2,12,0,14,7,32,0,3,3
"11","kansas-state","2001-11-17","","Louisiana Tech","W (40-7)",16,24,66.7,205,0,66,338,5.1,5,90,543,6,10,17,3,30,7,50,2,3,5
"12","kansas-state","2001-11-24","","Missouri","W (24-3)",11,21,52.4,113,0,56,282,5,2,77,395,5.1,5,14,0,19,6,60,1,0,1
