"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","troy","2001-09-01","@","Nebraska","L (14-42)",15,36,41.7,190,1,35,-25,-0.7,1,71,165,2.3,7,3,3,13,8,53,1,2,3
"3","troy","2001-09-08","@","Middle Tennessee State","L (17-54)",25,42,59.5,268,2,27,61,2.3,0,69,329,4.8,16,5,1,22,9,59,0,2,2
"4","troy","2001-09-22","","Nicholls State","W (26-0)",13,22,59.1,147,1,36,118,3.3,3,58,265,4.6,7,8,2,17,8,76,0,3,3
"5","troy","2001-10-06","@","Miami (FL)","L (7-38)",15,29,51.7,157,1,45,155,3.4,0,74,312,4.2,9,12,3,24,11,58,0,1,1
"6","troy","2001-10-13","@","Mississippi State","W (21-9)",10,26,38.5,130,1,33,82,2.5,1,59,212,3.6,5,4,2,11,5,48,2,3,5
"7","troy","2001-10-20","","Cal State Northridge","W (44-31)",21,36,58.3,344,3,37,179,4.8,2,73,523,7.2,11,11,1,23,9,136,2,0,2
"8","troy","2001-10-27","","Southern Utah","W (20-17)",13,23,56.5,135,2,35,24,0.7,0,58,159,2.7,7,3,2,12,5,55,2,1,3
"9","troy","2001-11-03","@","Maryland","L (14-47)",19,36,52.8,272,2,26,-1,0,0,62,271,4.4,12,3,0,15,6,60,1,1,2
"10","troy","2001-11-10","@","Louisiana-Monroe","W (44-12)",23,33,69.7,307,3,56,218,3.9,2,89,525,5.9,14,16,1,31,7,81,1,0,1
"11","troy","2001-11-17","","Jacksonville State","W (21-3)",17,26,65.4,254,1,39,187,4.8,2,65,441,6.8,10,12,1,23,4,41,0,2,2
"12","troy","2001-12-01","","North Texas","W (18-16)",14,22,63.6,86,0,40,162,4.1,2,62,248,4,5,10,2,17,4,14,0,1,1
