"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","marshall","2001-09-01","@","Florida","L (14-49)",27,43,62.8,274,1,26,66,2.5,1,69,340,4.9,14,5,2,21,5,39,1,0,1
"3","marshall","2001-09-08","","Massachusetts","W (49-20)",21,32,65.6,331,5,32,214,6.7,2,64,545,8.5,14,12,2,28,10,100,1,1,2
"4","marshall","2001-09-29","","Bowling Green State","W (37-31)",22,35,62.9,327,4,41,94,2.3,1,76,421,5.5,14,8,1,23,6,61,2,0,2
"5","marshall","2001-10-06","@","Northern Illinois","W (37-15)",16,29,55.2,184,3,42,174,4.1,0,71,358,5,6,11,0,17,17,132,0,1,1
"6","marshall","2001-10-13","@","Buffalo","W (34-14)",37,49,75.5,455,2,36,108,3,2,85,563,6.6,22,8,0,30,10,77,1,2,3
"7","marshall","2001-10-20","","Central Michigan","W (42-21)",31,46,67.4,484,3,33,163,4.9,3,79,647,8.2,17,10,4,31,7,87,0,0,0
"8","marshall","2001-10-27","","Akron","W (50-33)",25,39,64.1,434,4,36,292,8.1,3,75,726,9.7,17,10,4,31,10,106,1,0,1
"9","marshall","2001-11-03","@","Kent State","W (42-21)",25,35,71.4,341,3,44,264,6,3,79,605,7.7,13,15,2,30,9,55,0,2,2
"10","marshall","2001-11-10","@","Miami (OH)","W (27-21)",30,43,69.8,333,2,37,90,2.4,1,80,423,5.3,21,5,2,28,4,24,1,0,1
"11","marshall","2001-11-17","","Ohio","W (42-18)",28,39,71.8,399,6,24,113,4.7,0,63,512,8.1,17,6,1,24,4,30,1,0,1
"12","marshall","2001-11-24","","Youngstown State","W (38-24)",25,35,71.4,218,3,31,161,5.2,1,66,379,5.7,11,9,1,21,7,64,1,0,1
"13","marshall","2001-11-30","@","Toledo","L (36-41)",32,52,61.5,421,4,21,120,5.7,1,73,541,7.4,17,8,3,28,6,50,2,1,3
