"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","alabama","2001-09-01","","UCLA","L (17-20)",15,25,60,299,2,46,159,3.5,0,71,458,6.5,9,8,0,17,15,93,1,1,2
"3","alabama","2001-09-08","@","Vanderbilt","W (12-9)",10,17,58.8,128,0,43,229,5.3,0,60,357,6,5,12,0,17,4,30,0,0,0
"4","alabama","2001-09-22","","Arkansas","W (31-10)",9,16,56.3,133,1,34,116,3.4,1,50,249,5,5,4,2,11,8,49,2,0,2
"5","alabama","2001-09-29","@","South Carolina","L (36-37)",20,25,80,231,1,58,285,4.9,3,83,516,6.2,15,14,1,30,10,83,2,1,3
"6","alabama","2001-10-06","","Texas-El Paso","W (56-7)",15,26,57.7,228,2,53,360,6.8,6,79,588,7.4,9,17,1,27,14,121,1,0,1
"7","alabama","2001-10-13","@","Mississippi","L (24-27)",7,24,29.2,136,2,38,227,6,1,62,363,5.9,4,11,0,15,4,17,0,1,1
"8","alabama","2001-10-20","","Tennessee","L (24-35)",10,23,43.5,165,2,31,163,5.3,1,54,328,6.1,3,8,2,13,6,39,0,0,0
"9","alabama","2001-11-03","","Louisiana State","L (21-35)",15,28,53.6,209,1,39,174,4.5,1,67,383,5.7,7,11,0,18,9,85,0,1,1
"10","alabama","2001-11-10","","Mississippi State","W (24-17)",13,27,48.1,173,1,46,228,5,2,73,401,5.5,8,11,3,22,9,69,2,0,2
"11","alabama","2001-11-17","@","Auburn","W (31-7)",22,30,73.3,221,2,44,328,7.5,2,74,549,7.4,11,12,2,25,8,84,0,0,0
"12","alabama","2001-11-29","","Southern Mississippi","W (28-15)",7,19,36.8,90,2,40,221,5.5,2,59,311,5.3,4,11,1,16,6,67,2,1,3
