"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","south-florida","2001-08-30","@","Northern Illinois","L (17-20)",17,32,53.1,223,2,30,51,1.7,0,62,274,4.4,7,3,2,12,11,95,1,0,1
"3","south-florida","2001-09-08","@","Pittsburgh","W (35-26)",37,65,56.9,343,4,32,100,3.1,1,97,443,4.6,17,7,3,27,8,65,1,1,2
"4","south-florida","2001-09-22","@","Memphis","L (9-17)",25,62,40.3,276,0,23,124,5.4,0,85,400,4.7,11,7,2,20,13,93,1,3,4
"5","south-florida","2001-09-29","","North Texas","W (28-10)",15,24,62.5,206,0,41,126,3.1,3,65,332,5.1,9,6,0,15,7,75,1,1,2
"6","south-florida","2001-10-06","@","Utah","L (21-52)",32,61,52.5,336,3,26,67,2.6,0,87,403,4.6,14,5,8,27,10,77,2,1,3
"7","south-florida","2001-10-13","","Connecticut","W (40-21)",25,39,64.1,270,2,32,64,2,3,71,334,4.7,14,6,3,23,17,158,1,2,3
"8","south-florida","2001-10-20","","Southern Utah","W (42-12)",41,54,75.9,332,3,33,97,2.9,3,87,429,4.9,21,8,2,31,6,49,1,1,2
"9","south-florida","2001-10-27","","Liberty","W (68-37)",21,40,52.5,309,4,29,271,9.3,5,69,580,8.4,13,12,0,25,8,55,2,1,3
"10","south-florida","2001-11-03","","Houston","W (45-6)",25,39,64.1,301,1,29,144,5,4,68,445,6.5,11,6,2,19,10,85,1,1,2
"11","south-florida","2001-11-10","","Western Illinois","W (48-17)",20,33,60.6,277,2,45,232,5.2,5,78,509,6.5,10,11,1,22,7,64,2,0,2
"12","south-florida","2001-11-24","","Utah State","W (34-13)",15,34,44.1,132,1,24,138,5.8,1,58,270,4.7,9,5,1,15,13,111,1,1,2
