"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","alabama-birmingham","2001-08-30","","Montana State","W (41-13)",10,24,41.7,161,2,51,267,5.2,3,75,428,5.7,6,14,2,22,10,70,0,2,2
"3","alabama-birmingham","2001-09-08","@","Florida State","L (7-29)",13,27,48.1,149,0,29,83,2.9,1,56,232,4.1,10,5,3,18,11,106,1,1,2
"4","alabama-birmingham","2001-09-22","","Army","W (55-3)",19,25,76,220,2,49,239,4.9,4,74,459,6.2,11,9,1,21,6,50,0,0,0
"5","alabama-birmingham","2001-09-29","@","Southern Mississippi","L (0-3)",16,26,61.5,141,0,34,89,2.6,0,60,230,3.8,8,6,0,14,8,68,1,2,3
"6","alabama-birmingham","2001-10-06","@","Central Florida","L (7-24)",13,26,50,76,0,27,35,1.3,1,53,111,2.1,6,2,3,11,11,34,2,0,2
"7","alabama-birmingham","2001-10-13","","Cincinnati","L (17-31)",11,30,36.7,133,1,47,200,4.3,1,77,333,4.3,5,13,1,19,5,50,0,2,2
"8","alabama-birmingham","2001-10-20","","Tulane","W (34-27)",6,18,33.3,76,0,68,307,4.5,4,86,383,4.5,3,17,1,21,10,84,2,2,4
"9","alabama-birmingham","2001-10-27","@","Memphis","W (17-14)",7,20,35,61,0,44,114,2.6,2,64,175,2.7,2,5,2,9,7,45,1,1,2
"10","alabama-birmingham","2001-11-10","","Texas Christian","W (38-17)",9,18,50,223,2,43,104,2.4,2,61,327,5.4,7,7,2,16,9,75,0,1,1
"11","alabama-birmingham","2001-11-17","@","Houston","W (43-21)",8,15,53.3,128,1,54,252,4.7,3,69,380,5.5,7,14,1,22,7,50,0,0,0
"12","alabama-birmingham","2001-12-01","@","Pittsburgh","L (6-24)",16,36,44.4,198,0,32,76,2.4,0,68,274,4,7,6,0,13,7,49,1,0,1
