"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","virginia-tech","2001-09-01","","Connecticut","W (52-10)",21,30,70,323,3,46,283,6.2,4,76,606,8,15,13,1,29,7,66,0,0,0
"3","virginia-tech","2001-09-08","","Western Michigan","W (31-0)",14,26,53.8,156,1,58,271,4.7,3,84,427,5.1,6,18,3,27,4,25,2,0,2
"4","virginia-tech","2001-09-22","@","Rutgers","W (50-0)",19,27,70.4,175,4,46,223,4.8,1,73,398,5.5,10,9,4,23,8,108,1,0,1
"5","virginia-tech","2001-09-29","","Central Florida","W (46-14)",16,29,55.2,203,0,50,232,4.6,3,79,435,5.5,6,13,3,22,10,89,3,0,3
"6","virginia-tech","2001-10-06","@","West Virginia","W (35-0)",14,24,58.3,188,0,56,224,4,4,80,412,5.2,11,9,0,20,6,60,0,2,2
"7","virginia-tech","2001-10-13","","Boston College","W (34-20)",16,29,55.2,225,2,49,171,3.5,1,78,396,5.1,9,8,6,23,8,70,0,2,2
"8","virginia-tech","2001-10-27","","Syracuse","L (14-22)",15,32,46.9,162,1,34,90,2.6,1,66,252,3.8,9,7,2,18,3,30,2,0,2
"9","virginia-tech","2001-11-03","@","Pittsburgh","L (7-38)",17,36,47.2,136,0,25,15,0.6,0,61,151,2.5,6,1,1,8,11,120,2,2,4
"10","virginia-tech","2001-11-10","@","Temple","W (35-0)",11,18,61.1,134,2,44,225,5.1,3,62,359,5.8,5,7,1,13,8,65,0,1,1
"11","virginia-tech","2001-11-17","@","Virginia","W (31-17)",12,24,50,190,3,55,241,4.4,1,79,431,5.5,6,11,3,20,8,79,1,1,2
"12","virginia-tech","2001-12-01","","Miami (FL)","L (24-26)",4,16,25,81,0,39,167,4.3,2,55,248,4.5,2,6,3,11,3,27,1,4,5
