"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","michigan-state","2001-09-08","","Central Michigan","W (35-21)",18,29,62.1,290,3,49,196,4,2,78,486,6.2,12,10,3,25,11,70,2,1,3
"3","michigan-state","2001-09-22","@","Notre Dame","W (17-10)",14,25,56,208,2,40,124,3.1,0,65,332,5.1,8,6,2,16,14,101,0,0,0
"4","michigan-state","2001-09-29","@","Northwestern","L (26-27)",22,37,59.5,274,0,42,111,2.6,2,79,385,4.9,15,8,3,26,9,66,2,1,3
"5","michigan-state","2001-10-13","","Iowa","W (31-28)",14,22,63.6,179,2,39,90,2.3,1,61,269,4.4,8,6,1,15,8,58,2,0,2
"6","michigan-state","2001-10-20","@","Minnesota","L (19-28)",27,47,57.4,351,2,37,121,3.3,0,84,472,5.6,18,10,1,29,6,49,1,1,2
"7","michigan-state","2001-10-27","@","Wisconsin","W (42-28)",13,20,65,326,3,39,237,6.1,3,59,563,9.5,9,8,1,18,7,53,0,2,2
"8","michigan-state","2001-11-03","","Michigan","W (26-24)",15,37,40.5,183,2,53,169,3.2,1,90,352,3.9,11,10,4,25,2,25,1,0,1
"9","michigan-state","2001-11-10","","Indiana","L (28-37)",20,30,66.7,288,3,30,110,3.7,1,60,398,6.6,15,7,0,22,9,72,1,2,3
"10","michigan-state","2001-11-17","@","Purdue","L (14-24)",24,45,53.3,304,1,33,60,1.8,1,78,364,4.7,15,5,0,20,4,37,4,2,6
"11","michigan-state","2001-11-24","","Penn State","L (37-42)",24,36,66.7,356,3,41,186,4.5,2,77,542,7,13,11,0,24,4,57,1,0,1
"12","michigan-state","2001-12-01","","Missouri","W (55-7)",17,27,63,375,3,52,264,5.1,4,79,639,8.1,15,14,0,29,10,95,1,1,2
