"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","fresno-state","2001-08-26","@","Colorado","W (24-22)",21,36,58.3,198,1,35,89,2.5,2,71,287,4,10,3,4,17,13,89,0,0,0
"3","fresno-state","2001-09-02","","Oregon State","W (44-24)",21,34,61.8,340,4,34,122,3.6,1,68,462,6.8,13,5,4,22,9,73,0,0,0
"4","fresno-state","2001-09-08","@","Wisconsin","W (32-20)",22,38,57.9,240,2,46,174,3.8,0,84,414,4.9,13,10,0,23,11,77,0,1,1
"5","fresno-state","2001-09-22","@","Tulsa","W (37-18)",22,29,75.9,314,3,33,199,6,1,62,513,8.3,15,6,1,22,5,37,0,1,1
"6","fresno-state","2001-09-29","","Louisiana Tech","W (38-28)",26,42,61.9,319,2,43,247,5.7,3,85,566,6.7,17,9,2,28,10,131,0,0,0
"7","fresno-state","2001-10-13","@","Colorado State","W (25-22)",28,37,75.7,389,2,29,143,4.9,0,66,532,8.1,21,2,0,23,8,50,0,0,0
"8","fresno-state","2001-10-19","","Boise State","L (30-35)",30,50,60,345,3,37,109,2.9,1,87,454,5.2,16,9,1,26,6,40,1,1,2
"9","fresno-state","2001-10-26","@","Hawaii","L (34-38)",28,45,62.2,400,4,33,68,2.1,0,78,468,6,21,1,4,26,13,118,2,1,3
"10","fresno-state","2001-11-03","","Rice","W (52-24)",20,32,62.5,334,5,36,172,4.8,2,68,506,7.4,16,7,1,24,13,118,1,0,1
"11","fresno-state","2001-11-10","@","Southern Methodist","W (38-13)",25,37,67.6,292,4,35,79,2.3,1,72,371,5.2,10,6,1,17,7,55,0,2,2
"12","fresno-state","2001-11-17","@","Nevada","W (61-14)",23,35,65.7,368,4,34,200,5.9,3,69,568,8.2,14,7,0,21,7,40,1,1,2
"13","fresno-state","2001-11-23","","San Jose State","W (40-21)",21,37,56.8,328,2,51,282,5.5,3,88,610,6.9,14,16,2,32,9,80,0,1,1
"14","fresno-state","2001-12-01","","Utah State","W (70-21)",24,31,77.4,469,6,54,244,4.5,3,85,713,8.4,18,12,2,32,13,138,0,0,0
