"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","florida","2001-09-01","","Marshall","W (49-14)",25,38,65.8,430,4,28,111,4,3,66,541,8.2,16,6,0,22,11,89,0,1,1
"3","florida","2001-09-08","","Louisiana-Monroe","W (55-6)",33,49,67.3,432,4,31,168,5.4,3,80,600,7.5,24,10,0,34,8,65,2,1,3
"4","florida","2001-09-22","@","Kentucky","W (44-10)",25,40,62.5,397,5,32,168,5.3,1,72,565,7.8,16,7,2,25,6,40,3,0,3
"5","florida","2001-09-29","","Mississippi State","W (52-0)",29,49,59.2,507,6,30,133,4.4,1,79,640,8.1,21,10,4,35,15,103,1,0,1
"6","florida","2001-10-06","@","Louisiana State","W (44-15)",26,41,63.4,504,6,26,128,4.9,0,67,632,9.4,20,7,1,28,12,68,0,2,2
"7","florida","2001-10-13","@","Auburn","L (20-23)",25,42,59.5,364,2,18,-36,-2,0,60,328,5.5,17,0,1,18,10,63,1,4,5
"8","florida","2001-10-27","N","Georgia","W (24-10)",27,35,77.1,407,2,38,177,4.7,1,73,584,8,20,9,0,29,12,106,2,2,4
"9","florida","2001-11-03","","Vanderbilt","W (71-13)",25,40,62.5,403,6,37,168,4.5,3,77,571,7.4,16,11,1,28,9,59,2,1,3
"10","florida","2001-11-10","@","South Carolina","W (54-17)",22,34,64.7,312,4,31,170,5.5,1,65,482,7.4,13,11,2,26,4,20,1,0,1
"11","florida","2001-11-17","","Florida State","W (37-13)",28,43,65.1,330,2,30,123,4.1,2,73,453,6.2,14,9,1,24,5,50,1,1,2
"12","florida","2001-12-01","","Tennessee","L (32-34)",34,53,64.2,371,2,23,36,1.6,1,76,407,5.4,17,4,2,23,9,58,0,1,1
