"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","louisiana-tech","2001-09-01","","Southern Methodist","W (36-6)",22,35,62.9,189,0,24,56,2.3,2,59,245,4.2,9,4,2,15,11,90,0,1,1
"3","louisiana-tech","2001-09-08","@","Oklahoma State","L (23-30)",29,54,53.7,286,1,26,13,0.5,0,80,299,3.7,15,4,1,20,10,78,1,2,3
"4","louisiana-tech","2001-09-29","@","Fresno State","L (28-38)",32,60,53.3,368,4,23,69,3,0,83,437,5.3,15,5,2,22,7,61,1,2,3
"5","louisiana-tech","2001-10-06","","San Jose State","W (41-20)",31,42,73.8,407,5,30,168,5.6,0,72,575,8,17,12,1,30,9,75,1,0,1
"6","louisiana-tech","2001-10-13","@","Nevada","W (45-42)",30,49,61.2,456,4,32,105,3.3,2,81,561,6.9,22,7,5,34,8,101,1,0,1
"7","louisiana-tech","2001-10-20","@","Auburn","L (41-48)",27,52,51.9,381,3,25,152,6.1,2,77,533,6.9,16,7,2,25,4,45,1,5,6
"8","louisiana-tech","2001-10-27","","Rice","W (41-38)",30,45,66.7,384,2,37,104,2.8,3,82,488,6,13,10,0,23,9,78,2,1,3
"9","louisiana-tech","2001-11-03","","Boise State","W (48-42)",30,48,62.5,464,4,26,52,2,2,74,516,7,15,7,0,22,9,68,1,0,1
"10","louisiana-tech","2001-11-10","@","Texas-El Paso","W (53-30)",20,31,64.5,227,5,43,223,5.2,1,74,450,6.1,13,11,0,24,8,60,0,1,1
"11","louisiana-tech","2001-11-17","@","Kansas State","L (7-40)",16,38,42.1,144,1,20,31,1.6,0,58,175,3,6,3,0,9,7,63,1,2,3
"12","louisiana-tech","2001-11-24","@","Tulsa","W (19-7)",16,28,57.1,137,1,43,233,5.4,1,71,370,5.2,8,13,1,22,3,15,0,0,0
