"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","navy","2001-08-30","@","Temple","L (26-45)",15,30,50,210,2,31,49,1.6,1,61,259,4.2,11,5,1,17,3,30,0,1,1
"3","navy","2001-09-08","","Georgia Tech","L (7-70)",11,26,42.3,111,0,40,106,2.7,1,66,217,3.3,5,6,2,13,3,19,3,2,5
"4","navy","2001-09-22","","Boston College","L (21-38)",4,9,44.4,124,1,51,177,3.5,2,60,301,5,4,9,2,15,5,45,1,2,3
"5","navy","2001-10-06","","Air Force","L (18-24)",13,20,65,189,1,50,223,4.5,1,70,412,5.9,7,11,2,20,6,80,1,1,2
"6","navy","2001-10-13","","Rice","L (13-21)",10,16,62.5,125,0,51,150,2.9,1,67,275,4.1,4,9,3,16,4,39,0,0,0
"7","navy","2001-10-20","@","Rutgers","L (17-23)",9,22,40.9,125,1,52,254,4.9,1,74,379,5.1,6,11,3,20,5,40,2,1,3
"8","navy","2001-10-27","@","Toledo","L (20-21)",7,13,53.8,113,1,52,285,5.5,1,65,398,6.1,5,13,1,19,4,25,2,1,3
"9","navy","2001-11-10","","Tulane","L (28-42)",10,34,29.4,113,1,56,300,5.4,3,90,413,4.6,7,15,2,24,8,58,1,2,3
"10","navy","2001-11-17","@","Notre Dame","L (16-34)",7,18,38.9,123,0,45,177,3.9,1,63,300,4.8,6,6,2,14,0,0,2,1,3
"11","navy","2001-12-01","N","Army","L (17-26)",12,36,33.3,142,1,37,97,2.6,0,73,239,3.3,8,6,3,17,1,5,1,1,2
