"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","kansas","2001-09-01","","Missouri State","W (24-10)",19,29,65.5,231,1,37,102,2.8,1,66,333,5,8,8,1,17,8,75,2,2,4
"3","kansas","2001-09-08","","UCLA","L (17-41)",12,33,36.4,156,0,36,86,2.4,2,69,242,3.5,9,4,3,16,8,70,1,2,3
"4","kansas","2001-09-22","@","Colorado","L (16-27)",12,25,48,165,1,44,113,2.6,0,69,278,4,6,5,4,15,11,106,0,0,0
"5","kansas","2001-10-06","@","Texas Tech","W (34-31)",13,32,40.6,116,2,57,288,5.1,1,89,404,4.5,3,18,1,22,11,94,0,0,0
"6","kansas","2001-10-13","","Oklahoma","L (10-38)",9,26,34.6,139,1,40,84,2.1,0,66,223,3.4,3,4,1,8,9,71,3,1,4
"7","kansas","2001-10-20","","Missouri","L (34-38)",13,25,52,242,2,34,102,3,1,59,344,5.8,8,5,1,14,6,61,0,0,0
"8","kansas","2001-10-27","@","Kansas State","L (6-40)",16,36,44.4,165,0,31,47,1.5,0,67,212,3.2,7,6,3,16,8,56,0,0,0
"9","kansas","2001-11-03","","Nebraska","L (7-51)",8,17,47.1,79,1,42,124,3,0,59,203,3.4,3,7,1,11,3,28,1,2,3
"10","kansas","2001-11-10","@","Texas","L (0-59)",5,19,26.3,40,0,33,27,0.8,0,52,67,1.3,1,2,4,7,1,16,2,2,4
"11","kansas","2001-11-17","","Iowa State","L (7-49)",12,26,46.2,126,1,34,85,2.5,0,60,211,3.5,6,7,1,14,5,62,1,5,6
"12","kansas","2001-11-24","","Wyoming","W (27-14)",13,27,48.1,221,1,50,230,4.6,2,77,451,5.9,9,15,1,25,7,60,0,1,1
