"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","mississippi-state","2001-09-03","","Memphis","W (30-10)",12,22,54.5,174,2,41,179,4.4,1,63,353,5.6,5,10,2,17,8,91,3,1,4
"3","mississippi-state","2001-09-20","","South Carolina","L (14-16)",27,46,58.7,261,1,34,119,3.5,1,80,380,4.8,17,6,0,23,7,57,1,1,2
"4","mississippi-state","2001-09-29","@","Florida","L (0-52)",18,37,48.6,170,0,28,44,1.6,0,65,214,3.3,7,5,1,13,14,97,1,1,2
"5","mississippi-state","2001-10-06","@","Auburn","L (14-16)",12,25,48,176,1,34,109,3.2,0,59,285,4.8,5,6,2,13,9,90,1,1,2
"6","mississippi-state","2001-10-13","","Troy","L (9-21)",13,34,38.2,144,1,47,128,2.7,0,81,272,3.4,7,11,1,19,7,56,1,3,4
"7","mississippi-state","2001-10-20","","Louisiana State","L (0-42)",18,42,42.9,248,0,34,74,2.2,0,76,322,4.2,12,6,1,19,8,57,1,3,4
"8","mississippi-state","2001-11-03","","Kentucky","W (17-14)",17,32,53.1,207,1,45,221,4.9,1,77,428,5.6,5,14,0,19,10,123,0,1,1
"9","mississippi-state","2001-11-10","@","Alabama","L (17-24)",19,37,51.4,183,2,32,117,3.7,0,69,300,4.3,9,6,1,16,13,131,0,1,1
"10","mississippi-state","2001-11-17","@","Arkansas","L (21-24)",17,31,54.8,192,1,30,65,2.2,1,61,257,4.2,6,6,1,13,7,45,0,3,3
"11","mississippi-state","2001-11-22","","Mississippi","W (36-28)",14,21,66.7,263,1,45,199,4.4,4,66,462,7,9,10,2,21,11,113,0,0,0
"12","mississippi-state","2001-12-01","","Brigham Young","L (38-41)",20,28,71.4,346,3,27,160,5.9,2,55,506,9.2,11,6,2,19,10,127,2,1,3
