"","Team","X","Opponent","Result","Date"
"1","Air Force","@","Tennessee","L (30-31)",2006-09-09
"2","Air Force","@","Wyoming","W (31-24)",2006-09-23
"3","Air Force","","New Mexico","W (24-7)",2006-09-30
"4","Air Force","","Navy","L (17-24)",2006-10-07
"5","Air Force","","Colorado State","W (24-21)",2006-10-12
"6","Air Force","@","San Diego State","L (12-19)",2006-10-21
"7","Air Force","","Brigham Young","L (14-33)",2006-10-28
"8","Air Force","@","Army","W (43-7)",2006-11-03
"9","Air Force","","Notre Dame","L (17-39)",2006-11-11
"10","Air Force","","Utah","L (14-17)",2006-11-18
"11","Air Force","@","Nevada-Las Vegas","L (39-42)",2006-11-24
"12","Air Force","@","Texas Christian","L (14-38)",2006-12-02
"13","Akron","@","Penn State","L (16-34)",2006-09-02
"14","Akron","@","North Carolina State","W (20-17)",2006-09-09
"15","Akron","@","Central Michigan","L (21-24)",2006-09-16
"16","Akron","","North Texas","W (33-13)",2006-09-23
"17","Akron","@","Kent State","L (15-37)",2006-09-30
"18","Akron","@","Cincinnati","L (14-20)",2006-10-07
"19","Akron","","Miami (OH)","W (24-13)",2006-10-21
"20","Akron","@","Toledo","L (20-35)",2006-10-28
"21","Akron","","Bowling Green State","W (35-28)",2006-11-04
"22","Akron","","Buffalo","W (31-16)",2006-11-09
"23","Akron","@","Ohio","L (7-17)",2006-11-16
"24","Akron","","Western Michigan","L (0-17)",2006-11-24
"25","Alabama","","Hawaii","W (25-17)",2006-09-02
"26","Alabama","","Vanderbilt","W (13-10)",2006-09-09
"27","Alabama","","Louisiana-Monroe","W (41-7)",2006-09-16
"28","Alabama","@","Arkansas","L (23-24)",2006-09-23
"29","Alabama","@","Florida","L (13-28)",2006-09-30
"30","Alabama","","Duke","W (30-14)",2006-10-07
"31","Alabama","","Mississippi","W (26-23)",2006-10-14
"32","Alabama","@","Tennessee","L (13-16)",2006-10-21
"33","Alabama","","Florida International","W (38-3)",2006-10-28
"34","Alabama","","Mississippi State","L (16-24)",2006-11-04
"35","Alabama","@","Louisiana State","L (14-28)",2006-11-11
"36","Alabama","","Auburn","L (15-22)",2006-11-18
"37","Alabama","N","Oklahoma State","L (31-34)",2006-12-28
"38","Arizona","","Brigham Young","W (16-13)",2006-09-02
"39","Arizona","@","Louisiana State","L (3-45)",2006-09-09
"40","Arizona","","Non-Major","W (28-10)",2006-09-16
"41","Arizona","","Southern California","L (3-20)",2006-09-23
"42","Arizona","","Washington","L (10-21)",2006-09-30
"43","Arizona","@","UCLA","L (7-27)",2006-10-07
"44","Arizona","@","Stanford","W (20-7)",2006-10-14
"45","Arizona","","Oregon State","L (10-17)",2006-10-21
"46","Arizona","@","Washington State","W (27-17)",2006-11-04
"47","Arizona","","California","W (24-20)",2006-11-11
"48","Arizona","@","Oregon","W (37-10)",2006-11-18
"49","Arizona","","Arizona State","L (14-28)",2006-11-25
"50","Arizona State","","Non-Major","W (35-14)",2006-08-31
"51","Arizona State","","Nevada","W (52-21)",2006-09-09
"52","Arizona State","@","Colorado","W (21-3)",2006-09-16
"53","Arizona State","@","California","L (21-49)",2006-09-23
"54","Arizona State","","Oregon","L (13-48)",2006-09-30
"55","Arizona State","@","Southern California","L (21-28)",2006-10-14
"56","Arizona State","","Stanford","W (38-3)",2006-10-21
"57","Arizona State","@","Washington","W (26-23)",2006-10-28
"58","Arizona State","@","Oregon State","L (10-44)",2006-11-04
"59","Arizona State","","Washington State","W (47-14)",2006-11-11
"60","Arizona State","","UCLA","L (12-24)",2006-11-18
"62","Arizona State","@","Hawaii","L (24-41)",2006-12-24
"63","Arkansas","","Southern California","L (14-50)",2006-09-02
"64","Arkansas","","Utah State","W (20-0)",2006-09-09
"65","Arkansas","@","Vanderbilt","W (21-19)",2006-09-16
"67","Arkansas","@","Auburn","W (27-10)",2006-10-07
"68","Arkansas","","Non-Major","W (63-7)",2006-10-14
"69","Arkansas","","Mississippi","W (38-3)",2006-10-21
"70","Arkansas","","Louisiana-Monroe","W (44-10)",2006-10-28
"71","Arkansas","@","South Carolina","W (26-20)",2006-11-04
"72","Arkansas","","Tennessee","W (31-14)",2006-11-11
"73","Arkansas","@","Mississippi State","W (28-14)",2006-11-18
"74","Arkansas","","Louisiana State","L (26-31)",2006-11-24
"75","Arkansas","N","Florida","L (28-38)",2006-12-02
"76","Arkansas","N","Wisconsin","L (14-17)",2007-01-01
"77","Arkansas State","","Army","W (14-6)",2006-09-02
"78","Arkansas State","","Oklahoma State","L (7-35)",2006-09-09
"79","Arkansas State","@","Southern Methodist","L (9-55)",2006-09-23
"80","Arkansas State","@","Florida International","W (31-6)",2006-09-30
"81","Arkansas State","","Louisiana-Monroe","W (10-6)",2006-10-07
"82","Arkansas State","@","Memphis","W (26-23)",2006-10-14
"83","Arkansas State","","North Texas","W (29-10)",2006-10-21
"84","Arkansas State","@","Florida Atlantic","L (0-29)",2006-10-28
"85","Arkansas State","@","Auburn","L (0-27)",2006-11-04
"86","Arkansas State","","Middle Tennessee State","L (10-38)",2006-11-11
"87","Arkansas State","@","Troy","W (33-26)",2006-11-18
"88","Arkansas State","@","Louisiana","L (13-28)",2006-11-25
"90","Army","","Kent State","W (17-14)",2006-09-09
"91","Army","@","Texas A&M","L (24-28)",2006-09-16
"92","Army","@","Baylor","W (27-20)",2006-09-23
"93","Army","","Rice","L (14-48)",2006-09-30
"94","Army","","Non-Major","W (62-7)",2006-10-07
"95","Army","@","Connecticut","L (7-21)",2006-10-14
"96","Army","","Texas Christian","L (17-31)",2006-10-21
"97","Army","@","Tulane","L (28-42)",2006-10-28
"99","Army","@","Notre Dame","L (9-41)",2006-11-18
"100","Army","N","Navy","L (14-26)",2006-12-02
"101","Auburn","","Washington State","W (40-14)",2006-09-02
"102","Auburn","@","Mississippi State","W (34-0)",2006-09-09
"103","Auburn","","Louisiana State","W (7-3)",2006-09-16
"104","Auburn","","Buffalo","W (38-7)",2006-09-23
"105","Auburn","@","South Carolina","W (24-17)",2006-09-28
"107","Auburn","","Florida","W (27-17)",2006-10-14
"108","Auburn","","Tulane","W (38-13)",2006-10-21
"109","Auburn","@","Mississippi","W (23-17)",2006-10-28
"111","Auburn","","Georgia","L (15-37)",2006-11-11
"113","Auburn","N","Nebraska","W (17-14)",2007-01-01
"114","Ball State","","Eastern Michigan","W (38-20)",2006-08-31
"115","Ball State","","Indiana","L (23-24)",2006-09-09
"116","Ball State","@","Purdue","L (28-38)",2006-09-16
"117","Ball State","","Non-Major","L (24-29)",2006-09-23
"118","Ball State","","Northern Illinois","L (28-40)",2006-09-30
"119","Ball State","@","Buffalo","W (55-25)",2006-10-07
"120","Ball State","@","Central Michigan","L (7-18)",2006-10-14
"121","Ball State","","Western Michigan","L (27-41)",2006-10-21
"122","Ball State","@","Miami (OH)","W (20-17)",2006-10-28
"123","Ball State","@","Michigan","L (26-34)",2006-11-04
"124","Ball State","@","Toledo","W (20-17)",2006-11-14
"125","Ball State","","Kent State","W (30-6)",2006-11-24
"126","Baylor","","Texas Christian","L (7-17)",2006-09-03
"127","Baylor","","Non-Major","W (47-10)",2006-09-09
"128","Baylor","@","Washington State","L (15-17)",2006-09-16
"130","Baylor","","Kansas State","W (17-3)",2006-09-30
"131","Baylor","@","Colorado","W (34-31)",2006-10-07
"132","Baylor","@","Texas","L (31-63)",2006-10-14
"133","Baylor","","Kansas","W (36-35)",2006-10-21
"134","Baylor","","Texas A&M","L (21-31)",2006-10-28
"135","Baylor","@","Texas Tech","L (21-55)",2006-11-04
"136","Baylor","@","Oklahoma State","L (24-66)",2006-11-11
"137","Baylor","","Oklahoma","L (10-36)",2006-11-18
"138","Boise State","","Non-Major","W (45-0)",2006-08-31
"139","Boise State","","Oregon State","W (42-14)",2006-09-07
"140","Boise State","@","Wyoming","W (17-10)",2006-09-16
"141","Boise State","","Hawaii","W (41-34)",2006-09-23
"142","Boise State","@","Utah","W (36-3)",2006-09-30
"143","Boise State","","Louisiana Tech","W (55-14)",2006-10-07
"144","Boise State","@","New Mexico State","W (40-28)",2006-10-15
"145","Boise State","@","Idaho","W (42-26)",2006-10-21
"146","Boise State","","Fresno State","W (45-21)",2006-11-01
"147","Boise State","@","San Jose State","W (23-20)",2006-11-11
"148","Boise State","","Utah State","W (49-10)",2006-11-18
"149","Boise State","@","Nevada","W (38-7)",2006-11-25
"150","Boise State","N","Oklahoma","W (43-42)",2007-01-01
"151","Boston College","@","Central Michigan","W (31-24)",2006-08-31
"152","Boston College","","Clemson","W (34-33)",2006-09-09
"153","Boston College","","Brigham Young","W (30-23)",2006-09-16
"154","Boston College","@","North Carolina State","L (15-17)",2006-09-23
"155","Boston College","","Non-Major","W (22-0)",2006-09-30
"156","Boston College","","Virginia Tech","W (22-3)",2006-10-12
"157","Boston College","@","Florida State","W (24-19)",2006-10-21
"158","Boston College","","Buffalo","W (41-0)",2006-10-28
"159","Boston College","@","Wake Forest","L (14-21)",2006-11-04
"160","Boston College","","Duke","W (28-7)",2006-11-11
"161","Boston College","","Maryland","W (38-16)",2006-11-18
"162","Boston College","@","Miami (FL)","L (14-17)",2006-11-23
"163","Boston College","N","Navy","W (25-24)",2006-12-30
"164","Bowling Green State","","Wisconsin","L (14-35)",2006-09-02
"165","Bowling Green State","","Buffalo","W (48-40)",2006-09-09
"166","Bowling Green State","@","Florida International","W (33-28)",2006-09-16
"167","Bowling Green State","","Kent State","L (3-38)",2006-09-23
"168","Bowling Green State","@","Ohio","W (21-9)",2006-09-30
"169","Bowling Green State","@","Ohio State","L (7-35)",2006-10-07
"170","Bowling Green State","","Eastern Michigan","W (24-21)",2006-10-14
"171","Bowling Green State","@","Central Michigan","L (14-31)",2006-10-19
"172","Bowling Green State","@","Temple","L (14-28)",2006-10-28
"174","Bowling Green State","","Miami (OH)","L (7-9)",2006-11-15
"175","Bowling Green State","@","Toledo","L (21-31)",2006-11-21
"177","Brigham Young","","Tulsa","W (49-24)",2006-09-09
"179","Brigham Young","","Utah State","W (38-0)",2006-09-23
"180","Brigham Young","@","Texas Christian","W (31-17)",2006-09-28
"181","Brigham Young","","San Diego State","W (47-17)",2006-10-07
"182","Brigham Young","","Nevada-Las Vegas","W (52-7)",2006-10-21
"184","Brigham Young","@","Colorado State","W (24-3)",2006-11-04
"185","Brigham Young","","Wyoming","W (55-7)",2006-11-09
"186","Brigham Young","","New Mexico","W (42-17)",2006-11-18
"187","Brigham Young","@","Utah","W (33-31)",2006-11-25
"188","Brigham Young","N","Oregon","W (38-8)",2006-12-21
"189","Buffalo","","Temple","W (9-3)",2006-08-31
"191","Buffalo","@","Northern Illinois","L (13-31)",2006-09-16
"194","Buffalo","","Miami (OH)","L (31-38)",2006-10-15
"195","Buffalo","@","Ohio","L (7-42)",2006-10-21
"197","Buffalo","","Kent State","W (41-14)",2006-11-04
"199","Buffalo","@","Wisconsin","L (3-35)",2006-11-18
"200","Buffalo","","Central Michigan","L (28-55)",2006-11-24
"201","California","@","Tennessee","L (18-35)",2006-09-02
"202","California","","Minnesota","W (42-17)",2006-09-09
"203","California","","Non-Major","W (42-16)",2006-09-16
"205","California","@","Oregon State","W (41-13)",2006-09-30
