"","Team","X","Opponent","Result","Date"
"56","Arizona State","","Oregon State","L (17-28)",2009-10-03
"57","Arizona State","@","Washington State","W (27-14)",2009-10-10
"58","Arizona State","","Washington","W (24-17)",2009-10-17
"59","Arizona State","@","Stanford","L (14-33)",2009-10-24
"60","Arizona State","","California","L (21-23)",2009-10-31
"61","Arizona State","","Southern California","L (9-14)",2009-11-07
"62","Arizona State","@","Oregon","L (21-44)",2009-11-14
"63","Arizona State","@","UCLA","L (13-23)",2009-11-21
"65","Arkansas","","Non-Major","W (48-10)",2009-09-05
"66","Arkansas","","Georgia","L (41-52)",2009-09-19
"68","Arkansas","N","Texas A&M","W (47-19)",2009-10-03
"69","Arkansas","","Auburn","W (44-23)",2009-10-10
"70","Arkansas","@","Florida","L (20-23)",2009-10-17
"71","Arkansas","@","Mississippi","L (17-30)",2009-10-24
"72","Arkansas","","Eastern Michigan","W (63-27)",2009-10-31
"73","Arkansas","","South Carolina","W (33-16)",2009-11-07
"74","Arkansas","","Troy","W (56-20)",2009-11-14
"75","Arkansas","","Mississippi State","W (42-21)",2009-11-21
"76","Arkansas","@","Louisiana State","L (30-33)",2009-11-28
"77","Arkansas","N","East Carolina","W (20-17)",2010-01-02
"78","Arkansas State","","Non-Major","W (61-0)",2009-09-05
"79","Arkansas State","@","Nebraska","L (9-38)",2009-09-12
"80","Arkansas State","","Troy","L (27-30)",2009-09-26
"81","Arkansas State","@","Iowa","L (21-24)",2009-10-03
"82","Arkansas State","@","Louisiana-Monroe","L (10-16)",2009-10-13
"83","Arkansas State","","Florida International","W (27-10)",2009-10-24
"84","Arkansas State","@","Louisville","L (13-21)",2009-10-31
"85","Arkansas State","","Louisiana","L (18-21)",2009-11-07
"86","Arkansas State","@","Florida Atlantic","L (18-35)",2009-11-14
"87","Arkansas State","@","Middle Tennessee State","L (14-38)",2009-11-21
"88","Arkansas State","","North Texas","W (30-26)",2009-11-28
"89","Arkansas State","@","Western Kentucky","W (24-20)",2009-12-03
"90","Army","@","Eastern Michigan","W (27-14)",2009-09-05
"91","Army","","Duke","L (19-35)",2009-09-12
"92","Army","","Ball State","W (24-17)",2009-09-19
"93","Army","@","Iowa State","L (10-31)",2009-09-26
"94","Army","","Tulane","L (16-17)",2009-10-03
"95","Army","","Vanderbilt","W (16-13)",2009-10-10
"96","Army","@","Temple","L (13-27)",2009-10-17
"97","Army","","Rutgers","L (10-27)",2009-10-23
"99","Army","","Non-Major","W (22-17)",2009-11-14
"100","Army","@","North Texas","W (17-13)",2009-11-21
"101","Army","N","Navy","L (3-17)",2009-12-12
"102","Auburn","","Louisiana Tech","W (37-13)",2009-09-05
"103","Auburn","","Mississippi State","W (49-24)",2009-09-12
"104","Auburn","","West Virginia","W (41-30)",2009-09-19
"105","Auburn","","Ball State","W (54-30)",2009-09-26
"106","Auburn","@","Tennessee","W (26-22)",2009-10-03
"108","Auburn","","Kentucky","L (14-21)",2009-10-17
"109","Auburn","@","Louisiana State","L (10-31)",2009-10-24
"110","Auburn","","Mississippi","W (33-20)",2009-10-31
"111","Auburn","","Non-Major","W (63-31)",2009-11-07
"112","Auburn","@","Georgia","L (24-31)",2009-11-14
"114","Auburn","N","Northwestern","W (38-35)",2010-01-01
"115","Ball State","","North Texas","L (10-20)",2009-09-03
"116","Ball State","","Non-Major","L (16-23)",2009-09-12
"119","Ball State","","Toledo","L (30-37)",2009-10-03
"120","Ball State","@","Temple","L (19-24)",2009-10-10
"121","Ball State","","Bowling Green State","L (17-31)",2009-10-17
"122","Ball State","@","Eastern Michigan","W (29-27)",2009-10-24
"123","Ball State","","Ohio","L (17-20)",2009-10-31
"124","Ball State","@","Northern Illinois","L (20-26)",2009-11-12
"125","Ball State","","Central Michigan","L (3-35)",2009-11-18
"126","Ball State","@","Western Michigan","W (22-17)",2009-11-24
"127","Baylor","@","Wake Forest","W (24-21)",2009-09-05
"128","Baylor","","Connecticut","L (22-30)",2009-09-19
"129","Baylor","","Non-Major","W (68-13)",2009-09-26
"130","Baylor","","Kent State","W (31-15)",2009-10-03
"131","Baylor","@","Oklahoma","L (7-33)",2009-10-10
"132","Baylor","@","Iowa State","L (10-24)",2009-10-17
"133","Baylor","","Oklahoma State","L (7-34)",2009-10-24
"134","Baylor","","Nebraska","L (10-20)",2009-10-31
"135","Baylor","@","Missouri","W (40-32)",2009-11-07
"136","Baylor","","Texas","L (14-47)",2009-11-14
"137","Baylor","@","Texas A&M","L (3-38)",2009-11-21
"138","Baylor","N","Texas Tech","L (13-20)",2009-11-28
"139","Boise State","","Oregon","W (19-8)",2009-09-03
"140","Boise State","","Miami (OH)","W (48-0)",2009-09-12
"141","Boise State","@","Fresno State","W (51-34)",2009-09-18
"142","Boise State","@","Bowling Green State","W (49-14)",2009-09-26
"143","Boise State","","Non-Major","W (34-16)",2009-10-03
"144","Boise State","@","Tulsa","W (28-21)",2009-10-14
"145","Boise State","@","Hawaii","W (54-9)",2009-10-24
"146","Boise State","","San Jose State","W (45-7)",2009-10-31
"147","Boise State","@","Louisiana Tech","W (45-35)",2009-11-06
"148","Boise State","","Idaho","W (63-25)",2009-11-14
"149","Boise State","@","Utah State","W (52-21)",2009-11-20
"150","Boise State","","Nevada","W (44-33)",2009-11-27
"151","Boise State","","New Mexico State","W (42-7)",2009-12-05
"152","Boise State","N","Texas Christian","W (17-10)",2010-01-04
"153","Boston College","","Non-Major","W (54-0)",2009-09-05
"154","Boston College","","Kent State","W (34-7)",2009-09-12
"155","Boston College","@","Clemson","L (7-25)",2009-09-19
"156","Boston College","","Wake Forest","W (27-24)",2009-09-26
"157","Boston College","","Florida State","W (28-21)",2009-10-03
"158","Boston College","@","Virginia Tech","L (14-48)",2009-10-10
"159","Boston College","","North Carolina State","W (52-20)",2009-10-17
"160","Boston College","@","Notre Dame","L (16-20)",2009-10-24
"161","Boston College","","Central Michigan","W (31-10)",2009-10-31
"162","Boston College","@","Virginia","W (14-10)",2009-11-14
"163","Boston College","","North Carolina","L (13-31)",2009-11-21
"164","Boston College","@","Maryland","W (19-17)",2009-11-28
"165","Boston College","N","Southern California","L (13-24)",2009-12-26
"166","Bowling Green State","","Troy","W (31-14)",2009-09-03
"167","Bowling Green State","@","Missouri","L (20-27)",2009-09-12
"168","Bowling Green State","@","Marshall","L (10-17)",2009-09-19
"170","Bowling Green State","","Ohio","L (37-44)",2009-10-03
"171","Bowling Green State","@","Kent State","W (36-35)",2009-10-10
"173","Bowling Green State","","Central Michigan","L (10-24)",2009-10-24
"174","Bowling Green State","@","Buffalo","W (30-29)",2009-11-03
"175","Bowling Green State","@","Miami (OH)","W (35-14)",2009-11-12
"177","Bowling Green State","","Toledo","W (38-24)",2009-11-27
"178","Bowling Green State","N","Idaho","L (42-43)",2009-12-30
"179","Brigham Young","N","Oklahoma","W (14-13)",2009-09-05
"180","Brigham Young","@","Tulane","W (54-3)",2009-09-12
"181","Brigham Young","","Florida State","L (28-54)",2009-09-19
"182","Brigham Young","","Colorado State","W (42-23)",2009-09-26
"183","Brigham Young","","Utah State","W (35-17)",2009-10-02
"184","Brigham Young","@","Nevada-Las Vegas","W (59-21)",2009-10-10
"185","Brigham Young","@","San Diego State","W (38-28)",2009-10-17
"186","Brigham Young","","Texas Christian","L (7-38)",2009-10-24
"187","Brigham Young","@","Wyoming","W (52-0)",2009-11-07
"188","Brigham Young","@","New Mexico","W (24-19)",2009-11-14
"190","Brigham Young","","Utah","W (26-23)",2009-11-28
"191","Brigham Young","N","Oregon State","W (44-20)",2009-12-22
"192","Buffalo","@","Texas-El Paso","W (23-17)",2009-09-05
"193","Buffalo","","Pittsburgh","L (27-54)",2009-09-12
"194","Buffalo","@","Central Florida","L (17-23)",2009-09-19
"195","Buffalo","@","Temple","L (13-37)",2009-09-26
"196","Buffalo","","Central Michigan","L (13-20)",2009-10-03
"197","Buffalo","","Non-Major","W (40-3)",2009-10-10
"199","Buffalo","@","Western Michigan","L (31-34)",2009-10-24
"201","Buffalo","","Ohio","L (24-27)",2009-11-10
"202","Buffalo","@","Miami (OH)","W (42-17)",2009-11-18
"203","Buffalo","@","Kent State","W (9-6)",2009-11-27
"204","California","","Maryland","W (52-13)",2009-09-05
"205","California","","Non-Major","W (59-7)",2009-09-12
"206","California","@","Minnesota","W (35-21)",2009-09-19
"207","California","@","Oregon","L (3-42)",2009-09-26
"208","California","","Southern California","L (3-30)",2009-10-03
"209","California","@","UCLA","W (45-26)",2009-10-17
"210","California","","Washington State","W (49-17)",2009-10-24
"212","California","","Oregon State","L (14-31)",2009-11-07
"214","California","@","Stanford","W (34-28)",2009-11-21
"215","California","@","Washington","L (10-42)",2009-12-05
"216","California","N","Utah","L (27-37)",2009-12-23
"218","Central Michigan","@","Michigan State","W (29-27)",2009-09-12
"219","Central Michigan","","Non-Major","W (48-0)",2009-09-19
"222","Central Michigan","","Eastern Michigan","W (56-8)",2009-10-10
"223","Central Michigan","@","Western Michigan","W (34-23)",2009-10-17
"226","Central Michigan","","Toledo","W (56-28)",2009-11-11
"228","Central Michigan","","Northern Illinois","W (45-31)",2009-11-27
"229","Central Michigan","N","Ohio","W (20-10)",2009-12-04
"230","Central Michigan","N","Troy","W (44-41)",2010-01-06
"231","Cincinnati","@","Rutgers","W (47-15)",2009-09-07
"232","Cincinnati","","Non-Major","W (70-3)",2009-09-12
"233","Cincinnati","@","Oregon State","W (28-18)",2009-09-19
"234","Cincinnati","","Fresno State","W (28-20)",2009-09-26
"235","Cincinnati","@","Miami (OH)","W (37-13)",2009-10-03
"236","Cincinnati","@","South Florida","W (34-17)",2009-10-15
"237","Cincinnati","","Louisville","W (41-10)",2009-10-24
"238","Cincinnati","@","Syracuse","W (28-7)",2009-10-31
"239","Cincinnati","","Connecticut","W (47-45)",2009-11-07
"240","Cincinnati","","West Virginia","W (24-21)",2009-11-13
"241","Cincinnati","","Illinois","W (49-36)",2009-11-27
"242","Cincinnati","@","Pittsburgh","W (45-44)",2009-12-05
"243","Cincinnati","N","Florida","L (24-51)",2010-01-01
"244","Clemson","","Middle Tennessee State","W (37-14)",2009-09-05
"245","Clemson","@","Georgia Tech","L (27-30)",2009-09-10
"247","Clemson","","Texas Christian","L (10-14)",2009-09-26
"248","Clemson","@","Maryland","L (21-24)",2009-10-03
"249","Clemson","","Wake Forest","W (38-3)",2009-10-17
"250","Clemson","@","Miami (FL)","W (40-37)",2009-10-24
"251","Clemson","","Non-Major","W (49-3)",2009-10-31
"252","Clemson","","Florida State","W (40-24)",2009-11-07
"253","Clemson","@","North Carolina State","W (43-23)",2009-11-14
"254","Clemson","","Virginia","W (34-21)",2009-11-21
"255","Clemson","@","South Carolina","L (17-34)",2009-11-28
"256","Clemson","N","Georgia Tech","L (34-39)",2009-12-05
"257","Clemson","N","Kentucky","W (21-13)",2009-12-27
"258","Colorado","","Colorado State","L (17-23)",2009-09-06
"259","Colorado","@","Toledo","L (38-54)",2009-09-11
"260","Colorado","","Wyoming","W (24-0)",2009-09-19
"261","Colorado","@","West Virginia","L (24-35)",2009-10-01
"262","Colorado","@","Texas","L (14-38)",2009-10-10
"263","Colorado","","Kansas","W (34-30)",2009-10-17
"264","Colorado","@","Kansas State","L (6-20)",2009-10-24
"265","Colorado","","Missouri","L (17-36)",2009-10-31
"266","Colorado","","Texas A&M","W (35-34)",2009-11-07
"267","Colorado","@","Iowa State","L (10-17)",2009-11-14
"268","Colorado","@","Oklahoma State","L (28-31)",2009-11-19
"269","Colorado","","Nebraska","L (20-28)",2009-11-27
"271","Colorado State","","Non-Major","W (24-23)",2009-09-12
"272","Colorado State","","Nevada","W (35-20)",2009-09-19
"274","Colorado State","@","Idaho","L (29-31)",2009-10-03
"275","Colorado State","","Utah","L (17-24)",2009-10-10
"276","Colorado State","@","Texas Christian","L (6-44)",2009-10-17
"277","Colorado State","","San Diego State","L (28-42)",2009-10-24
"279","Colorado State","@","Nevada-Las Vegas","L (16-35)",2009-11-07
"280","Colorado State","@","New Mexico","L (27-29)",2009-11-21
"281","Colorado State","","Wyoming","L (16-17)",2009-11-27
"282","Connecticut","@","Ohio","W (23-16)",2009-09-05
"283","Connecticut","","North Carolina","L (10-12)",2009-09-12
"285","Connecticut","","Non-Major","W (52-10)",2009-09-26
"286","Connecticut","@","Pittsburgh","L (21-24)",2009-10-10
"287","Connecticut","","Louisville","W (38-25)",2009-10-17
"288","Connecticut","@","West Virginia","L (24-28)",2009-10-24
"289","Connecticut","","Rutgers","L (24-28)",2009-10-31
"291","Connecticut","@","Notre Dame","W (33-30)",2009-11-21
"292","Connecticut","","Syracuse","W (56-31)",2009-11-28
"293","Connecticut","","South Florida","W (29-27)",2009-12-05
"294","Connecticut","N","South Carolina","W (20-7)",2010-01-02
"295","Duke","","Non-Major","L (16-24)",2009-09-05
"297","Duke","@","Kansas","L (16-44)",2009-09-19
"298","Duke","","Non-Major","W (49-14)",2009-09-26
"299","Duke","","Virginia Tech","L (26-34)",2009-10-03
"300","Duke","@","North Carolina State","W (49-28)",2009-10-10
"301","Duke","","Maryland","W (17-13)",2009-10-24
"302","Duke","@","Virginia","W (28-17)",2009-10-31
"303","Duke","@","North Carolina","L (6-19)",2009-11-07
"304","Duke","","Georgia Tech","L (10-49)",2009-11-14
"305","Duke","@","Miami (FL)","L (16-34)",2009-11-21
"306","Duke","","Wake Forest","L (34-45)",2009-11-28
"307","East Carolina","","Non-Major","W (29-24)",2009-09-05
"308","East Carolina","@","West Virginia","L (20-35)",2009-09-12
"309","East Carolina","@","North Carolina","L (17-31)",2009-09-19
"310","East Carolina","","Central Florida","W (19-14)",2009-09-26
"311","East Carolina","@","Marshall","W (21-17)",2009-10-03
"312","East Carolina","@","Southern Methodist","L (21-28)",2009-10-10
"313","East Carolina","","Rice","W (49-13)",2009-10-17
"314","East Carolina","@","Memphis","W (38-19)",2009-10-27
"315","East Carolina","","Virginia Tech","L (3-16)",2009-11-05
"316","East Carolina","@","Tulsa","W (44-17)",2009-11-15
"317","East Carolina","","Alabama-Birmingham","W (37-21)",2009-11-21
"318","East Carolina","","Southern Mississippi","W (25-20)",2009-11-28
"319","East Carolina","","Houston","W (38-32)",2009-12-05
"322","Eastern Michigan","@","Northwestern","L (24-27)",2009-09-12
"323","Eastern Michigan","@","Michigan","L (17-45)",2009-09-19
"324","Eastern Michigan","","Temple","L (12-24)",2009-10-03
"326","Eastern Michigan","","Kent State","L (6-28)",2009-10-17
"329","Eastern Michigan","@","Northern Illinois","L (6-50)",2009-11-05
"330","Eastern Michigan","","Western Michigan","L (14-35)",2009-11-14
"331","Eastern Michigan","@","Toledo","L (21-47)",2009-11-20
"333","Florida Atlantic","@","Nebraska","L (3-49)",2009-09-05
"334","Florida Atlantic","@","South Carolina","L (16-38)",2009-09-19
"335","Florida Atlantic","","Louisiana-Monroe","L (25-27)",2009-09-26
"336","Florida Atlantic","","Wyoming","L (28-30)",2009-10-03
"337","Florida Atlantic","@","North Texas","W (44-40)",2009-10-17
"338","Florida Atlantic","@","Louisiana","W (51-29)",2009-10-24
"339","Florida Atlantic","","Middle Tennessee State","L (20-27)",2009-10-31
"340","Florida Atlantic","@","Alabama-Birmingham","L (29-56)",2009-11-07
"342","Florida Atlantic","@","Troy","L (21-47)",2009-11-21
"343","Florida Atlantic","","Western Kentucky","W (29-23)",2009-11-28
"344","Florida Atlantic","@","Florida International","W (28-21)",2009-12-05
"345","Florida","","Non-Major","W (62-3)",2009-09-05
"346","Florida","","Troy","W (56-6)",2009-09-12
"347","Florida","","Tennessee","W (23-13)",2009-09-19
"348","Florida","@","Kentucky","W (41-7)",2009-09-26
"349","Florida","@","Louisiana State","W (13-3)",2009-10-10
"351","Florida","@","Mississippi State","W (29-19)",2009-10-24
"352","Florida","N","Georgia","W (41-17)",2009-10-31
"353","Florida","","Vanderbilt","W (27-3)",2009-11-07
"354","Florida","@","South Carolina","W (24-14)",2009-11-14
"355","Florida","","Florida International","W (62-3)",2009-11-21
"356","Florida","","Florida State","W (37-10)",2009-11-28
"360","Florida International","@","Rutgers","L (15-23)",2009-09-19
"361","Florida International","","Toledo","L (31-41)",2009-09-26
"362","Florida International","@","Louisiana-Monroe","L (35-48)",2009-10-03
"363","Florida International","@","Western Kentucky","W (37-20)",2009-10-10
"364","Florida International","","Troy","L (33-42)",2009-10-17
"366","Florida International","","Louisiana","W (20-17)",2009-10-31
"367","Florida International","@","Middle Tennessee State","L (21-48)",2009-11-07
"368","Florida International","","North Texas","W (35-28)",2009-11-14
"371","Florida State","","Miami (FL)","L (34-38)",2009-09-07
"372","Florida State","","Non-Major","W (19-9)",2009-09-12
"374","Florida State","","South Florida","L (7-17)",2009-09-26
"376","Florida State","","Georgia Tech","L (44-49)",2009-10-10
"377","Florida State","@","North Carolina","W (30-27)",2009-10-22
"378","Florida State","","North Carolina State","W (45-42)",2009-10-31
"380","Florida State","@","Wake Forest","W (41-28)",2009-11-14
"381","Florida State","","Maryland","W (29-26)",2009-11-21
"383","Florida State","N","West Virginia","W (33-21)",2010-01-01
"384","Fresno State","","Non-Major","W (51-0)",2009-09-05
"385","Fresno State","@","Wisconsin","L (31-34)",2009-09-12
"388","Fresno State","@","Hawaii","W (42-17)",2009-10-10
"389","Fresno State","","San Jose State","W (41-21)",2009-10-17
"390","Fresno State","@","New Mexico State","W (34-3)",2009-10-24
"391","Fresno State","","Utah State","W (31-27)",2009-10-31
"392","Fresno State","@","Idaho","W (31-21)",2009-11-07
"393","Fresno State","@","Nevada","L (14-52)",2009-11-14
"394","Fresno State","","Louisiana Tech","W (30-28)",2009-11-21
"395","Fresno State","@","Illinois","W (53-52)",2009-12-05
"396","Fresno State","N","Wyoming","L (28-35)",2009-12-19
"397","Georgia","@","Oklahoma State","L (10-24)",2009-09-05
"398","Georgia","","South Carolina","W (41-37)",2009-09-12
"401","Georgia","","Louisiana State","L (13-20)",2009-10-03
"402","Georgia","@","Tennessee","L (19-45)",2009-10-10
"403","Georgia","@","Vanderbilt","W (34-10)",2009-10-17
"405","Georgia","","Non-Major","W (38-0)",2009-11-07
"407","Georgia","","Kentucky","L (27-34)",2009-11-21
"408","Georgia","@","Georgia Tech","W (30-24)",2009-11-28
"409","Georgia","N","Texas A&M","W (44-20)",2009-12-28
"410","Georgia Tech","","Non-Major","W (37-17)",2009-09-05
"412","Georgia Tech","@","Miami (FL)","L (17-33)",2009-09-17
"413","Georgia Tech","","North Carolina","W (24-7)",2009-09-26
"414","Georgia Tech","@","Mississippi State","W (42-31)",2009-10-03
"416","Georgia Tech","","Virginia Tech","W (28-23)",2009-10-17
"417","Georgia Tech","@","Virginia","W (34-9)",2009-10-24
"418","Georgia Tech","@","Vanderbilt","W (56-31)",2009-10-31
"419","Georgia Tech","","Wake Forest","W (30-27)",2009-11-07
"423","Georgia Tech","N","Iowa","L (14-24)",2010-01-05
"424","Hawaii","","Non-Major","W (25-20)",2009-09-04
"425","Hawaii","@","Washington State","W (38-20)",2009-09-12
"426","Hawaii","@","Nevada-Las Vegas","L (33-34)",2009-09-19
"427","Hawaii","@","Louisiana Tech","L (6-27)",2009-09-30
"429","Hawaii","@","Idaho","L (23-35)",2009-10-17
"431","Hawaii","@","Nevada","L (21-31)",2009-10-31
"432","Hawaii","","Utah State","W (49-36)",2009-11-07
"433","Hawaii","","New Mexico State","W (24-6)",2009-11-14
"434","Hawaii","@","San Jose State","W (17-10)",2009-11-21
"435","Hawaii","","Navy","W (24-17)",2009-11-28
"436","Hawaii","","Wisconsin","L (10-51)",2009-12-05
"437","Houston","","Non-Major","W (55-7)",2009-09-05
"438","Houston","@","Oklahoma State","W (45-35)",2009-09-12
"439","Houston","","Texas Tech","W (29-28)",2009-09-26
"440","Houston","@","Texas-El Paso","L (41-58)",2009-10-03
"441","Houston","@","Mississippi State","W (31-24)",2009-10-10
"442","Houston","@","Tulane","W (44-16)",2009-10-17
"443","Houston","","Southern Methodist","W (38-15)",2009-10-24
"444","Houston","","Southern Mississippi","W (50-43)",2009-10-31
"445","Houston","@","Tulsa","W (46-45)",2009-11-07
"446","Houston","@","Central Florida","L (32-37)",2009-11-14
"447","Houston","","Memphis","W (55-14)",2009-11-21
"448","Houston","","Rice","W (73-14)",2009-11-28
"451","Idaho","@","New Mexico State","W (21-6)",2009-09-05
"452","Idaho","@","Washington","L (23-42)",2009-09-12
"453","Idaho","","San Diego State","W (34-20)",2009-09-19
"454","Idaho","@","Northern Illinois","W (34-31)",2009-09-26
"456","Idaho","@","San Jose State","W (29-25)",2009-10-10
"458","Idaho","@","Nevada","L (45-70)",2009-10-24
"459","Idaho","","Louisiana Tech","W (35-34)",2009-10-31
"462","Idaho","","Utah State","L (49-52)",2009-11-28
"464","Illinois","N","Missouri","L (9-37)",2009-09-05
"465","Illinois","","Non-Major","W (45-17)",2009-09-12
"466","Illinois","@","Ohio State","L (0-30)",2009-09-26
"467","Illinois","","Penn State","L (17-35)",2009-10-03
"468","Illinois","","Michigan State","L (14-24)",2009-10-10
"469","Illinois","@","Indiana","L (14-27)",2009-10-17
"470","Illinois","@","Purdue","L (14-24)",2009-10-24
"471","Illinois","","Michigan","W (38-13)",2009-10-31
"472","Illinois","@","Minnesota","W (35-32)",2009-11-07
"473","Illinois","","Northwestern","L (16-21)",2009-11-14
"476","Indiana","","Non-Major","W (19-13)",2009-09-03
"477","Indiana","","Western Michigan","W (23-19)",2009-09-12
"479","Indiana","@","Michigan","L (33-36)",2009-09-26
"480","Indiana","","Ohio State","L (14-33)",2009-10-03
"481","Indiana","@","Virginia","L (7-47)",2009-10-10
"483","Indiana","@","Northwestern","L (28-29)",2009-10-24
"484","Indiana","@","Iowa","L (24-42)",2009-10-31
"485","Indiana","","Wisconsin","L (28-31)",2009-11-07
"486","Indiana","@","Penn State","L (20-31)",2009-11-14
"487","Indiana","","Purdue","L (21-38)",2009-11-21
"488","Iowa","","Non-Major","W (17-16)",2009-09-05
"489","Iowa","@","Iowa State","W (35-3)",2009-09-12
"491","Iowa","@","Penn State","W (21-10)",2009-09-26
"493","Iowa","","Michigan","W (30-28)",2009-10-10
"494","Iowa","@","Wisconsin","W (20-10)",2009-10-17
"495","Iowa","@","Michigan State","W (15-13)",2009-10-24
"497","Iowa","","Northwestern","L (10-17)",2009-11-07
"498","Iowa","@","Ohio State","L (24-27)",2009-11-14
"499","Iowa","","Minnesota","W (12-0)",2009-11-21
"501","Iowa State","","Non-Major","W (34-17)",2009-09-03
"503","Iowa State","@","Kent State","W (34-14)",2009-09-19
"505","Iowa State","@","Kansas State","L (23-24)",2009-10-03
"506","Iowa State","@","Kansas","L (36-41)",2009-10-10
"508","Iowa State","@","Nebraska","W (9-7)",2009-10-24
"509","Iowa State","@","Texas A&M","L (10-35)",2009-10-31
"510","Iowa State","","Oklahoma State","L (8-34)",2009-11-07
"512","Iowa State","@","Missouri","L (24-34)",2009-11-21
"513","Iowa State","N","Minnesota","W (14-13)",2009-12-31
"514","Kansas","","Non-Major","W (49-3)",2009-09-05
"515","Kansas","@","Texas-El Paso","W (34-7)",2009-09-12
"517","Kansas","","Southern Mississippi","W (35-28)",2009-09-26
"520","Kansas","","Oklahoma","L (13-35)",2009-10-24
"521","Kansas","@","Texas Tech","L (21-42)",2009-10-31
"522","Kansas","@","Kansas State","L (10-17)",2009-11-07
"523","Kansas","","Nebraska","L (17-31)",2009-11-14
"524","Kansas","@","Texas","L (20-51)",2009-11-21
"525","Kansas","","Missouri","L (39-41)",2009-11-28
"526","Kansas State","","Non-Major","W (21-17)",2009-09-05
"527","Kansas State","@","Louisiana","L (15-17)",2009-09-12
"528","Kansas State","@","UCLA","L (9-23)",2009-09-19
"529","Kansas State","","Non-Major","W (49-7)",2009-09-26
"531","Kansas State","@","Texas Tech","L (14-66)",2009-10-10
"532","Kansas State","","Texas A&M","W (62-14)",2009-10-17
"534","Kansas State","@","Oklahoma","L (30-42)",2009-10-31
"536","Kansas State","","Missouri","L (12-38)",2009-11-14
"537","Kansas State","@","Nebraska","L (3-17)",2009-11-21
"538","Kent State","","Non-Major","W (18-0)",2009-09-03
"541","Kent State","","Miami (OH)","W (29-19)",2009-09-26
"545","Kent State","@","Ohio","W (20-11)",2009-10-24
"546","Kent State","","Western Michigan","W (26-14)",2009-10-31
"548","Kent State","@","Temple","L (13-47)",2009-11-21
"550","Kentucky","N","Miami (OH)","W (42-0)",2009-09-05
"551","Kentucky","","Louisville","W (31-27)",2009-09-19
"554","Kentucky","@","South Carolina","L (26-28)",2009-10-10
"556","Kentucky","","Louisiana-Monroe","W (36-13)",2009-10-24
"557","Kentucky","","Mississippi State","L (24-31)",2009-10-31
