"","Team","X","Opponent","Result","Date"
"35","Alabama","","Mississippi State","W (28-14)",2002-11-09
"36","Alabama","@","Louisiana State","W (31-0)",2002-11-16
"37","Alabama","","Auburn","L (7-17)",2002-11-23
"38","Alabama","@","Hawaii","W (21-16)",2002-11-30
"39","Arizona","","Non-Major","W (37-3)",2002-08-31
"40","Arizona","","Utah","W (23-17)",2002-09-14
"41","Arizona","@","Wisconsin","L (10-31)",2002-09-21
"42","Arizona","","North Texas","W (14-9)",2002-09-28
"43","Arizona","","Oregon","L (14-31)",2002-10-05
"44","Arizona","@","Washington","L (28-32)",2002-10-12
"45","Arizona","@","Stanford","L (6-16)",2002-10-19
"46","Arizona","","Washington State","L (13-21)",2002-10-26
"47","Arizona","@","Oregon State","L (3-38)",2002-11-02
"48","Arizona","","UCLA","L (7-37)",2002-11-09
"49","Arizona","@","California","W (52-41)",2002-11-16
"50","Arizona","","Arizona State","L (20-34)",2002-11-29
"51","Arizona State","@","Nebraska","L (10-48)",2002-08-24
"52","Arizona State","","Non-Major","W (38-2)",2002-08-31
"53","Arizona State","","Central Florida","W (46-13)",2002-09-07
"54","Arizona State","@","San Diego State","W (39-28)",2002-09-14
"55","Arizona State","","Stanford","W (65-24)",2002-09-28
"56","Arizona State","","North Carolina","L (35-38)",2002-10-05
"57","Arizona State","","Oregon State","W (13-9)",2002-10-12
"58","Arizona State","@","Oregon","W (45-42)",2002-10-19
"59","Arizona State","","Washington","W (27-16)",2002-10-26
"60","Arizona State","@","Washington State","L (22-44)",2002-11-02
"61","Arizona State","","California","L (38-55)",2002-11-09
"62","Arizona State","@","Southern California","L (13-34)",2002-11-16
"64","Arizona State","N","Kansas State","L (27-34)",2002-12-27
"65","Arkansas","","Boise State","W (41-14)",2002-09-07
"66","Arkansas","","South Florida","W (42-3)",2002-09-14
"68","Arkansas","@","Tennessee","L (38-41)",2002-10-05
"69","Arkansas","@","Auburn","W (38-17)",2002-10-12
"70","Arkansas","","Kentucky","L (17-29)",2002-10-19
"71","Arkansas","","Mississippi","W (48-28)",2002-10-26
"72","Arkansas","","Troy","W (23-0)",2002-11-02
"73","Arkansas","@","South Carolina","W (23-0)",2002-11-09
"74","Arkansas","","Louisiana","W (24-17)",2002-11-16
"75","Arkansas","@","Mississippi State","W (26-19)",2002-11-23
"76","Arkansas","","Louisiana State","W (21-20)",2002-11-29
"77","Arkansas","N","Georgia","L (3-30)",2002-12-07
"78","Arkansas","N","Minnesota","L (14-29)",2002-12-30
"79","Arkansas State","@","Virginia Tech","L (7-63)",2002-08-25
"80","Arkansas State","","San Jose State","L (14-33)",2002-08-31
"81","Arkansas State","","Tulsa","W (21-19)",2002-09-07
"82","Arkansas State","@","Illinois","L (7-59)",2002-09-14
"83","Arkansas State","@","Louisiana-Monroe","W (33-21)",2002-09-21
"84","Arkansas State","","Non-Major","W (30-10)",2002-09-28
"85","Arkansas State","","Middle Tennessee State","W (13-7)",2002-10-05
"86","Arkansas State","@","Mississippi","L (17-52)",2002-10-12
"87","Arkansas State","","North Texas","L (10-13)",2002-10-19
"88","Arkansas State","","New Mexico State","L (21-26)",2002-10-26
"89","Arkansas State","","Non-Major","W (38-16)",2002-11-02
"90","Arkansas State","@","Louisiana","L (10-13)",2002-11-09
"91","Arkansas State","@","Idaho","W (38-29)",2002-11-16
"92","Army","","Non-Major","L (21-30)",2002-09-07
"93","Army","@","Rutgers","L (0-44)",2002-09-14
"94","Army","","Louisville","L (14-45)",2002-09-21
"95","Army","","Southern Mississippi","L (6-27)",2002-09-28
"96","Army","@","East Carolina","L (24-59)",2002-10-05
"97","Army","","Texas Christian","L (27-46)",2002-10-12
"98","Army","@","Houston","L (42-56)",2002-10-19
"99","Army","","Alabama-Birmingham","L (26-29)",2002-10-26
"101","Army","@","Tulane","W (14-10)",2002-11-16
"102","Army","@","Memphis","L (10-38)",2002-11-23
"103","Army","","Navy","L (12-58)",2002-12-07
"104","Auburn","@","Southern California","L (17-24)",2002-09-02
"105","Auburn","","Non-Major","W (56-0)",2002-09-07
"106","Auburn","","Vanderbilt","W (31-6)",2002-09-14
"107","Auburn","@","Mississippi State","W (42-14)",2002-09-19
"108","Auburn","","Syracuse","W (37-34)",2002-09-28
"110","Auburn","@","Florida","L (23-30)",2002-10-19
"111","Auburn","","Louisiana State","W (31-7)",2002-10-26
"112","Auburn","@","Mississippi","W (31-24)",2002-11-02
"113","Auburn","","Louisiana-Monroe","W (52-14)",2002-11-09
"114","Auburn","","Georgia","L (21-24)",2002-11-16
"116","Auburn","N","Penn State","W (13-9)",2003-01-01
"117","Ball State","@","Missouri","L (6-41)",2002-09-07
"118","Ball State","","Non-Major","W (23-21)",2002-09-14
"119","Ball State","@","Clemson","L (7-30)",2002-09-21
"120","Ball State","@","Connecticut","W (24-21)",2002-09-28
"121","Ball State","","Northern Illinois","L (29-41)",2002-10-05
"122","Ball State","@","Toledo","L (17-37)",2002-10-12
"123","Ball State","","Eastern Michigan","W (42-17)",2002-10-19
"124","Ball State","@","Bowling Green State","L (20-38)",2002-10-26
"125","Ball State","","Western Michigan","W (17-7)",2002-11-02
"126","Ball State","@","Central Michigan","W (38-21)",2002-11-16
"127","Ball State","","Buffalo","W (41-21)",2002-11-23
"128","Ball State","@","Marshall","L (14-38)",2002-11-30
"129","Baylor","@","California","L (22-70)",2002-08-31
"130","Baylor","","Non-Major","W (50-12)",2002-09-07
"131","Baylor","@","New Mexico","L (0-23)",2002-09-14
"132","Baylor","","Tulsa","W (37-25)",2002-09-21
"133","Baylor","","Kansas","W (35-32)",2002-10-05
"134","Baylor","","Texas A&M","L (0-41)",2002-10-12
"135","Baylor","@","Colorado","L (0-34)",2002-10-19
"136","Baylor","","Kansas State","L (10-44)",2002-10-26
"137","Baylor","@","Texas Tech","L (11-62)",2002-11-02
"138","Baylor","@","Texas","L (0-41)",2002-11-09
"139","Baylor","","Oklahoma","L (9-49)",2002-11-16
"140","Baylor","@","Oklahoma State","L (28-63)",2002-11-23
"141","Boise State","","Idaho","W (38-21)",2002-08-31
"143","Boise State","@","Wyoming","W (35-13)",2002-09-14
"144","Boise State","","Utah State","W (63-38)",2002-09-28
"145","Boise State","","Hawaii","W (58-31)",2002-10-05
"146","Boise State","@","Tulsa","W (52-24)",2002-10-12
"147","Boise State","","Fresno State","W (67-21)",2002-10-18
"148","Boise State","@","San Jose State","W (45-8)",2002-10-26
"149","Boise State","@","Texas-El Paso","W (58-3)",2002-11-02
"150","Boise State","","Rice","W (49-7)",2002-11-09
"151","Boise State","","Louisiana Tech","W (36-10)",2002-11-16
"152","Boise State","@","Nevada","W (44-7)",2002-11-23
"153","Boise State","","Iowa State","W (34-16)",2002-12-31
"154","Boston College","","Connecticut","W (24-16)",2002-08-31
"155","Boston College","","Stanford","W (34-27)",2002-09-07
"156","Boston College","@","Miami (FL)","L (6-38)",2002-09-21
"157","Boston College","","Central Michigan","W (43-0)",2002-09-28
"158","Boston College","","Virginia Tech","L (23-28)",2002-10-10
"159","Boston College","","Navy","W (46-21)",2002-10-19
"160","Boston College","@","Pittsburgh","L (16-19)",2002-10-26
"161","Boston College","@","Notre Dame","W (14-7)",2002-11-02
"162","Boston College","@","West Virginia","L (14-24)",2002-11-09
"163","Boston College","","Syracuse","W (41-20)",2002-11-16
"164","Boston College","@","Temple","W (36-14)",2002-11-23
"165","Boston College","","Rutgers","W (44-14)",2002-11-30
"166","Boston College","N","Toledo","W (51-25)",2002-12-26
"167","Bowling Green State","","Non-Major","W (41-7)",2002-08-29
"168","Bowling Green State","","Missouri","W (51-28)",2002-09-14
"169","Bowling Green State","@","Kansas","W (39-16)",2002-09-21
"170","Bowling Green State","","Ohio","W (72-21)",2002-10-05
"171","Bowling Green State","@","Central Michigan","W (45-35)",2002-10-12
"172","Bowling Green State","","Western Michigan","W (48-45)",2002-10-19
"174","Bowling Green State","@","Kent State","W (45-14)",2002-11-02
"175","Bowling Green State","@","Northern Illinois","L (17-26)",2002-11-09
"176","Bowling Green State","@","South Florida","L (7-29)",2002-11-16
"177","Bowling Green State","","Eastern Michigan","W (63-21)",2002-11-23
"178","Bowling Green State","@","Toledo","L (24-42)",2002-11-30
"179","Brigham Young","","Syracuse","W (42-21)",2002-08-29
"180","Brigham Young","","Hawaii","W (35-32)",2002-09-06
"181","Brigham Young","@","Nevada","L (28-31)",2002-09-14
"182","Brigham Young","@","Georgia Tech","L (19-28)",2002-09-21
"183","Brigham Young","@","Utah State","W (35-34)",2002-10-04
"185","Brigham Young","","Nevada-Las Vegas","L (3-24)",2002-10-19
"186","Brigham Young","@","Colorado State","L (10-37)",2002-10-24
"187","Brigham Young","","San Diego State","W (34-10)",2002-11-02
"188","Brigham Young","","Wyoming","W (35-31)",2002-11-09
"189","Brigham Young","","New Mexico","L (16-20)",2002-11-16
"190","Brigham Young","@","Utah","L (6-13)",2002-11-23
"191","Buffalo","","Non-Major","L (26-37)",2002-08-29
"192","Buffalo","@","Rutgers","W (34-11)",2002-09-07
"193","Buffalo","","Connecticut","L (3-24)",2002-09-14
"194","Buffalo","@","Minnesota","L (17-41)",2002-09-21
"195","Buffalo","@","Ohio","L (32-34)",2002-09-28
"196","Buffalo","","Western Michigan","L (17-31)",2002-10-05
"197","Buffalo","@","Marshall","L (21-66)",2002-10-12
"198","Buffalo","","Miami (OH)","L (0-49)",2002-10-19
"199","Buffalo","","Kent State","L (12-16)",2002-10-26
"200","Buffalo","","Central Florida","L (21-45)",2002-11-09
"204","California","","New Mexico State","W (34-13)",2002-09-07
"205","California","@","Michigan State","W (46-22)",2002-09-14
"207","California","","Washington State","L (38-48)",2002-09-28
"208","California","@","Washington","W (34-27)",2002-10-05
"209","California","@","Southern California","L (28-30)",2002-10-12
"210","California","","UCLA","W (17-12)",2002-10-19
"211","California","@","Oregon State","L (13-24)",2002-10-26
"214","California","","Stanford","W (30-7)",2002-11-23
"215","Central Michigan","","Non-Major","W (34-10)",2002-08-29
"216","Central Michigan","","Wyoming","W (32-20)",2002-09-07
"218","Central Michigan","@","Indiana","L (29-39)",2002-09-21
"221","Central Michigan","@","Northern Illinois","L (0-49)",2002-10-19
"222","Central Michigan","","Marshall","L (18-23)",2002-10-26
"223","Central Michigan","@","Eastern Michigan","W (47-21)",2002-11-02
"224","Central Michigan","@","Toledo","L (17-44)",2002-11-09
"226","Central Michigan","","Western Michigan","L (10-35)",2002-11-23
"227","Cincinnati","","Texas Christian","W (36-29)",2002-09-02
"228","Cincinnati","","West Virginia","L (32-35)",2002-09-14
"229","Cincinnati","","Ohio State","L (19-23)",2002-09-21
"230","Cincinnati","@","Temple","W (35-22)",2002-09-28
"231","Cincinnati","","Miami (OH)","L (26-31)",2002-10-05
"232","Cincinnati","@","Tulane","L (17-35)",2002-10-12
"233","Cincinnati","@","Southern Mississippi","L (14-23)",2002-10-19
"234","Cincinnati","","Memphis","W (48-10)",2002-10-26
"235","Cincinnati","@","Louisville","W (24-14)",2002-11-07
"236","Cincinnati","","Houston","W (47-14)",2002-11-16
"237","Cincinnati","@","Hawaii","L (19-20)",2002-11-23
"238","Cincinnati","","Alabama-Birmingham","W (31-23)",2002-11-30
"239","Cincinnati","@","East Carolina","W (42-26)",2002-12-06
"240","Cincinnati","N","North Texas","L (19-24)",2002-12-17
"241","Clemson","@","Georgia","L (28-31)",2002-08-31
"242","Clemson","","Louisiana Tech","W (33-13)",2002-09-07
"243","Clemson","","Georgia Tech","W (24-19)",2002-09-14
"245","Clemson","@","Florida State","L (31-48)",2002-10-03
"246","Clemson","@","Virginia","L (17-22)",2002-10-12
"247","Clemson","","Wake Forest","W (31-23)",2002-10-19
"248","Clemson","","North Carolina State","L (6-38)",2002-10-24
"249","Clemson","@","Duke","W (34-31)",2002-11-02
"250","Clemson","@","North Carolina","W (42-12)",2002-11-09
"251","Clemson","","Maryland","L (12-30)",2002-11-16
"252","Clemson","","South Carolina","W (27-20)",2002-11-23
"253","Clemson","N","Texas Tech","L (15-55)",2002-12-23
"254","Colorado","N","Colorado State","L (14-19)",2002-08-31
"255","Colorado","","San Diego State","W (34-14)",2002-09-07
"256","Colorado","","Southern California","L (3-40)",2002-09-14
"257","Colorado","@","UCLA","W (31-17)",2002-09-21
"258","Colorado","","Kansas State","W (35-31)",2002-10-05
"259","Colorado","@","Kansas","W (53-29)",2002-10-12
"261","Colorado","","Texas Tech","W (37-13)",2002-10-26
"262","Colorado","@","Oklahoma","L (11-27)",2002-11-02
"263","Colorado","@","Missouri","W (42-35)",2002-11-09
"264","Colorado","","Iowa State","W (41-27)",2002-11-16
"265","Colorado","@","Nebraska","W (28-13)",2002-11-29
"266","Colorado","N","Oklahoma","L (7-29)",2002-12-07
"267","Colorado","N","Wisconsin","L (28-31)",2002-12-28
"268","Colorado State","@","Virginia","W (35-29)",2002-08-22
"270","Colorado State","@","UCLA","L (19-30)",2002-09-07
"271","Colorado State","","Louisville","W (36-33)",2002-09-14
"272","Colorado State","@","Nevada","W (32-28)",2002-09-28
"273","Colorado State","@","Fresno State","L (30-32)",2002-10-04
"274","Colorado State","","Wyoming","W (44-36)",2002-10-12
"275","Colorado State","@","Utah","W (28-20)",2002-10-19
"278","Colorado State","@","San Diego State","W (49-21)",2002-11-16
"279","Colorado State","","New Mexico","W (22-14)",2002-11-23
"280","Colorado State","","Nevada-Las Vegas","L (33-36)",2002-11-30
"281","Colorado State","N","Texas Christian","L (3-17)",2002-12-31
"283","Connecticut","","Georgia Tech","L (14-31)",2002-09-07
"285","Connecticut","","Ohio","W (37-19)",2002-09-21
"287","Connecticut","@","Miami (FL)","L (14-48)",2002-10-05
"288","Connecticut","","Temple","L (24-38)",2002-10-19
"289","Connecticut","@","Vanderbilt","L (24-28)",2002-10-26
"290","Connecticut","","Non-Major","W (61-14)",2002-11-02
"291","Connecticut","","Kent State","W (63-21)",2002-11-09
"292","Connecticut","@","Navy","W (38-0)",2002-11-16
"293","Connecticut","@","Iowa State","W (37-20)",2002-11-23
"294","Duke","","East Carolina","W (23-16)",2002-08-31
"295","Duke","","Louisville","L (3-40)",2002-09-07
"296","Duke","@","Northwestern","L (21-26)",2002-09-14
"297","Duke","@","Florida State","L (17-48)",2002-09-21
"298","Duke","@","Navy","W (43-17)",2002-09-28
"299","Duke","","Virginia","L (22-27)",2002-10-05
"300","Duke","@","Wake Forest","L (10-36)",2002-10-12
"301","Duke","@","North Carolina State","L (22-24)",2002-10-19
"302","Duke","","Maryland","L (12-45)",2002-10-26
"304","Duke","@","Georgia Tech","L (2-17)",2002-11-16
"305","Duke","","North Carolina","L (21-23)",2002-11-23
"307","East Carolina","@","Wake Forest","L (22-27)",2002-09-07
"308","East Carolina","","Tulane","W (24-20)",2002-09-14
"309","East Carolina","@","West Virginia","L (17-37)",2002-09-28
"311","East Carolina","","South Florida","L (30-46)",2002-10-19
"312","East Carolina","@","Louisville","L (20-44)",2002-10-26
"313","East Carolina","@","Houston","W (54-48)",2002-11-09
"314","East Carolina","@","Alabama-Birmingham","L (29-36)",2002-11-16
"315","East Carolina","","Texas Christian","W (31-28)",2002-11-23
"316","East Carolina","@","Southern Mississippi","L (7-24)",2002-11-30
"318","Eastern Michigan","@","Michigan State","L (7-56)",2002-08-31
"319","Eastern Michigan","","Toledo","L (13-65)",2002-09-07
"320","Eastern Michigan","","Non-Major","W (35-32)",2002-09-14
"321","Eastern Michigan","@","Maryland","L (3-45)",2002-09-21
"322","Eastern Michigan","","Non-Major","W (48-45)",2002-09-28
"324","Eastern Michigan","@","Ohio","L (27-55)",2002-10-12
"327","Eastern Michigan","@","Western Michigan","L (31-33)",2002-11-09
"328","Eastern Michigan","","Northern Illinois","L (21-49)",2002-11-16
"330","Florida","","Alabama-Birmingham","W (51-3)",2002-08-31
"331","Florida","","Miami (FL)","L (16-41)",2002-09-07
"332","Florida","","Ohio","W (34-6)",2002-09-14
"333","Florida","@","Tennessee","W (30-13)",2002-09-21
"334","Florida","","Kentucky","W (41-34)",2002-09-28
"335","Florida","@","Mississippi","L (14-17)",2002-10-05
"336","Florida","","Louisiana State","L (7-36)",2002-10-12
"338","Florida","N","Georgia","W (20-13)",2002-11-02
"339","Florida","@","Vanderbilt","W (21-17)",2002-11-09
"340","Florida","","South Carolina","W (28-7)",2002-11-16
"341","Florida","@","Florida State","L (14-31)",2002-11-30
"342","Florida","N","Michigan","L (30-38)",2003-01-01
"343","Florida State","N","Iowa State","W (38-31)",2002-08-24
"344","Florida State","","Virginia","W (40-19)",2002-08-31
"345","Florida State","@","Maryland","W (37-10)",2002-09-14
"347","Florida State","@","Louisville","L (20-26)",2002-09-26
"349","Florida State","@","Miami (FL)","L (27-28)",2002-10-12
"350","Florida State","","Notre Dame","L (24-34)",2002-10-26
"351","Florida State","@","Wake Forest","W (34-21)",2002-11-02
"352","Florida State","@","Georgia Tech","W (21-13)",2002-11-09
"353","Florida State","","North Carolina","W (40-14)",2002-11-16
"354","Florida State","@","North Carolina State","L (7-17)",2002-11-23
"356","Florida State","N","Georgia","L (13-26)",2003-01-01
"357","Fresno State","@","Wisconsin","L (21-23)",2002-08-23
"358","Fresno State","","San Diego State","W (16-14)",2002-08-29
"359","Fresno State","@","Oregon","L (24-28)",2002-09-07
"360","Fresno State","@","Oregon State","L (19-59)",2002-09-21
"361","Fresno State","@","Rice","W (31-28)",2002-09-28
"363","Fresno State","","Southern Methodist","W (30-7)",2002-10-12
"365","Fresno State","","Hawaii","L (21-31)",2002-10-25
"366","Fresno State","","Tulsa","W (31-12)",2002-11-09
"367","Fresno State","","Nevada","W (38-30)",2002-11-16
"368","Fresno State","@","San Jose State","W (19-16)",2002-11-23
"369","Fresno State","@","Louisiana Tech","W (45-13)",2002-12-05
"370","Fresno State","N","Georgia Tech","W (30-21)",2002-12-31
"372","Georgia","@","South Carolina","W (13-7)",2002-09-14
"373","Georgia","","Non-Major","W (45-7)",2002-09-21
"374","Georgia","","New Mexico State","W (41-10)",2002-09-28
"376","Georgia","","Tennessee","W (18-13)",2002-10-12
"377","Georgia","","Vanderbilt","W (48-17)",2002-10-19
"378","Georgia","@","Kentucky","W (52-24)",2002-10-26
"380","Georgia","","Mississippi","W (31-17)",2002-11-09
"382","Georgia","","Georgia Tech","W (51-7)",2002-11-30
"385","Georgia Tech","","Vanderbilt","W (45-3)",2002-08-31
"389","Georgia Tech","@","North Carolina","W (21-13)",2002-09-28
"390","Georgia Tech","","Wake Forest","L (21-24)",2002-10-05
"391","Georgia Tech","@","Maryland","L (10-34)",2002-10-17
"392","Georgia Tech","","Virginia","W (23-15)",2002-10-26
"393","Georgia Tech","@","North Carolina State","W (24-17)",2002-11-02
"398","Hawaii","","Non-Major","W (61-36)",2002-08-31
"400","Hawaii","@","Texas-El Paso","W (31-6)",2002-09-21
"401","Hawaii","","Southern Methodist","W (42-10)",2002-09-28
"403","Hawaii","","Nevada","W (59-34)",2002-10-12
"404","Hawaii","","Tulsa","W (37-14)",2002-10-19
"406","Hawaii","","San Jose State","W (40-31)",2002-11-02
"407","Hawaii","@","Rice","W (33-28)",2002-11-16
"410","Hawaii","","San Diego State","W (41-40)",2002-12-07
"411","Hawaii","","Tulane","L (28-36)",2002-12-25
"412","Houston","@","Rice","W (24-10)",2002-08-31
"413","Houston","","Tulane","L (13-34)",2002-09-07
"414","Houston","","Louisiana","W (36-17)",2002-09-14
"415","Houston","@","Texas","L (11-41)",2002-09-21
"416","Houston","@","Texas Christian","L (17-34)",2002-10-05
"417","Houston","@","Alabama-Birmingham","L (34-51)",2002-10-12
"419","Houston","@","Memphis","W (26-21)",2002-11-02
"422","Houston","","South Florida","L (14-32)",2002-11-23
"423","Houston","","Louisville","W (27-10)",2002-11-30
"425","Idaho","@","Washington State","L (14-49)",2002-09-07
"426","Idaho","@","Oregon","L (21-58)",2002-09-14
"427","Idaho","","San Diego State","W (48-38)",2002-09-21
"428","Idaho","@","Washington","L (27-41)",2002-09-28
"429","Idaho","","Non-Major","L (31-38)",2002-10-05
"430","Idaho","@","Louisiana-Monroe","L (14-34)",2002-10-12
"431","Idaho","","Middle Tennessee State","W (21-18)",2002-10-26
"432","Idaho","@","Louisiana","L (28-31)",2002-11-02
"433","Idaho","@","North Texas","L (0-10)",2002-11-09
"435","Idaho","","New Mexico State","L (31-35)",2002-11-23
"436","Illinois","N","Missouri","L (20-33)",2002-08-31
"437","Illinois","@","Southern Mississippi","L (20-23)",2002-09-07
"439","Illinois","","San Jose State","L (35-38)",2002-09-21
"440","Illinois","","Michigan","L (28-45)",2002-09-28
"441","Illinois","@","Minnesota","L (10-31)",2002-10-03
"442","Illinois","","Purdue","W (38-31)",2002-10-12
"443","Illinois","","Indiana","W (45-14)",2002-10-26
"444","Illinois","@","Penn State","L (7-18)",2002-11-02
"445","Illinois","@","Wisconsin","W (37-20)",2002-11-09
"446","Illinois","","Ohio State","L (16-23)",2002-11-16
"447","Illinois","@","Northwestern","W (31-24)",2002-11-23
"448","Indiana","","Non-Major","W (25-17)",2002-08-31
"449","Indiana","@","Utah","L (13-40)",2002-09-07
"450","Indiana","@","Kentucky","L (17-27)",2002-09-14
"452","Indiana","@","Ohio State","L (17-45)",2002-09-28
"453","Indiana","","Wisconsin","W (32-29)",2002-10-12
"454","Indiana","","Iowa","L (8-24)",2002-10-19
"456","Indiana","@","Northwestern","L (37-41)",2002-11-02
"457","Indiana","","Michigan State","L (21-56)",2002-11-09
"458","Indiana","","Penn State","L (25-58)",2002-11-16
"459","Indiana","@","Purdue","L (10-34)",2002-11-23
"461","Iowa","@","Miami (OH)","W (29-24)",2002-09-07
"462","Iowa","","Iowa State","L (31-36)",2002-09-14
"463","Iowa","","Utah State","W (48-7)",2002-09-21
"464","Iowa","@","Penn State","W (42-35)",2002-09-28
"465","Iowa","","Purdue","W (31-28)",2002-10-05
"466","Iowa","","Michigan State","W (44-16)",2002-10-12
"468","Iowa","@","Michigan","W (34-9)",2002-10-26
"469","Iowa","","Wisconsin","W (20-3)",2002-11-02
"470","Iowa","","Northwestern","W (62-10)",2002-11-09
"471","Iowa","@","Minnesota","W (45-21)",2002-11-16
"472","Iowa","N","Southern California","L (17-38)",2003-01-02
"474","Iowa State","","Kansas","W (45-3)",2002-08-31
"475","Iowa State","","Non-Major","W (58-6)",2002-09-07
"477","Iowa State","","Troy","W (42-12)",2002-09-21
"478","Iowa State","","Nebraska","W (36-14)",2002-09-28
"479","Iowa State","","Texas Tech","W (31-17)",2002-10-12
"480","Iowa State","@","Oklahoma","L (3-49)",2002-10-19
"481","Iowa State","@","Texas","L (10-21)",2002-10-26
"482","Iowa State","","Missouri","W (42-35)",2002-11-02
"483","Iowa State","@","Kansas State","L (7-58)",2002-11-09
"488","Kansas","@","Nevada-Las Vegas","L (20-31)",2002-09-07
"489","Kansas","","Non-Major","W (44-24)",2002-09-14
"491","Kansas","@","Tulsa","W (43-33)",2002-09-28
"494","Kansas","","Texas A&M","L (22-47)",2002-10-19
"495","Kansas","@","Missouri","L (12-36)",2002-10-26
"496","Kansas","","Kansas State","L (0-64)",2002-11-02
"497","Kansas","@","Nebraska","L (7-45)",2002-11-09
"498","Kansas","","Oklahoma State","L (20-55)",2002-11-16
"499","Kansas State","","Non-Major","W (48-3)",2002-08-31
"500","Kansas State","","Louisiana-Monroe","W (68-0)",2002-09-07
"501","Kansas State","","Non-Major","W (63-13)",2002-09-14
"502","Kansas State","","Southern California","W (27-20)",2002-09-21
"504","Kansas State","","Oklahoma State","W (44-9)",2002-10-12
"505","Kansas State","","Texas","L (14-17)",2002-10-19
"509","Kansas State","","Nebraska","W (49-13)",2002-11-16
"510","Kansas State","@","Missouri","W (38-0)",2002-11-23
"512","Kent State","","Non-Major","W (34-7)",2002-08-29
"513","Kent State","@","Ohio State","L (17-51)",2002-09-07
"514","Kent State","","Non-Major","W (37-34)",2002-09-14
"515","Kent State","@","Miami (OH)","L (20-27)",2002-09-21
"516","Kent State","@","Northern Illinois","L (6-13)",2002-09-28
"517","Kent State","","Marshall","L (21-42)",2002-10-05
"518","Kent State","","Ohio","L (0-50)",2002-10-19
"522","Kent State","@","Central Florida","L (6-32)",2002-11-16
"524","Kentucky","@","Louisville","W (22-17)",2002-09-01
"525","Kentucky","","Texas-El Paso","W (77-17)",2002-09-07
"527","Kentucky","","Middle Tennessee State","W (44-22)",2002-09-21
"529","Kentucky","","South Carolina","L (12-16)",2002-10-12
"532","Kentucky","@","Mississippi State","W (45-24)",2002-11-02
"533","Kentucky","","Louisiana State","L (30-33)",2002-11-09
"534","Kentucky","","Vanderbilt","W (41-21)",2002-11-16
"535","Kentucky","@","Tennessee","L (0-24)",2002-11-30
"536","Louisiana","@","Texas A&M","L (7-31)",2002-08-31
"537","Louisiana","","Minnesota","L (11-35)",2002-09-07
"539","Louisiana","","Alabama-Birmingham","W (34-0)",2002-09-21
"540","Louisiana","@","Louisiana State","L (0-48)",2002-10-05
"541","Louisiana","@","New Mexico State","L (28-31)",2002-10-12
"542","Louisiana","@","Middle Tennessee State","L (35-48)",2002-10-19
"543","Louisiana","","North Texas","L (0-27)",2002-10-26
"547","Louisiana","@","Louisiana-Monroe","L (10-34)",2002-11-23
"548","Louisiana-Monroe","@","Mississippi","L (3-31)",2002-08-31
"550","Louisiana-Monroe","","Non-Major","L (19-24)",2002-09-14
"552","Louisiana-Monroe","","Tulane","L (9-52)",2002-10-05
"554","Louisiana-Monroe","@","New Mexico State","L (21-34)",2002-10-19
"555","Louisiana-Monroe","","Utah State","W (51-48)",2002-10-26
"556","Louisiana-Monroe","@","North Texas","L (2-41)",2002-11-02
"558","Louisiana-Monroe","@","Middle Tennessee State","L (28-44)",2002-11-16
"560","Louisiana Tech","","Oklahoma State","W (39-36)",2002-08-31
"562","Louisiana Tech","","Tulsa","W (53-9)",2002-09-14
