"","Team","X","Opponent","Result","Date"
"111","Auburn","","Georgia","L (13-17)",2008-11-15
"113","Ball State","","Non-Major","W (48-14)",2008-08-28
"114","Ball State","","Navy","W (35-23)",2008-09-05
"116","Ball State","@","Indiana","W (42-20)",2008-09-20
"117","Ball State","","Kent State","W (41-20)",2008-09-27
"118","Ball State","@","Toledo","W (31-0)",2008-10-04
"119","Ball State","@","Western Kentucky","W (24-7)",2008-10-11
"120","Ball State","","Eastern Michigan","W (38-16)",2008-10-25
"121","Ball State","","Northern Illinois","W (45-14)",2008-11-05
"122","Ball State","@","Miami (OH)","W (31-16)",2008-11-11
"123","Ball State","@","Central Michigan","W (31-24)",2008-11-19
"124","Ball State","","Western Michigan","W (45-22)",2008-11-25
"125","Ball State","N","Buffalo","L (24-42)",2008-12-05
"126","Ball State","N","Tulsa","L (13-45)",2009-01-06
"127","Baylor","","Wake Forest","L (13-41)",2008-08-28
"128","Baylor","","Non-Major","W (51-6)",2008-09-06
"129","Baylor","","Washington State","W (45-17)",2008-09-12
"130","Baylor","@","Connecticut","L (28-31)",2008-09-19
"131","Baylor","","Oklahoma","L (17-49)",2008-10-04
"132","Baylor","","Iowa State","W (38-10)",2008-10-11
"133","Baylor","@","Oklahoma State","L (6-34)",2008-10-18
"134","Baylor","@","Nebraska","L (20-32)",2008-10-25
"135","Baylor","","Missouri","L (28-31)",2008-11-01
"136","Baylor","@","Texas","L (21-45)",2008-11-08
"137","Baylor","","Texas A&M","W (41-21)",2008-11-15
"138","Baylor","@","Texas Tech","L (28-35)",2008-11-29
"139","Boise State","","Non-Major","W (49-7)",2008-08-30
"140","Boise State","","Bowling Green State","W (20-7)",2008-09-13
"141","Boise State","@","Oregon","W (37-32)",2008-09-20
"142","Boise State","","Louisiana Tech","W (38-3)",2008-10-01
"143","Boise State","@","Southern Mississippi","W (24-7)",2008-10-11
"144","Boise State","","Hawaii","W (27-7)",2008-10-17
"145","Boise State","@","San Jose State","W (33-16)",2008-10-24
"146","Boise State","@","New Mexico State","W (49-0)",2008-11-01
"147","Boise State","","Utah State","W (49-14)",2008-11-08
"148","Boise State","@","Idaho","W (45-10)",2008-11-15
"149","Boise State","@","Nevada","W (41-34)",2008-11-22
"150","Boise State","","Fresno State","W (61-10)",2008-11-28
"151","Boise State","N","Texas Christian","L (16-17)",2008-12-23
"152","Boston College","@","Kent State","W (21-0)",2008-08-30
"153","Boston College","","Georgia Tech","L (16-19)",2008-09-06
"154","Boston College","","Central Florida","W (34-7)",2008-09-20
"155","Boston College","","Non-Major","W (42-0)",2008-09-27
"156","Boston College","@","North Carolina State","W (38-31)",2008-10-04
"157","Boston College","","Virginia Tech","W (28-23)",2008-10-18
"158","Boston College","@","North Carolina","L (24-45)",2008-10-25
"159","Boston College","","Clemson","L (21-27)",2008-11-01
"160","Boston College","","Notre Dame","W (17-0)",2008-11-08
"161","Boston College","@","Florida State","W (27-17)",2008-11-15
"162","Boston College","@","Wake Forest","W (24-21)",2008-11-22
"163","Boston College","","Maryland","W (28-21)",2008-11-29
"164","Boston College","N","Virginia Tech","L (12-30)",2008-12-06
"165","Boston College","@","Vanderbilt","L (14-16)",2008-12-31
"166","Bowling Green State","@","Pittsburgh","W (27-17)",2008-08-30
"167","Bowling Green State","","Minnesota","L (17-42)",2008-09-06
"169","Bowling Green State","@","Wyoming","W (45-16)",2008-09-27
"170","Bowling Green State","","Eastern Michigan","L (21-24)",2008-10-04
"172","Bowling Green State","","Miami (OH)","L (20-27)",2008-10-18
"173","Bowling Green State","@","Northern Illinois","L (13-16)",2008-10-25
"174","Bowling Green State","","Kent State","W (45-30)",2008-11-01
"175","Bowling Green State","@","Ohio","W (28-3)",2008-11-08
"176","Bowling Green State","","Buffalo","L (34-40)",2008-11-21
"177","Bowling Green State","@","Toledo","W (38-10)",2008-11-28
"178","Brigham Young","","Non-Major","W (41-17)",2008-08-30
"179","Brigham Young","@","Washington","W (28-27)",2008-09-06
"180","Brigham Young","","UCLA","W (59-0)",2008-09-13
"181","Brigham Young","","Wyoming","W (44-0)",2008-09-20
"182","Brigham Young","@","Utah State","W (34-14)",2008-10-03
"183","Brigham Young","","New Mexico","W (21-3)",2008-10-11
"184","Brigham Young","@","Texas Christian","L (7-32)",2008-10-16
"185","Brigham Young","","Nevada-Las Vegas","W (42-35)",2008-10-25
"186","Brigham Young","@","Colorado State","W (45-42)",2008-11-01
"187","Brigham Young","","San Diego State","W (41-12)",2008-11-08
"189","Brigham Young","@","Utah","L (24-48)",2008-11-22
"191","Buffalo","","Texas-El Paso","W (42-17)",2008-08-28
"192","Buffalo","@","Pittsburgh","L (16-27)",2008-09-06
"193","Buffalo","","Temple","W (30-28)",2008-09-13
"194","Buffalo","@","Missouri","L (21-42)",2008-09-20
"195","Buffalo","@","Central Michigan","L (25-27)",2008-09-27
"196","Buffalo","","Western Michigan","L (28-34)",2008-10-11
"198","Buffalo","@","Ohio","W (32-19)",2008-10-28
"199","Buffalo","","Miami (OH)","W (37-17)",2008-11-04
"202","Buffalo","","Kent State","L (21-24)",2008-11-28
"204","Buffalo","N","Connecticut","L (20-38)",2009-01-03
"205","California","","Michigan State","W (38-31)",2008-08-30
"206","California","@","Washington State","W (66-3)",2008-09-06
"207","California","@","Maryland","L (27-35)",2008-09-13
"208","California","","Colorado State","W (42-7)",2008-09-27
"211","California","","UCLA","W (41-20)",2008-10-25
"212","California","","Oregon","W (26-16)",2008-11-01
"213","California","@","Southern California","L (3-17)",2008-11-08
"214","California","@","Oregon State","L (21-34)",2008-11-15
"215","California","","Stanford","W (37-16)",2008-11-22
"216","California","","Washington","W (48-7)",2008-12-06
"217","California","","Miami (FL)","W (24-17)",2008-12-27
"218","Central Michigan","","Non-Major","W (31-12)",2008-08-28
"219","Central Michigan","@","Georgia","L (17-56)",2008-09-06
"220","Central Michigan","@","Ohio","W (31-28)",2008-09-13
"221","Central Michigan","@","Purdue","L (25-32)",2008-09-20
"223","Central Michigan","","Temple","W (24-14)",2008-10-11
"224","Central Michigan","","Western Michigan","W (38-28)",2008-10-18
"225","Central Michigan","@","Toledo","W (24-23)",2008-10-25
"226","Central Michigan","@","Indiana","W (37-34)",2008-11-01
"227","Central Michigan","@","Northern Illinois","W (33-30)",2008-11-12
"229","Central Michigan","@","Eastern Michigan","L (52-56)",2008-11-28
"230","Central Michigan","N","Florida Atlantic","L (21-24)",2008-12-26
"231","Cincinnati","","Non-Major","W (40-7)",2008-08-28
"232","Cincinnati","@","Oklahoma","L (26-52)",2008-09-06
"233","Cincinnati","","Miami (OH)","W (45-20)",2008-09-20
"235","Cincinnati","@","Marshall","W (33-10)",2008-10-03
"236","Cincinnati","","Rutgers","W (13-10)",2008-10-11
"237","Cincinnati","@","Connecticut","L (16-40)",2008-10-25
"238","Cincinnati","","South Florida","W (24-10)",2008-10-30
"239","Cincinnati","@","West Virginia","W (26-23)",2008-11-08
"240","Cincinnati","@","Louisville","W (28-20)",2008-11-14
"241","Cincinnati","","Pittsburgh","W (28-21)",2008-11-22
"242","Cincinnati","","Syracuse","W (30-10)",2008-11-29
"243","Cincinnati","@","Hawaii","W (29-24)",2008-12-06
"244","Cincinnati","N","Virginia Tech","L (7-20)",2009-01-01
"246","Clemson","","Non-Major","W (45-17)",2008-09-06
"247","Clemson","","North Carolina State","W (27-9)",2008-09-13
"248","Clemson","","Non-Major","W (54-0)",2008-09-20
"249","Clemson","","Maryland","L (17-20)",2008-09-27
"250","Clemson","@","Wake Forest","L (7-12)",2008-10-09
"251","Clemson","","Georgia Tech","L (17-21)",2008-10-18
"253","Clemson","@","Florida State","L (27-41)",2008-11-08
"254","Clemson","","Duke","W (31-7)",2008-11-15
"255","Clemson","@","Virginia","W (13-3)",2008-11-22
"256","Clemson","","South Carolina","W (31-14)",2008-11-29
"257","Clemson","N","Nebraska","L (21-26)",2009-01-01
"258","Colorado","N","Colorado State","W (38-17)",2008-08-31
"259","Colorado","","Non-Major","W (31-24)",2008-09-06
"260","Colorado","","West Virginia","W (17-14)",2008-09-18
"261","Colorado","@","Florida State","L (21-39)",2008-09-27
"262","Colorado","","Texas","L (14-38)",2008-10-04
"263","Colorado","@","Kansas","L (14-30)",2008-10-11
"264","Colorado","","Kansas State","W (14-13)",2008-10-18
"265","Colorado","@","Missouri","L (0-58)",2008-10-25
"266","Colorado","@","Texas A&M","L (17-24)",2008-11-01
"267","Colorado","","Iowa State","W (28-24)",2008-11-08
"268","Colorado","","Oklahoma State","L (17-30)",2008-11-15
"269","Colorado","@","Nebraska","L (31-40)",2008-11-28
"271","Colorado State","","Non-Major","W (23-20)",2008-09-06
"272","Colorado State","","Houston","W (28-25)",2008-09-20
"274","Colorado State","","Nevada-Las Vegas","W (41-28)",2008-10-04
"275","Colorado State","","Texas Christian","L (7-13)",2008-10-11
"276","Colorado State","@","Utah","L (16-49)",2008-10-18
"277","Colorado State","@","San Diego State","W (38-34)",2008-10-25
"280","Colorado State","","New Mexico","W (20-6)",2008-11-15
"281","Colorado State","@","Wyoming","W (31-20)",2008-11-22
"282","Colorado State","N","Fresno State","W (40-35)",2008-12-20
"283","Connecticut","","Non-Major","W (35-3)",2008-08-28
"284","Connecticut","@","Temple","W (12-9)",2008-09-06
"285","Connecticut","","Virginia","W (45-10)",2008-09-13
"287","Connecticut","@","Louisville","W (26-21)",2008-09-26
"288","Connecticut","@","North Carolina","L (12-38)",2008-10-04
"289","Connecticut","@","Rutgers","L (10-12)",2008-10-18
"291","Connecticut","","West Virginia","L (13-35)",2008-11-01
"292","Connecticut","@","Syracuse","W (39-14)",2008-11-15
"293","Connecticut","@","South Florida","L (13-17)",2008-11-23
"294","Connecticut","","Pittsburgh","L (10-34)",2008-12-06
"296","Duke","","Non-Major","W (31-7)",2008-08-30
"297","Duke","","Northwestern","L (20-24)",2008-09-06
"298","Duke","","Navy","W (41-31)",2008-09-13
"299","Duke","","Virginia","W (31-3)",2008-09-27
"300","Duke","@","Georgia Tech","L (0-27)",2008-10-04
"301","Duke","","Miami (FL)","L (31-49)",2008-10-18
"302","Duke","@","Vanderbilt","W (10-7)",2008-10-25
"303","Duke","@","Wake Forest","L (30-33)",2008-11-01
"304","Duke","","North Carolina State","L (17-27)",2008-11-08
"306","Duke","@","Virginia Tech","L (3-14)",2008-11-22
"307","Duke","","North Carolina","L (20-28)",2008-11-29
"308","East Carolina","N","Virginia Tech","W (27-22)",2008-08-30
"309","East Carolina","","West Virginia","W (24-3)",2008-09-06
"310","East Carolina","@","Tulane","W (28-24)",2008-09-13
"311","East Carolina","@","North Carolina State","L (24-30)",2008-09-20
"312","East Carolina","","Houston","L (24-41)",2008-09-27
"313","East Carolina","@","Virginia","L (20-35)",2008-10-11
"314","East Carolina","","Memphis","W (30-10)",2008-10-18
"315","East Carolina","@","Central Florida","W (13-10)",2008-11-02
"316","East Carolina","","Marshall","W (19-16)",2008-11-08
"317","East Carolina","@","Southern Mississippi","L (3-21)",2008-11-15
"318","East Carolina","@","Alabama-Birmingham","W (17-13)",2008-11-22
"319","East Carolina","","Texas-El Paso","W (53-21)",2008-11-28
"320","East Carolina","@","Tulsa","W (27-24)",2008-12-06
"321","East Carolina","N","Kentucky","L (19-25)",2009-01-02
"322","Eastern Michigan","","Non-Major","W (52-0)",2008-08-28
"323","Eastern Michigan","@","Michigan State","L (10-42)",2008-09-06
"324","Eastern Michigan","","Toledo","L (17-41)",2008-09-13
"325","Eastern Michigan","@","Maryland","L (24-51)",2008-09-20
"326","Eastern Michigan","","Northern Illinois","L (0-37)",2008-09-27
"331","Eastern Michigan","@","Western Michigan","L (10-31)",2008-11-01
"332","Eastern Michigan","@","Temple","L (52-55)",2008-11-22
"334","Florida Atlantic","@","Texas","L (10-52)",2008-08-30
"335","Florida Atlantic","","Alabama-Birmingham","W (49-34)",2008-09-06
"336","Florida Atlantic","@","Michigan State","L (0-17)",2008-09-13
"337","Florida Atlantic","@","Minnesota","L (3-37)",2008-09-20
"338","Florida Atlantic","@","Middle Tennessee State","L (13-14)",2008-09-30
"339","Florida Atlantic","","Troy","L (17-30)",2008-10-07
"340","Florida Atlantic","@","Western Kentucky","W (24-20)",2008-10-18
"341","Florida Atlantic","@","Louisiana-Monroe","W (29-28)",2008-10-25
"342","Florida Atlantic","","North Texas","W (46-13)",2008-11-08
"343","Florida Atlantic","","Louisiana","W (40-29)",2008-11-15
"345","Florida Atlantic","N","Florida International","W (57-50)",2008-11-29
"347","Florida","","Hawaii","W (56-10)",2008-08-30
"348","Florida","","Miami (FL)","W (26-3)",2008-09-06
"349","Florida","@","Tennessee","W (30-6)",2008-09-20
"350","Florida","","Mississippi","L (30-31)",2008-09-27
"352","Florida","","Louisiana State","W (51-21)",2008-10-11
"353","Florida","","Kentucky","W (63-5)",2008-10-25
"354","Florida","N","Georgia","W (49-10)",2008-11-01
"355","Florida","@","Vanderbilt","W (42-14)",2008-11-08
"356","Florida","","South Carolina","W (56-6)",2008-11-15
"357","Florida","","Non-Major","W (70-19)",2008-11-22
"358","Florida","@","Florida State","W (45-15)",2008-11-29
"360","Florida","N","Oklahoma","W (24-14)",2009-01-08
"361","Florida International","@","Kansas","L (10-40)",2008-08-30
"362","Florida International","@","Iowa","L (0-42)",2008-09-06
"363","Florida International","","South Florida","L (9-17)",2008-09-20
"364","Florida International","@","Toledo","W (35-16)",2008-09-27
"365","Florida International","@","North Texas","W (42-10)",2008-10-04
"366","Florida International","","Middle Tennessee State","W (31-21)",2008-10-11
"367","Florida International","@","Troy","L (23-33)",2008-10-18
"368","Florida International","@","Louisiana","L (20-49)",2008-11-01
"370","Florida International","","Louisiana-Monroe","L (27-31)",2008-11-22
"372","Florida International","","Western Kentucky","W (27-3)",2008-12-06
"373","Florida State","","Non-Major","W (69-0)",2008-09-06
"374","Florida State","","Non-Major","W (46-7)",2008-09-13
"375","Florida State","","Wake Forest","L (3-12)",2008-09-20
"377","Florida State","@","Miami (FL)","W (41-39)",2008-10-04
"378","Florida State","@","North Carolina State","W (26-17)",2008-10-16
"379","Florida State","","Virginia Tech","W (30-20)",2008-10-25
"380","Florida State","@","Georgia Tech","L (28-31)",2008-11-01
"383","Florida State","@","Maryland","W (37-3)",2008-11-22
"385","Florida State","N","Wisconsin","W (42-13)",2008-12-27
"386","Fresno State","@","Rutgers","W (24-7)",2008-09-01
"387","Fresno State","","Wisconsin","L (10-13)",2008-09-13
"388","Fresno State","@","Toledo","W (55-54)",2008-09-20
"389","Fresno State","@","UCLA","W (36-31)",2008-09-27
"390","Fresno State","","Hawaii","L (29-32)",2008-10-04
"391","Fresno State","","Idaho","W (45-32)",2008-10-11
"392","Fresno State","@","Utah State","W (30-28)",2008-10-25
"393","Fresno State","@","Louisiana Tech","L (35-38)",2008-11-01
"394","Fresno State","","Nevada","L (28-41)",2008-11-07
"395","Fresno State","","New Mexico State","W (24-17)",2008-11-15
"396","Fresno State","@","San Jose State","W (24-10)",2008-11-21
"399","Georgia","","Non-Major","W (45-21)",2008-08-30
"401","Georgia","@","South Carolina","W (14-7)",2008-09-13
"404","Georgia","","Tennessee","W (26-14)",2008-10-11
"405","Georgia","","Vanderbilt","W (24-14)",2008-10-18
"406","Georgia","@","Louisiana State","W (52-38)",2008-10-25
"408","Georgia","@","Kentucky","W (42-38)",2008-11-08
"410","Georgia","","Georgia Tech","L (42-45)",2008-11-29
"411","Georgia","N","Michigan State","W (24-12)",2009-01-01
"412","Georgia Tech","","Non-Major","W (41-14)",2008-08-28
"414","Georgia Tech","@","Virginia Tech","L (17-20)",2008-09-13
"415","Georgia Tech","","Mississippi State","W (38-7)",2008-09-20
"417","Georgia Tech","","Non-Major","W (10-7)",2008-10-11
"419","Georgia Tech","","Virginia","L (17-24)",2008-10-25
"421","Georgia Tech","@","North Carolina","L (7-28)",2008-11-08
"422","Georgia Tech","","Miami (FL)","W (41-23)",2008-11-20
"424","Georgia Tech","","Louisiana State","L (3-38)",2008-12-31
"426","Hawaii","","Non-Major","W (36-17)",2008-09-06
"427","Hawaii","@","Oregon State","L (7-45)",2008-09-13
"428","Hawaii","","San Jose State","L (17-20)",2008-09-27
"430","Hawaii","","Louisiana Tech","W (24-14)",2008-10-11
"432","Hawaii","","Nevada","W (38-31)",2008-10-25
"433","Hawaii","@","Utah State","L (14-30)",2008-11-01
"434","Hawaii","@","New Mexico State","W (42-30)",2008-11-08
"435","Hawaii","","Idaho","W (49-17)",2008-11-22
"436","Hawaii","","Washington State","W (24-10)",2008-11-29
"438","Hawaii","","Notre Dame","L (21-49)",2008-12-24
"439","Houston","","Non-Major","W (55-3)",2008-08-30
"440","Houston","@","Oklahoma State","L (37-56)",2008-09-06
"444","Houston","","Alabama-Birmingham","W (45-20)",2008-10-09
"445","Houston","@","Southern Methodist","W (44-38)",2008-10-18
"446","Houston","@","Marshall","L (23-37)",2008-10-28
"447","Houston","","Tulane","W (42-14)",2008-11-08
"448","Houston","","Tulsa","W (70-30)",2008-11-15
"449","Houston","","Texas-El Paso","W (42-37)",2008-11-22
"450","Houston","@","Rice","L (42-56)",2008-11-29
"453","Idaho","","Non-Major","W (42-27)",2008-09-06
"454","Idaho","","Western Michigan","L (28-51)",2008-09-13
"455","Idaho","@","Utah State","L (17-42)",2008-09-20
"456","Idaho","@","San Diego State","L (17-45)",2008-09-27
"457","Idaho","","Nevada","L (14-49)",2008-10-04
"459","Idaho","@","Louisiana Tech","L (14-46)",2008-10-18
"460","Idaho","","New Mexico State","W (20-14)",2008-10-25
"461","Idaho","","San Jose State","L (24-30)",2008-11-01
"464","Illinois","N","Missouri","L (42-52)",2008-08-30
"465","Illinois","","Non-Major","W (47-21)",2008-09-06
"466","Illinois","","Louisiana","W (20-17)",2008-09-13
"467","Illinois","@","Penn State","L (24-38)",2008-09-27
"468","Illinois","@","Michigan","W (45-20)",2008-10-04
"469","Illinois","","Minnesota","L (20-27)",2008-10-11
"470","Illinois","","Indiana","W (55-13)",2008-10-18
"471","Illinois","@","Wisconsin","L (17-27)",2008-10-25
"472","Illinois","","Iowa","W (27-24)",2008-11-01
"473","Illinois","@","Western Michigan","L (17-23)",2008-11-08
"474","Illinois","","Ohio State","L (20-30)",2008-11-15
"475","Illinois","@","Northwestern","L (10-27)",2008-11-22
"476","Indiana","","Western Kentucky","W (31-13)",2008-08-30
"477","Indiana","","Non-Major","W (45-3)",2008-09-06
"479","Indiana","","Michigan State","L (29-42)",2008-09-27
"480","Indiana","@","Minnesota","L (7-16)",2008-10-04
"481","Indiana","","Iowa","L (9-45)",2008-10-11
"483","Indiana","","Northwestern","W (21-19)",2008-10-25
"485","Indiana","","Wisconsin","L (20-55)",2008-11-08
"486","Indiana","@","Penn State","L (7-34)",2008-11-15
"487","Indiana","@","Purdue","L (10-62)",2008-11-22
"488","Iowa","","Non-Major","W (46-3)",2008-08-30
"490","Iowa","","Iowa State","W (17-5)",2008-09-13
"491","Iowa","@","Pittsburgh","L (20-21)",2008-09-20
"492","Iowa","","Northwestern","L (17-22)",2008-09-27
"493","Iowa","@","Michigan State","L (13-16)",2008-10-04
"495","Iowa","","Wisconsin","W (38-16)",2008-10-18
"497","Iowa","","Penn State","W (24-23)",2008-11-08
"498","Iowa","","Purdue","W (22-17)",2008-11-15
"499","Iowa","@","Minnesota","W (55-0)",2008-11-22
"500","Iowa","N","South Carolina","W (31-10)",2009-01-01
"501","Iowa State","","Non-Major","W (44-17)",2008-08-28
"502","Iowa State","","Kent State","W (48-28)",2008-09-06
"504","Iowa State","@","Nevada-Las Vegas","L (31-34)",2008-09-20
"505","Iowa State","","Kansas","L (33-35)",2008-10-04
"507","Iowa State","","Nebraska","L (7-35)",2008-10-18
"508","Iowa State","","Texas A&M","L (35-49)",2008-10-25
"509","Iowa State","@","Oklahoma State","L (17-59)",2008-11-01
"511","Iowa State","","Missouri","L (20-52)",2008-11-15
"512","Iowa State","@","Kansas State","L (30-38)",2008-11-22
"514","Kansas","","Louisiana Tech","W (29-0)",2008-09-06
"515","Kansas","@","South Florida","L (34-37)",2008-09-12
"516","Kansas","","Non-Major","W (38-14)",2008-09-20
"519","Kansas","@","Oklahoma","L (31-45)",2008-10-18
"520","Kansas","","Texas Tech","L (21-63)",2008-10-25
"521","Kansas","","Kansas State","W (52-21)",2008-11-01
"522","Kansas","@","Nebraska","L (35-45)",2008-11-08
"523","Kansas","","Texas","L (7-35)",2008-11-15
"524","Kansas","N","Missouri","W (40-37)",2008-11-29
"525","Kansas","N","Minnesota","W (42-21)",2008-12-31
"526","Kansas State","","North Texas","W (45-6)",2008-08-30
"527","Kansas State","","Non-Major","W (69-10)",2008-09-06
"528","Kansas State","@","Louisville","L (29-38)",2008-09-17
"529","Kansas State","","Louisiana","W (45-37)",2008-09-27
"530","Kansas State","","Texas Tech","L (28-58)",2008-10-04
"531","Kansas State","@","Texas A&M","W (44-30)",2008-10-11
"533","Kansas State","","Oklahoma","L (35-58)",2008-10-25
"535","Kansas State","@","Missouri","L (24-41)",2008-11-08
"536","Kansas State","","Nebraska","L (28-56)",2008-11-15
"540","Kent State","","Non-Major","W (24-3)",2008-09-13
"541","Kent State","@","Louisiana","L (27-44)",2008-09-20
"544","Kent State","","Ohio","L (19-26)",2008-10-11
"545","Kent State","@","Miami (OH)","W (54-21)",2008-10-25
"547","Kent State","","Temple","W (41-38)",2008-11-12
"548","Kent State","","Northern Illinois","L (14-42)",2008-11-18
"550","Kentucky","@","Louisville","W (27-2)",2008-08-31
"551","Kentucky","","Non-Major","W (38-3)",2008-09-06
"552","Kentucky","","Middle Tennessee State","W (20-14)",2008-09-13
"553","Kentucky","","Western Kentucky","W (41-3)",2008-09-27
