"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","miami-oh","2001-09-01","@","Michigan","L (13-31)",20,34,58.8,214,1,47,189,4,3,81,403,5,11,10,1,22,2,20,1,0,1
"2","miami-oh","2001-09-08","@","Iowa","L (19-44)",22,32,68.8,270,4,40,141,3.5,1,72,411,5.7,13,8,0,21,4,35,0,1,1
"3","miami-oh","2001-09-22","","Cincinnati","W (21-14)",22,37,59.5,206,0,25,77,3.1,2,62,283,4.6,10,5,1,16,5,55,0,1,1
"4","miami-oh","2001-09-29","@","Ball State","W (28-20)",13,29,44.8,108,2,40,170,4.3,1,69,278,4,5,8,3,16,3,31,0,2,2
"5","miami-oh","2001-10-06","","Buffalo","W (31-14)",17,40,42.5,194,1,31,64,2.1,1,71,258,3.6,8,4,4,16,6,25,1,1,2
"6","miami-oh","2001-10-13","","Akron","W (30-27)",21,31,67.7,309,2,42,97,2.3,0,73,406,5.6,11,6,3,20,3,33,0,0,0
"7","miami-oh","2001-10-20","@","Ohio","W (36-24)",3,12,25,22,0,57,281,4.9,3,69,303,4.4,1,17,3,21,10,103,3,0,3
"8","miami-oh","2001-10-27","","Western Michigan","W (25-11)",9,32,28.1,75,0,34,93,2.7,1,66,168,2.5,5,4,0,9,6,41,0,2,2
"9","miami-oh","2001-11-03","@","Bowling Green State","W (24-21)",14,30,46.7,185,1,39,127,3.3,1,69,312,4.5,9,9,3,21,3,29,0,1,1
"10","miami-oh","2001-11-10","","Marshall","L (21-27)",30,43,69.8,333,2,37,90,2.4,1,80,423,5.3,21,5,2,28,4,24,1,0,1
"11","miami-oh","2001-11-17","@","Hawaii","L (51-52)",30,53,56.6,500,7,11,45,4.1,0,64,545,8.5,19,4,0,23,5,33,0,1,1
"12","miami-oh","2001-11-24","@","Kent State","L (20-24)",9,20,45,79,0,46,333,7.2,3,66,412,6.2,3,15,1,19,8,91,0,2,2
