"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","california","2001-09-01","","Illinois","L (17-44)",18,35,51.4,297,2,34,76,2.2,3,69,373,5.4,10,5,3,18,5,44,0,0,0
"2","california","2001-09-08","","Brigham Young","L (16-44)",19,28,67.9,295,3,35,193,5.5,3,63,488,7.7,11,12,3,26,10,98,0,0,0
"3","california","2001-09-22","@","Washington State","L (20-51)",23,47,48.9,513,4,36,92,2.6,2,83,605,7.3,18,6,6,30,7,65,0,1,1
"4","california","2001-09-29","","Washington","L (28-31)",18,33,54.5,290,2,45,116,2.6,2,78,406,5.2,10,6,1,17,8,76,0,0,0
"5","california","2001-10-13","","Oregon","L (7-48)",15,24,62.5,206,2,51,257,5,5,75,463,6.2,9,12,2,23,10,80,2,0,2
"6","california","2001-10-20","@","UCLA","L (17-56)",15,19,78.9,303,3,38,228,6,4,57,531,9.3,11,12,3,26,12,96,0,0,0
"7","california","2001-10-27","@","Oregon State","L (10-19)",16,29,55.2,251,1,32,113,3.5,0,61,364,6,10,2,5,17,10,83,1,1,2
"8","california","2001-11-03","","Arizona","L (24-38)",19,34,55.9,337,4,39,137,3.5,1,73,474,6.5,15,4,4,23,9,87,3,1,4
"9","california","2001-11-10","","Southern California","L (14-55)",19,37,51.4,235,1,47,213,4.5,4,84,448,5.3,11,9,7,27,4,45,2,0,2
"10","california","2001-11-17","@","Stanford","L (28-35)",20,39,51.3,390,4,45,178,4,1,84,568,6.8,14,9,4,27,10,90,2,3,5
"11","california","2001-11-23","@","Rutgers","W (20-10)",11,27,40.7,142,1,35,47,1.3,0,62,189,3,5,4,1,10,14,105,0,2,2
