"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","san-jose-state","2001-09-01","@","Southern California","L (10-21)",21,28,75,213,0,33,165,5,3,61,378,6.2,9,8,0,17,8,69,0,1,1
"2","san-jose-state","2001-09-08","@","Colorado","L (15-51)",19,31,61.3,297,2,55,263,4.8,4,86,560,6.5,11,17,4,32,5,59,0,0,0
"3","san-jose-state","2001-09-29","@","Arizona State","L (15-53)",15,22,68.2,229,4,52,224,4.3,2,74,453,6.1,8,13,1,22,4,47,1,2,3
"4","san-jose-state","2001-10-06","@","Louisiana Tech","L (20-41)",31,42,73.8,407,5,30,168,5.6,0,72,575,8,17,12,1,30,9,75,1,0,1
"5","san-jose-state","2001-10-13","","Southern Methodist","L (17-24)",4,13,30.8,44,0,55,347,6.3,2,68,391,5.8,3,18,2,23,4,38,1,0,1
"6","san-jose-state","2001-10-20","@","Texas-El Paso","W (40-28)",21,37,56.8,358,3,27,93,3.4,0,64,451,7,14,6,0,20,5,35,4,1,5
"7","san-jose-state","2001-10-27","","Tulsa","W (63-27)",26,42,61.9,196,2,33,171,5.2,1,75,367,4.9,10,11,1,22,1,15,1,3,4
"8","san-jose-state","2001-11-03","@","Hawaii","L (10-34)",19,38,50,318,2,20,85,4.3,2,58,403,6.9,10,5,1,16,4,40,3,1,4
"9","san-jose-state","2001-11-10","","Nevada","W (64-45)",26,49,53.1,565,2,36,226,6.3,4,85,791,9.3,20,10,2,32,13,99,0,1,1
"10","san-jose-state","2001-11-17","@","Boise State","L (6-56)",19,32,59.4,351,4,44,204,4.6,3,76,555,7.3,10,15,0,25,8,95,1,1,2
"11","san-jose-state","2001-11-23","@","Fresno State","L (21-40)",21,37,56.8,328,2,51,282,5.5,3,88,610,6.9,14,16,2,32,9,80,0,1,1
"12","san-jose-state","2001-12-01","","Stanford","L (14-41)",12,22,54.5,256,1,47,220,4.7,5,69,476,6.9,9,9,1,19,6,51,2,1,3
