"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","kansas-state","2001-09-08","@","Southern California","W (10-6)",16,36,44.4,197,0,30,100,3.3,1,66,297,4.5,8,5,0,13,10,75,1,0,1
"2","kansas-state","2001-09-22","","New Mexico State","W (64-0)",9,23,39.1,70,0,43,45,1,0,66,115,1.7,3,5,4,12,8,66,1,2,3
"3","kansas-state","2001-09-29","@","Oklahoma","L (37-38)",18,39,46.2,316,3,26,9,0.3,1,65,325,5,9,1,4,14,8,55,0,3,3
"4","kansas-state","2001-10-06","","Colorado","L (6-16)",8,16,50,87,1,45,196,4.4,0,61,283,4.6,3,9,4,16,10,79,1,2,3
"5","kansas-state","2001-10-13","@","Texas Tech","L (19-38)",32,48,66.7,409,4,20,66,3.3,1,68,475,7,14,7,0,21,10,92,1,3,4
"6","kansas-state","2001-10-20","","Texas A&M","L (24-31)",11,20,55,138,2,32,51,1.6,1,52,189,3.6,6,3,0,9,5,43,0,0,0
"7","kansas-state","2001-10-27","","Kansas","W (40-6)",16,36,44.4,165,0,31,47,1.5,0,67,212,3.2,7,6,3,16,8,56,0,0,0
"8","kansas-state","2001-11-03","@","Iowa State","W (42-3)",15,29,51.7,151,0,24,23,1,0,53,174,3.3,6,3,2,11,5,43,1,3,4
"9","kansas-state","2001-11-10","@","Nebraska","L (21-31)",3,7,42.9,60,0,58,264,4.6,2,65,324,5,2,16,0,18,4,41,1,2,3
"10","kansas-state","2001-11-17","","Louisiana Tech","W (40-7)",16,38,42.1,144,1,20,31,1.6,0,58,175,3,6,3,0,9,7,63,1,2,3
"11","kansas-state","2001-11-24","","Missouri","W (24-3)",8,28,28.6,88,0,35,229,6.5,0,63,317,5,6,8,2,16,5,17,0,1,1
