"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","brigham-young","2001-08-25","","Tulane","W (70-35)",23,49,46.9,289,3,43,219,5.1,2,92,508,5.5,13,13,1,27,5,35,0,1,1
"2","brigham-young","2001-09-01","","Nevada","W (52-7)",15,28,53.6,127,0,36,160,4.4,1,64,287,4.5,7,10,0,17,7,45,0,1,1
"3","brigham-young","2001-09-08","@","California","W (44-16)",23,38,60.5,291,2,36,120,3.3,0,74,411,5.6,16,7,3,26,9,105,2,1,3
"4","brigham-young","2001-09-29","@","Nevada-Las Vegas","W (35-31)",11,18,61.1,132,0,49,189,3.9,3,67,321,4.8,7,10,1,18,3,34,1,2,3
"5","brigham-young","2001-10-05","","Utah State","W (54-34)",25,43,58.1,283,2,33,143,4.3,3,76,426,5.6,15,9,2,26,13,141,0,2,2
"6","brigham-young","2001-10-13","@","New Mexico","W (24-20)",18,35,51.4,180,1,48,198,4.1,1,83,378,4.6,9,14,0,23,4,40,0,3,3
"7","brigham-young","2001-10-20","","Air Force","W (63-33)",12,22,54.5,168,1,52,334,6.4,4,74,502,6.8,6,15,0,21,5,37,0,1,1
"8","brigham-young","2001-10-27","@","San Diego State","W (59-21)",14,33,42.4,130,1,41,285,7,2,74,415,5.6,6,13,0,19,8,88,2,3,5
"9","brigham-young","2001-11-01","","Colorado State","W (56-34)",12,26,46.2,158,1,58,440,7.6,2,84,598,7.1,7,19,3,29,6,48,1,3,4
"10","brigham-young","2001-11-10","@","Wyoming","W (41-34)",24,52,46.2,358,1,37,118,3.2,3,89,476,5.3,15,7,1,23,5,45,0,1,1
"11","brigham-young","2001-11-17","","Utah","W (24-21)",16,32,50,189,1,46,168,3.7,2,78,357,4.6,10,10,3,23,5,26,1,1,2
"12","brigham-young","2001-12-01","@","Mississippi State","W (41-38)",20,28,71.4,346,3,27,160,5.9,2,55,506,9.2,11,6,2,19,10,127,2,1,3
"13","brigham-young","2001-12-08","@","Hawaii","L (45-72)",29,52,55.8,543,8,21,103,4.9,0,73,646,8.8,20,8,3,31,15,168,4,1,5
