"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","houston","2001-09-01","","Rice","L (14-21)",6,12,50,42,1,69,354,5.1,2,81,396,4.9,2,17,2,21,5,33,0,0,0
"2","houston","2001-09-22","","Texas","L (26-53)",22,37,59.5,341,4,39,193,4.9,3,76,534,7,14,11,2,27,6,58,1,1,2
"3","houston","2001-09-29","","Texas Christian","L (17-34)",12,22,54.5,89,0,50,268,5.4,3,72,357,5,6,10,3,19,6,55,0,2,2
"4","houston","2001-10-06","@","Army","L (14-28)",15,28,53.6,168,1,46,259,5.6,3,74,427,5.8,7,14,2,23,4,37,0,0,0
"5","houston","2001-10-13","","Memphis","L (33-52)",14,22,63.6,216,2,51,252,4.9,5,73,468,6.4,8,13,2,23,6,38,1,0,1
"6","houston","2001-10-20","","Cincinnati","L (28-29)",20,28,71.4,340,1,36,142,3.9,3,64,482,7.5,13,7,6,26,10,87,1,1,2
"7","houston","2001-10-27","@","Southern Mississippi","L (14-58)",22,35,62.9,311,5,35,158,4.5,3,70,469,6.7,15,9,0,24,9,74,2,1,3
"8","houston","2001-11-03","@","South Florida","L (6-45)",25,39,64.1,301,1,29,144,5,4,68,445,6.5,11,6,2,19,10,85,1,1,2
"9","houston","2001-11-10","@","Louisville","L (10-34)",20,30,66.7,274,2,34,91,2.7,1,64,365,5.7,12,5,0,17,8,79,1,0,1
"10","houston","2001-11-17","","Alabama-Birmingham","L (21-43)",8,15,53.3,128,1,54,252,4.7,3,69,380,5.5,7,14,1,22,7,50,0,0,0
"11","houston","2001-12-01","@","Georgia","L (7-35)",14,29,48.3,256,4,45,213,4.7,1,74,469,6.3,9,12,2,23,1,62,1,1,2
