"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","tennessee","2001-09-01","","Syracuse","W (33-9)",6,21,28.6,115,1,42,75,1.8,0,63,190,3,2,8,2,12,10,72,2,1,3
"2","tennessee","2001-09-08","@","Arkansas","W (13-3)",8,16,50,73,0,26,19,0.7,0,42,92,2.2,2,3,0,5,2,10,0,2,2
"3","tennessee","2001-09-29","","Louisiana State","W (26-18)",21,43,48.8,356,2,20,29,1.5,0,63,385,6.1,14,3,1,18,6,55,1,0,1
"4","tennessee","2001-10-06","","Georgia","L (24-26)",21,34,61.8,303,2,28,68,2.4,0,62,371,6,12,3,2,17,8,65,0,1,1
"5","tennessee","2001-10-20","@","Alabama","W (35-24)",10,23,43.5,165,2,31,163,5.3,1,54,328,6.1,3,8,2,13,6,39,0,0,0
"6","tennessee","2001-10-27","","South Carolina","W (17-10)",14,28,50,108,1,33,157,4.8,0,61,265,4.3,4,8,2,14,10,50,1,0,1
"7","tennessee","2001-11-03","@","Notre Dame","W (28-18)",13,24,54.2,146,0,45,122,2.7,1,69,268,3.9,8,11,1,20,7,53,2,1,3
"8","tennessee","2001-11-10","","Memphis","W (49-28)",18,37,48.6,281,3,27,23,0.9,1,64,304,4.8,12,2,6,20,5,44,2,2,4
"9","tennessee","2001-11-17","@","Kentucky","W (38-35)",34,53,64.2,406,4,31,137,4.4,1,84,543,6.5,16,7,1,24,10,69,1,1,2
"10","tennessee","2001-11-24","","Vanderbilt","W (38-0)",17,27,63,144,0,36,61,1.7,0,63,205,3.3,8,5,3,16,8,60,0,3,3
"11","tennessee","2001-12-01","@","Florida","W (34-32)",34,53,64.2,371,2,23,36,1.6,1,76,407,5.4,17,4,2,23,9,58,0,1,1
"12","tennessee","2001-12-08","N","Louisiana State","L (20-31)",14,35,40,151,0,42,134,3.2,3,77,285,3.7,8,10,2,20,5,32,0,0,0
