"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","louisiana-monroe","2001-09-01","","Sam Houston State","L (9-20)",17,31,54.8,188,1,33,77,2.3,1,64,265,4.1,12,2,1,15,6,48,0,0,0
"2","louisiana-monroe","2001-09-08","@","Florida","L (6-55)",33,49,67.3,432,4,31,168,5.4,3,80,600,7.5,24,10,0,34,8,65,2,1,3
"3","louisiana-monroe","2001-09-22","","Middle Tennessee State","L (20-38)",30,37,81.1,323,2,48,186,3.9,3,85,509,6,17,11,3,31,11,103,3,0,3
"4","louisiana-monroe","2001-09-29","","New Mexico State","L (0-31)",14,23,60.9,166,1,67,288,4.3,3,90,454,5,8,18,1,27,11,110,0,0,0
"5","louisiana-monroe","2001-10-06","","North Texas","W (19-17)",11,18,61.1,148,1,30,136,4.5,1,48,284,5.9,6,4,3,13,7,67,1,2,3
"6","louisiana-monroe","2001-10-20","@","Central Florida","L (6-38)",28,39,71.8,335,3,21,50,2.4,1,60,385,6.4,17,4,1,22,10,99,1,1,2
"7","louisiana-monroe","2001-10-27","@","Louisiana","L (12-17)",20,33,60.6,226,1,34,51,1.5,1,67,277,4.1,10,4,1,15,9,80,1,0,1
"8","louisiana-monroe","2001-11-03","@","Idaho","L (38-42)",31,38,81.6,385,6,31,91,2.9,0,69,476,6.9,19,6,3,28,8,85,2,1,3
"9","louisiana-monroe","2001-11-10","","Troy","L (12-44)",23,33,69.7,307,3,56,218,3.9,2,89,525,5.9,14,16,1,31,7,81,1,0,1
"10","louisiana-monroe","2001-11-17","@","Arkansas State","W (16-7)",16,34,47.1,142,0,38,106,2.8,1,72,248,3.4,9,6,0,15,4,25,1,2,3
"11","louisiana-monroe","2001-12-01","@","Cincinnati","L (10-42)",19,34,55.9,262,4,45,139,3.1,2,79,401,5.1,14,9,4,27,4,48,2,1,3
