"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","alabama","2001-09-01","","UCLA","L (17-20)",8,22,36.4,123,1,38,168,4.4,1,60,291,4.9,5,6,2,13,0,0,0,0,0
"2","alabama","2001-09-08","@","Vanderbilt","W (12-9)",17,35,48.6,253,0,35,143,4.1,0,70,396,5.7,8,11,1,20,6,33,1,0,1
"3","alabama","2001-09-22","","Arkansas","W (31-10)",22,40,55,209,0,46,106,2.3,1,86,315,3.7,11,9,1,21,8,66,2,2,4
"4","alabama","2001-09-29","@","South Carolina","L (36-37)",19,34,55.9,291,3,23,68,3,2,57,359,6.3,9,5,3,17,5,42,2,0,2
"5","alabama","2001-10-06","","Texas-El Paso","W (56-7)",8,19,42.1,99,0,29,133,4.6,1,48,232,4.8,3,4,0,7,5,40,2,1,3
"6","alabama","2001-10-13","@","Mississippi","L (24-27)",22,41,53.7,325,1,39,105,2.7,3,80,430,5.4,12,9,1,22,8,55,1,0,1
"7","alabama","2001-10-20","","Tennessee","L (24-35)",21,28,75,293,2,45,187,4.2,3,73,480,6.6,14,7,2,23,6,55,0,0,0
"8","alabama","2001-11-03","","Louisiana State","L (21-35)",35,44,79.5,528,2,30,83,2.8,3,74,611,8.3,23,4,3,30,5,36,2,1,3
"9","alabama","2001-11-10","","Mississippi State","W (24-17)",19,37,51.4,183,2,32,117,3.7,0,69,300,4.3,9,6,1,16,13,131,0,1,1
"10","alabama","2001-11-17","@","Auburn","W (31-7)",16,24,66.7,231,0,28,41,1.5,1,52,272,5.2,10,4,1,15,5,46,1,0,1
"11","alabama","2001-11-29","","Southern Mississippi","W (28-15)",23,36,63.9,239,2,37,47,1.3,0,73,286,3.9,10,8,4,22,6,61,2,1,3
