"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","northwestern","2001-09-07","@","Nevada-Las Vegas","W (37-28)",18,39,46.2,304,2,41,149,3.6,2,80,453,5.7,13,7,4,24,6,84,1,1,2
"2","northwestern","2001-09-22","@","Duke","W (44-7)",17,36,47.2,171,1,32,137,4.3,0,68,308,4.5,6,8,2,16,2,15,0,4,4
"3","northwestern","2001-09-29","","Michigan State","W (27-26)",22,37,59.5,274,0,42,111,2.6,2,79,385,4.9,15,8,3,26,9,66,2,1,3
"4","northwestern","2001-10-06","@","Ohio State","L (20-38)",4,10,40,109,0,53,287,5.4,4,63,396,6.3,3,14,0,17,8,86,0,1,1
"5","northwestern","2001-10-13","","Minnesota","W (23-17)",10,34,29.4,143,1,50,257,5.1,1,84,400,4.8,6,15,3,24,9,65,0,3,3
"6","northwestern","2001-10-20","","Penn State","L (35-38)",25,47,53.2,288,2,44,213,4.8,3,91,501,5.5,13,12,1,26,6,40,0,0,0
"7","northwestern","2001-10-27","@","Purdue","L (27-32)",14,31,45.2,190,1,48,172,3.6,2,79,362,4.6,10,9,2,21,4,36,1,0,1
"8","northwestern","2001-11-03","@","Indiana","L (21-56)",13,23,56.5,246,3,59,316,5.4,5,82,562,6.9,9,18,2,29,9,66,0,1,1
"9","northwestern","2001-11-10","","Iowa","L (16-59)",17,24,70.8,305,2,60,283,4.7,6,84,588,7,11,13,1,25,6,45,0,1,1
"10","northwestern","2001-11-17","","Bowling Green State","L (42-43)",36,53,67.9,472,4,33,146,4.4,2,86,618,7.2,23,7,2,32,8,74,1,0,1
"11","northwestern","2001-11-22","@","Illinois","L (28-34)",33,43,76.7,387,4,47,183,3.9,0,90,570,6.3,18,12,2,32,4,35,1,1,2
