"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","fresno-state","2001-08-26","@","Colorado","W (24-22)",31,51,60.8,346,2,31,66,2.1,0,82,412,5,16,5,2,23,8,84,3,2,5
"2","fresno-state","2001-09-02","","Oregon State","W (44-24)",21,36,58.3,296,2,30,27,0.9,1,66,323,4.9,9,5,2,16,19,129,0,1,1
"3","fresno-state","2001-09-08","@","Wisconsin","W (32-20)",13,31,41.9,246,1,34,128,3.8,1,65,374,5.8,9,5,3,17,6,41,0,2,2
"4","fresno-state","2001-09-22","@","Tulsa","W (37-18)",24,41,58.5,210,0,39,145,3.7,2,80,355,4.4,14,9,1,24,4,35,0,2,2
"5","fresno-state","2001-09-29","","Louisiana Tech","W (38-28)",32,60,53.3,368,4,23,69,3,0,83,437,5.3,15,5,2,22,7,61,1,2,3
"6","fresno-state","2001-10-13","@","Colorado State","W (25-22)",13,24,54.2,116,1,52,322,6.2,2,76,438,5.8,6,14,1,21,8,53,0,0,0
"7","fresno-state","2001-10-19","","Boise State","L (30-35)",20,32,62.5,297,4,38,108,2.8,1,70,405,5.8,13,9,0,22,5,45,0,2,2
"8","fresno-state","2001-10-26","@","Hawaii","L (34-38)",31,54,57.4,350,4,18,30,1.7,0,72,380,5.3,18,1,3,22,8,80,0,2,2
"9","fresno-state","2001-11-03","","Rice","W (52-24)",7,19,36.8,134,0,56,188,3.4,3,75,322,4.3,5,11,4,20,5,25,2,1,3
"10","fresno-state","2001-11-10","@","Southern Methodist","W (38-13)",15,29,51.7,104,0,42,96,2.3,0,71,200,2.8,6,7,1,14,4,25,2,2,4
"11","fresno-state","2001-11-17","@","Nevada","W (61-14)",14,33,42.4,167,1,53,117,2.2,1,86,284,3.3,9,12,1,22,2,10,3,0,3
"12","fresno-state","2001-11-23","","San Jose State","W (40-21)",26,41,63.4,450,3,27,42,1.6,0,68,492,7.2,13,5,3,21,7,45,2,4,6
"13","fresno-state","2001-12-01","","Utah State","W (70-21)",21,39,53.8,240,2,24,92,3.8,1,63,332,5.3,7,4,3,14,7,54,0,3,3
