"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","pittsburgh","2001-09-01","","East Tennessee State","W (31-0)",8,18,44.4,101,0,49,79,1.6,0,67,180,2.7,3,8,2,13,6,27,1,1,2
"2","pittsburgh","2001-09-08","","South Florida","L (26-35)",37,65,56.9,343,4,32,100,3.1,1,97,443,4.6,17,7,3,27,8,65,1,1,2
"3","pittsburgh","2001-09-27","","Miami (FL)","L (21-43)",20,34,58.8,224,1,45,243,5.4,4,79,467,5.9,13,11,1,25,13,120,0,1,1
"4","pittsburgh","2001-10-06","@","Notre Dame","L (7-24)",10,13,76.9,70,0,57,249,4.4,3,70,319,4.6,5,12,1,18,6,52,0,0,0
"5","pittsburgh","2001-10-13","","Syracuse","L (10-42)",11,20,55,139,1,49,172,3.5,4,69,311,4.5,5,9,1,15,11,84,1,1,2
"6","pittsburgh","2001-10-20","@","Boston College","L (7-45)",14,21,66.7,241,3,54,257,4.8,3,75,498,6.6,11,14,0,25,4,40,1,0,1
"7","pittsburgh","2001-10-27","@","Temple","W (33-7)",27,52,51.9,240,0,30,-36,-1.2,1,82,204,2.5,13,4,1,18,9,47,3,0,3
"8","pittsburgh","2001-11-03","","Virginia Tech","W (38-7)",17,36,47.2,136,0,25,15,0.6,0,61,151,2.5,6,1,1,8,11,120,2,2,4
"9","pittsburgh","2001-11-10","@","Rutgers","W (42-0)",11,24,45.8,64,0,34,48,1.4,0,58,112,1.9,4,5,0,9,5,30,2,0,2
"10","pittsburgh","2001-11-24","@","West Virginia","W (23-17)",10,23,43.5,68,1,37,104,2.8,1,60,172,2.9,2,5,3,10,9,88,0,0,0
"11","pittsburgh","2001-12-01","","Alabama-Birmingham","W (24-6)",16,36,44.4,198,0,32,76,2.4,0,68,274,4,7,6,0,13,7,49,1,0,1
