"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","central-michigan","2001-08-30","","Eastern Kentucky","W (42-28)",11,25,44,129,1,48,224,4.7,3,73,353,4.8,6,8,0,14,8,58,2,1,3
"2","central-michigan","2001-09-08","@","Michigan State","L (21-35)",18,29,62.1,290,3,49,196,4,2,78,486,6.2,12,10,3,25,11,70,2,1,3
"3","central-michigan","2001-09-22","","Toledo","L (28-52)",15,25,60,173,2,45,289,6.4,5,70,462,6.6,7,10,2,19,4,20,0,0,0
"4","central-michigan","2001-09-29","@","Buffalo","W (16-8)",17,36,47.2,194,1,24,42,1.8,0,60,236,3.9,10,1,3,14,7,50,1,2,3
"5","central-michigan","2001-10-13","","Ohio","L (3-34)",4,8,50,94,1,60,342,5.7,4,68,436,6.4,4,14,4,22,8,40,1,0,1
"6","central-michigan","2001-10-20","@","Marshall","L (21-42)",31,46,67.4,484,3,33,163,4.9,3,79,647,8.2,17,10,4,31,7,87,0,0,0
"7","central-michigan","2001-10-27","","Northern Illinois","L (24-33)",14,31,45.2,203,1,42,209,5,2,73,412,5.6,11,7,1,19,6,43,0,1,1
"8","central-michigan","2001-11-03","@","Ball State","L (34-38)",13,27,48.1,303,2,43,189,4.4,2,70,492,7,9,8,2,19,6,47,2,1,3
"9","central-michigan","2001-11-10","","Eastern Michigan","W (35-30)",23,50,46,321,3,41,187,4.6,1,91,508,5.6,16,8,1,25,12,104,0,0,0
"10","central-michigan","2001-11-17","@","Western Michigan","L (17-20)",14,29,48.3,167,0,43,170,4,1,72,337,4.7,11,7,1,19,6,48,0,1,1
"11","central-michigan","2001-11-24","@","Boise State","L (10-26)",13,27,48.1,191,1,64,277,4.3,2,91,468,5.1,9,16,1,26,4,40,2,1,3
