"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","wake-forest","2001-09-01","@","East Carolina","W (21-19)",18,35,51.4,231,1,25,63,2.5,2,60,294,4.9,11,5,1,17,7,60,1,2,3
"2","wake-forest","2001-09-08","","Appalachian State","W (20-10)",15,25,60,125,0,33,157,4.8,1,58,282,4.9,4,12,0,16,10,91,1,2,3
"3","wake-forest","2001-09-22","","Maryland","L (20-27)",16,23,69.6,222,0,51,297,5.8,3,74,519,7,10,13,1,24,9,99,0,2,2
"4","wake-forest","2001-09-29","@","Florida State","L (24-48)",17,28,60.7,358,3,43,154,3.6,4,71,512,7.2,15,11,1,27,11,99,0,1,1
"5","wake-forest","2001-10-06","","North Carolina State","L (14-17)",20,32,62.5,180,1,47,141,3,1,79,321,4.1,8,9,5,22,5,33,0,0,0
"6","wake-forest","2001-10-13","@","Duke","W (42-35)",21,36,58.3,251,1,33,81,2.5,3,69,332,4.8,11,7,1,19,7,48,1,3,4
"7","wake-forest","2001-10-27","","Clemson","L (14-21)",16,27,59.3,211,2,41,177,4.3,1,68,388,5.7,8,11,0,19,8,71,1,0,1
"8","wake-forest","2001-11-03","@","Virginia","W (34-30)",28,46,60.9,287,3,33,152,4.6,0,79,439,5.6,14,7,1,22,2,17,0,1,1
"9","wake-forest","2001-11-10","@","North Carolina","W (32-31)",24,32,75,361,4,34,54,1.6,0,66,415,6.3,16,4,1,21,8,63,3,1,4
"10","wake-forest","2001-11-17","","Georgia Tech","L (33-38)",20,27,74.1,267,3,47,146,3.1,2,74,413,5.6,7,13,0,20,7,44,1,1,2
"11","wake-forest","2001-11-24","","Northern Illinois","W (38-35)",14,28,50,201,3,36,122,3.4,2,64,323,5,7,8,2,17,8,68,1,0,1
