"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","bowling-green-state","2001-09-01","@","Missouri","W (20-13)",18,39,46.2,158,1,28,76,2.7,0,67,234,3.5,6,5,2,13,5,40,1,2,3
"2","bowling-green-state","2001-09-08","","Buffalo","W (35-0)",16,38,42.1,162,0,24,43,1.8,0,62,205,3.3,6,1,0,7,6,33,1,2,3
"3","bowling-green-state","2001-09-22","","Temple","W (42-23)",26,51,51,327,2,32,29,0.9,0,83,356,4.3,13,4,1,18,11,83,1,3,4
"4","bowling-green-state","2001-09-29","@","Marshall","L (31-37)",22,35,62.9,327,4,41,94,2.3,1,76,421,5.5,14,8,1,23,6,61,2,0,2
"5","bowling-green-state","2001-10-06","","Kent State","W (24-7)",12,24,50,143,1,21,54,2.6,0,45,197,4.4,5,3,1,9,6,57,4,1,5
"6","bowling-green-state","2001-10-13","@","Western Michigan","L (28-37)",28,42,66.7,333,3,32,58,1.8,0,74,391,5.3,16,5,6,27,13,102,1,0,1
"7","bowling-green-state","2001-10-20","@","Akron","W (16-11)",13,31,41.9,175,0,35,85,2.4,0,66,260,3.9,6,5,2,13,6,26,0,3,3
"8","bowling-green-state","2001-11-03","","Miami (OH)","L (21-24)",15,25,60,305,2,38,109,2.9,1,63,414,6.6,11,5,1,17,9,69,0,1,1
"9","bowling-green-state","2001-11-10","@","Ohio","W (17-0)",3,11,27.3,35,0,33,105,3.2,0,44,140,3.2,0,6,2,8,3,30,1,2,3
"10","bowling-green-state","2001-11-17","@","Northwestern","W (43-42)",26,39,66.7,421,3,58,203,3.5,3,97,624,6.4,17,13,2,32,7,65,2,2,4
"11","bowling-green-state","2001-11-23","","Toledo","W (56-21)",14,28,50,180,3,30,93,3.1,0,58,273,4.7,7,5,1,13,3,44,4,2,6
