"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","iowa","2001-09-01","","Kent State","W (51-0)",13,32,40.6,90,0,30,113,3.8,0,62,203,3.3,5,7,1,13,2,10,1,1,2
"2","iowa","2001-09-08","","Miami (OH)","W (44-19)",10,20,50,223,2,38,165,4.3,1,58,388,6.7,7,9,0,16,2,27,1,2,3
"3","iowa","2001-09-29","","Penn State","W (24-18)",20,37,54.1,161,1,27,33,1.2,0,64,194,3,8,4,3,15,7,70,1,0,1
"4","iowa","2001-10-06","@","Purdue","L (14-23)",17,34,50,147,0,30,70,2.3,1,64,217,3.4,8,1,2,11,8,59,1,1,2
"5","iowa","2001-10-13","@","Michigan State","L (28-31)",14,22,63.6,179,2,39,90,2.3,1,61,269,4.4,8,6,1,15,8,58,2,0,2
"6","iowa","2001-10-20","","Indiana","W (42-28)",14,28,50,160,0,56,308,5.5,4,84,468,5.6,7,20,1,28,5,39,0,0,0
"7","iowa","2001-10-27","","Michigan","L (26-32)",16,38,42.1,233,2,36,63,1.8,1,74,296,4,10,2,2,14,3,20,1,2,3
"8","iowa","2001-11-03","@","Wisconsin","L (28-34)",14,21,66.7,262,1,56,172,3.1,3,77,434,5.6,11,10,3,24,5,35,0,0,0
"9","iowa","2001-11-10","@","Northwestern","W (59-16)",20,34,58.8,136,2,31,120,3.9,0,65,256,3.9,10,2,2,14,5,53,1,2,3
"10","iowa","2001-11-17","","Minnesota","W (42-24)",21,35,60,368,3,35,107,3.1,0,70,475,6.8,14,8,2,24,4,20,0,1,1
"11","iowa","2001-11-24","@","Iowa State","L (14-17)",20,27,74.1,228,1,39,84,2.2,1,66,312,4.7,12,4,1,17,7,65,0,1,1
